Generation,Timeline,Parental,PARENT_ID,ID,Treatment,tags,number
S2,35,W,1049,2297,D,2297 _ D,1
S2,35,D,1050,2300,D,2300 _ D,1
S2,35,W,1050,2303,D,2303 _ D,1
S2,35,D,1051,2306,D,2306 _ D,1
S2,35,W,1051,2309,D,2309 _ D,1
S2,35,D,1052,2312,D,2312 _ D,1
S2,35,W,1052,2315,D,2315 _ D,1
S2,35,D,1053,2318,D,2318 _ D,1
S2,35,W,1053,2321,D,2321 _ D,1
S2,37,D,1054,2324,D,2324 _ D,1
S2,37,W,1054,2327,D,2327 _ D,1
S2,37,D,1055,2330,D,2330 _ D,1
S2,37,W,1055,2333,D,2333 _ D,1
S2,37,D,1056,2336,D,2336 _ D,1
S2,37,W,1056,2339,D,2339 _ D,1
S2,37,D,1057,2342,D,2342 _ D,1
S2,37,W,1057,2345,D,2345 _ D,1
S2,37,D,1058,2348,D,2348 _ D,1
S2,37,W,1058,2351,D,2351 _ D,1
S2,37,D,1059,2354,D,2354 _ D,1
S2,37,W,1059,2357,D,2357 _ D,1
S2,38,D,1060,2360,D,2360 _ D,1
S2,38,W,1060,2363,D,2363 _ D,1
S2,38,D,1061,2366,D,2366 _ D,1
S2,38,W,1061,2369,D,2369 _ D,1
S2,38,D,1062,2372,D,2372 _ D,1
S2,38,W,1062,2375,D,2375 _ D,1
S2,38,D,1063,2378,D,2378 _ D,1
S2,38,W,1063,2381,D,2381 _ D,1
S2,38,D,1064,2384,D,2384 _ D,1
S2,38,W,1064,2387,D,2387 _ D,1
S2,38,D,1065,2390,D,2390 _ D,1
S2,38,W,1065,2393,D,2393 _ D,1
S2,39A,D,1066,2396,D,2396 _ D,1
S2,39A,W,1066,2399,D,2399 _ D,1
S2,39A,D,1067,2402,D,2402 _ D,1
S2,39A,W,1067,2405,D,2405 _ D,1
S2,39A,D,1068,2408,D,2408 _ D,1
S2,39A,W,1068,2411,D,2411 _ D,1
S2,39A,D,1069,2414,D,2414 _ D,1
S2,39A,W,1069,2417,D,2417 _ D,1
S2,39A,D,1070,2420,D,2420 _ D,1
S2,39A,W,1070,2423,D,2423 _ D,1
S2,39A,D,1071,2426,D,2426 _ D,1
S2,39A,W,1071,2429,D,2429 _ D,1
S2,39B,D,1072,2432,D,2432 _ D,1
S2,39B,W,1072,2435,D,2435 _ D,1
S2,39B,D,1073,2438,D,2438 _ D,1
S2,39B,W,1073,2441,D,2441 _ D,1
S2,39B,D,1074,2444,D,2444 _ D,1
S2,39B,W,1074,2447,D,2447 _ D,1
S2,39B,D,1075,2450,D,2450 _ D,1
S2,39B,W,1075,2453,D,2453 _ D,1
S2,39B,D,1076,2456,D,2456 _ D,1
S2,39B,W,1076,2459,D,2459 _ D,1
S2,39B,D,1077,2462,D,2462 _ D,1
S2,39B,W,1077,2465,D,2465 _ D,1
S2,40,D,1078,2468,D,2468 _ D,1
S2,40,W,1078,2471,D,2471 _ D,1
S2,40,D,1079,2474,D,2474 _ D,1
S2,40,W,1079,2477,D,2477 _ D,1
S2,40,D,1080,2480,D,2480 _ D,1
S2,40,W,1080,2483,D,2483 _ D,1
S2,40,D,1081,2486,D,2486 _ D,1
S2,40,W,1081,2489,D,2489 _ D,1
S2,40,D,1082,2492,D,2492 _ D,1
S2,40,W,1082,2495,D,2495 _ D,1
S2,40,D,1083,2498,D,2498 _ D,1
S2,40,W,1083,2501,D,2501 _ D,1
S2,41,D,1084,2504,D,2504 _ D,1
S2,41,W,1084,2507,D,2507 _ D,1
S2,41,D,1085,2510,D,2510 _ D,1
S2,41,W,1085,2513,D,2513 _ D,1
S2,41,D,1086,2516,D,2516 _ D,1
S2,41,W,1086,2519,D,2519 _ D,1
S2,41,D,1087,2522,D,2522 _ D,1
S2,41,W,1087,2525,D,2525 _ D,1
S2,41,D,1088,2528,D,2528 _ D,1
S2,41,W,1088,2531,D,2531 _ D,1
S2,41,D,1089,2534,D,2534 _ D,1
S2,41,W,1089,2537,D,2537 _ D,1
S2,49,D,1090,2540,D,2540 _ D,1
S2,49,W,1090,2543,D,2543 _ D,1
S2,49,D,1091,2546,D,2546 _ D,1
S2,49,W,1091,2549,D,2549 _ D,1
S2,49,D,1092,2552,D,2552 _ D,1
S2,49,W,1092,2555,D,2555 _ D,1
S2,49,D,1093,2558,D,2558 _ D,1
S2,49,W,1093,2561,D,2561 _ D,1
S2,49,D,1094,2564,D,2564 _ D,1
S2,49,W,1094,2567,D,2567 _ D,1
S2,49,D,1095,2570,D,2570 _ D,1
S2,49,W,1095,2573,D,2573 _ D,1
S2,51,D,1096,2576,D,2576 _ D,1
S2,51,W,1096,2579,D,2579 _ D,1
S2,51,D,1097,2582,D,2582 _ D,1
S2,51,W,1097,2585,D,2585 _ D,1
S2,51,D,1098,2588,D,2588 _ D,1
S2,51,W,1098,2591,D,2591 _ D,1
S2,51,D,1099,2594,D,2594 _ D,1
S2,51,W,1099,2597,D,2597 _ D,1
S2,51,D,1100,2600,D,2600 _ D,1
S2,51,W,1100,2603,D,2603 _ D,1
S2,51,D,1101,2606,D,2606 _ D,1
S2,51,W,1101,2609,D,2609 _ D,1
S2,52,D,1102,2612,D,2612 _ D,1
S2,52,W,1102,2615,D,2615 _ D,1
S2,52,D,1103,2618,D,2618 _ D,1
S2,52,W,1103,2621,D,2621 _ D,1
S2,52,D,1104,2624,D,2624 _ D,1
S2,52,W,1104,2627,D,2627 _ D,1
S2,52,D,1105,2630,D,2630 _ D,1
S2,52,W,1105,2633,D,2633 _ D,1
S2,52,D,1106,2636,D,2636 _ D,1
S2,52,W,1106,2639,D,2639 _ D,1
S2,52,D,1107,2642,D,2642 _ D,1
S2,52,W,1107,2645,D,2645 _ D,1
S2,54,D,1108,2648,D,2648 _ D,1
S2,54,W,1108,2651,D,2651 _ D,1
S2,54,D,1109,2654,D,2654 _ D,1
S2,54,W,1109,2657,D,2657 _ D,1
S2,54,D,1110,2660,D,2660 _ D,1
S2,54,W,1110,2663,D,2663 _ D,1
S2,54,D,1111,2666,D,2666 _ D,1
S2,54,W,1111,2669,D,2669 _ D,1
S2,54,D,1112,2672,D,2672 _ D,1
S2,54,W,1112,2675,D,2675 _ D,1
S2,54,D,1113,2678,D,2678 _ D,1
S2,54,W,1113,2681,D,2681 _ D,1
S2,57,D,1114,2684,D,2684 _ D,1
S2,57,W,1114,2687,D,2687 _ D,1
S2,57,D,1115,2690,D,2690 _ D,1
S2,57,W,1115,2693,D,2693 _ D,1
S2,57,D,1116,2696,D,2696 _ D,1
S2,57,W,1116,2699,D,2699 _ D,1
S2,57,D,1117,2702,D,2702 _ D,1
S2,57,W,1117,2705,D,2705 _ D,1
S2,57,D,1118,2708,D,2708 _ D,1
S2,57,W,1118,2711,D,2711 _ D,1
S2,57,D,1119,2714,D,2714 _ D,1
S2,57,W,1119,2717,D,2717 _ D,1
S2,148,D,1120,2720,D,2720 _ D,1
S2,148,W,1120,2723,D,2723 _ D,1
S2,148,D,1121,2726,D,2726 _ D,1
S2,148,W,1121,2729,D,2729 _ D,1
S2,148,D,1122,2732,D,2732 _ D,1
S2,148,W,1122,2735,D,2735 _ D,1
S2,148,D,1123,2738,D,2738 _ D,1
S2,148,W,1123,2741,D,2741 _ D,1
S2,148,D,1124,2744,D,2744 _ D,1
S2,148,W,1124,2747,D,2747 _ D,1
S2,148,D,1125,2750,D,2750 _ D,1
S2,148,W,1125,2753,D,2753 _ D,1
S2,152,D,1126,2756,D,2756 _ D,1
S2,152,W,1126,2759,D,2759 _ D,1
S2,152,D,1127,2762,D,2762 _ D,1
S2,152,W,1127,2765,D,2765 _ D,1
S2,152,D,1128,2768,D,2768 _ D,1
S2,152,W,1128,2771,D,2771 _ D,1
S2,152,D,1129,2774,D,2774 _ D,1
S2,152,W,1129,2777,D,2777 _ D,1
S2,152,D,1130,2780,D,2780 _ D,1
S2,152,W,1130,2783,D,2783 _ D,1
S2,152,D,1131,2786,D,2786 _ D,1
S2,152,W,1131,2789,D,2789 _ D,1
S2,153,D,1132,2792,D,2792 _ D,1
S2,153,W,1132,2795,D,2795 _ D,1
S2,153,D,1133,2798,D,2798 _ D,1
S2,153,W,1133,2801,D,2801 _ D,1
S2,153,D,1134,2804,D,2804 _ D,1
S2,153,W,1134,2807,D,2807 _ D,1
S2,153,D,1135,2810,D,2810 _ D,1
S2,153,W,1135,2813,D,2813 _ D,1
S2,153,D,1136,2816,D,2816 _ D,1
S2,153,W,1136,2819,D,2819 _ D,1
S2,153,D,1137,2822,D,2822 _ D,1
S2,153,W,1137,2825,D,2825 _ D,1
S2,154,D,1138,2828,D,2828 _ D,1
S2,154,W,1138,2831,D,2831 _ D,1
S2,154,D,1139,2834,D,2834 _ D,1
S2,154,W,1139,2837,D,2837 _ D,1
S2,154,D,1140,2840,D,2840 _ D,1
S2,154,W,1140,2843,D,2843 _ D,1
S2,154,D,1141,2846,D,2846 _ D,1
S2,154,W,1141,2849,D,2849 _ D,1
S2,154,D,1142,2852,D,2852 _ D,1
S2,154,W,1142,2855,D,2855 _ D,1
S2,154,D,1143,2858,D,2858 _ D,1
S2,154,W,1143,2861,D,2861 _ D,1
S2,155,D,1144,2864,D,2864 _ D,1
S2,155,W,1144,2867,D,2867 _ D,1
S2,155,D,1145,2870,D,2870 _ D,1
S2,155,W,1145,2873,D,2873 _ D,1
S2,155,D,1146,2876,D,2876 _ D,1
S2,155,W,1146,2879,D,2879 _ D,1
S2,155,D,1147,2882,D,2882 _ D,1
S2,155,W,1147,2885,D,2885 _ D,1
S2,155,D,1148,2888,D,2888 _ D,1
S2,155,W,1148,2891,D,2891 _ D,1
S2,155,D,1149,2894,D,2894 _ D,1
S2,155,W,1149,2897,D,2897 _ D,1
S2,164,D,1150,2900,D,2900 _ D,1
S2,164,W,1150,2903,D,2903 _ D,1
S2,164,D,1151,2906,D,2906 _ D,1
S2,164,W,1151,2909,D,2909 _ D,1
S2,164,D,1152,2912,D,2912 _ D,1
S2,164,W,1152,2915,D,2915 _ D,1
S2,164,D,1153,2918,D,2918 _ D,1
S2,164,W,1153,2921,D,2921 _ D,1
S2,164,D,1154,2924,D,2924 _ D,1
S2,164,W,1154,2927,D,2927 _ D,1
S2,164,D,1155,2930,D,2930 _ D,1
S2,164,W,1155,2933,D,2933 _ D,1
S2,166,D,1156,2936,D,2936 _ D,1
S2,166,W,1156,2939,D,2939 _ D,1
S2,166,D,1157,2942,D,2942 _ D,1
S2,166,W,1157,2945,D,2945 _ D,1
S2,166,D,1158,2948,D,2948 _ D,1
S2,166,W,1158,2951,D,2951 _ D,1
S2,166,D,1159,2954,D,2954 _ D,1
S2,166,W,1159,2957,D,2957 _ D,1
S2,166,D,1160,2960,D,2960 _ D,1
S2,166,W,1160,2963,D,2963 _ D,1
S2,166,D,1161,2966,D,2966 _ D,1
S2,166,W,1161,2969,D,2969 _ D,1
S2,167,D,1162,2972,D,2972 _ D,1
S2,167,W,1162,2975,D,2975 _ D,1
S2,167,D,1163,2978,D,2978 _ D,1
S2,167,W,1163,2981,D,2981 _ D,1
S2,167,D,1164,2984,D,2984 _ D,1
S2,167,W,1164,2987,D,2987 _ D,1
S2,167,D,1165,2990,D,2990 _ D,1
S2,167,W,1165,2993,D,2993 _ D,1
S2,167,D,1166,2996,D,2996 _ D,1
S2,167,W,1166,2999,D,2999 _ D,1
S2,167,D,1167,3002,D,3002 _ D,1
S2,167,W,1167,3005,D,3005 _ D,1
S2,170,D,1168,3008,D,3008 _ D,1
S2,170,W,1168,3011,D,3011 _ D,1
S2,170,D,1169,3014,D,3014 _ D,1
S2,170,W,1169,3017,D,3017 _ D,1
S2,170,D,1170,3020,D,3020 _ D,1
S2,170,W,1170,3023,D,3023 _ D,1
S2,170,D,1171,3026,D,3026 _ D,1
S2,170,W,1171,3029,D,3029 _ D,1
S2,170,D,1172,3032,D,3032 _ D,1
S2,170,W,1172,3035,D,3035 _ D,1
S2,170,D,1173,3038,D,3038 _ D,1
S2,170,W,1173,3041,D,3041 _ D,1
S2,172,D,1174,3044,D,3044 _ D,1
S2,172,W,1174,3047,D,3047 _ D,1
S2,172,D,1175,3050,D,3050 _ D,1
S2,172,W,1175,3053,D,3053 _ D,1
S2,172,D,1176,3056,D,3056 _ D,1
S2,172,W,1176,3059,D,3059 _ D,1
S2,172,D,1177,3062,D,3062 _ D,1
S2,172,W,1177,3065,D,3065 _ D,1
S2,172,D,1178,3068,D,3068 _ D,1
S2,172,W,1178,3071,D,3071 _ D,1
S2,172,D,1179,3074,D,3074 _ D,1
S2,172,W,1179,3077,D,3077 _ D,1
S2,342,D,1180,3080,D,3080 _ D,1
S2,342,W,1180,3083,D,3083 _ D,1
S2,342,D,1181,3086,D,3086 _ D,1
S2,342,W,1181,3089,D,3089 _ D,1
S2,342,D,1182,3092,D,3092 _ D,1
S2,342,W,1182,3095,D,3095 _ D,1
S2,342,D,1183,3098,D,3098 _ D,1
S2,342,W,1183,3101,D,3101 _ D,1
S2,342,D,1184,3104,D,3104 _ D,1
S2,342,W,1184,3107,D,3107 _ D,1
S2,342,D,1185,3110,D,3110 _ D,1
S2,342,W,1185,3113,D,3113 _ D,1
S2,343,D,1186,3116,D,3116 _ D,1
S2,343,W,1186,3119,D,3119 _ D,1
S2,343,D,1187,3122,D,3122 _ D,1
S2,343,W,1187,3125,D,3125 _ D,1
S2,343,D,1188,3128,D,3128 _ D,1
S2,343,W,1188,3131,D,3131 _ D,1
S2,343,D,1189,3134,D,3134 _ D,1
S2,343,W,1189,3137,D,3137 _ D,1
S2,343,D,1190,3140,D,3140 _ D,1
S2,343,W,1190,3143,D,3143 _ D,1
S2,343,D,1191,3146,D,3146 _ D,1
S2,343,W,1191,3149,D,3149 _ D,1
S2,344,D,1192,3152,D,3152 _ D,1
S2,344,W,1192,3155,D,3155 _ D,1
S2,344,D,1193,3158,D,3158 _ D,1
S2,344,W,1193,3161,D,3161 _ D,1
S2,344,D,1194,3164,D,3164 _ D,1
S2,344,W,1194,3167,D,3167 _ D,1
S2,344,D,1195,3170,D,3170 _ D,1
S2,344,W,1195,3173,D,3173 _ D,1
S2,344,D,1196,3176,D,3176 _ D,1
S2,344,W,1196,3179,D,3179 _ D,1
S2,344,D,1197,3182,D,3182 _ D,1
S2,344,W,1197,3185,D,3185 _ D,1
S2,345,D,1198,3188,D,3188 _ D,1
S2,345,W,1198,3191,D,3191 _ D,1
S2,345,D,1199,3194,D,3194 _ D,1
S2,345,W,1199,3197,D,3197 _ D,1
S2,345,D,1200,3200,D,3200 _ D,1
S2,345,W,1200,3203,D,3203 _ D,1
S2,345,D,1201,3206,D,3206 _ D,1
S2,345,W,1201,3209,D,3209 _ D,1
S2,345,D,1202,3212,D,3212 _ D,1
S2,345,W,1202,3215,D,3215 _ D,1
S2,345,D,1203,3218,D,3218 _ D,1
S2,345,W,1203,3221,D,3221 _ D,1
S2,349,D,1204,3224,D,3224 _ D,1
S2,349,W,1204,3227,D,3227 _ D,1
S2,349,D,1205,3230,D,3230 _ D,1
S2,349,W,1205,3233,D,3233 _ D,1
S2,349,D,1206,3236,D,3236 _ D,1
S2,349,W,1206,3239,D,3239 _ D,1
S2,349,D,1207,3242,D,3242 _ D,1
S2,349,W,1207,3245,D,3245 _ D,1
S2,349,D,1208,3248,D,3248 _ D,1
S2,349,W,1208,3251,D,3251 _ D,1
S2,349,D,1209,3254,D,3254 _ D,1
S2,349,W,1209,3257,D,3257 _ D,1
S2,371,D,1210,3260,D,3260 _ D,1
S2,371,W,1210,3263,D,3263 _ D,1
S2,371,D,1211,3266,D,3266 _ D,1
S2,371,W,1211,3269,D,3269 _ D,1
S2,371,D,1212,3272,D,3272 _ D,1
S2,371,W,1212,3275,D,3275 _ D,1
S2,371,D,1213,3278,D,3278 _ D,1
S2,371,W,1213,3281,D,3281 _ D,1
S2,371,D,1214,3284,D,3284 _ D,1
S2,371,W,1214,3287,D,3287 _ D,1
S2,371,D,1215,3290,D,3290 _ D,1
S2,371,W,1215,3293,D,3293 _ D,1
S2,372,D,1216,3296,D,3296 _ D,1
S2,372,W,1216,3299,D,3299 _ D,1
S2,372,D,1217,3302,D,3302 _ D,1
S2,372,W,1217,3305,D,3305 _ D,1
S2,372,D,1218,3308,D,3308 _ D,1
S2,372,W,1218,3311,D,3311 _ D,1
S2,372,D,1219,3314,D,3314 _ D,1
S2,372,W,1219,3317,D,3317 _ D,1
S2,372,D,1220,3320,D,3320 _ D,1
S2,372,W,1220,3323,D,3323 _ D,1
S2,372,D,1221,3326,D,3326 _ D,1
S2,372,W,1221,3329,D,3329 _ D,1
S2,373,D,1222,3332,D,3332 _ D,1
S2,373,W,1222,3335,D,3335 _ D,1
S2,373,D,1223,3338,D,3338 _ D,1
S2,373,W,1223,3341,D,3341 _ D,1
S2,373,D,1224,3344,D,3344 _ D,1
S2,373,W,1224,3347,D,3347 _ D,1
S2,373,D,1225,3350,D,3350 _ D,1
S2,373,W,1225,3353,D,3353 _ D,1
S2,373,D,1226,3356,D,3356 _ D,1
S2,373,W,1226,3359,D,3359 _ D,1
S2,373,D,1227,3362,D,3362 _ D,1
S2,373,W,1227,3365,D,3365 _ D,1
S2,374,D,1228,3368,D,3368 _ D,1
S2,374,W,1228,3371,D,3371 _ D,1
S2,374,D,1229,3374,D,3374 _ D,1
S2,374,W,1229,3377,D,3377 _ D,1
S2,374,D,1230,3380,D,3380 _ D,1
S2,374,W,1230,3383,D,3383 _ D,1
S2,374,D,1231,3386,D,3386 _ D,1
S2,374,W,1231,3389,D,3389 _ D,1
S2,374,D,1232,3392,D,3392 _ D,1
S2,374,W,1232,3395,D,3395 _ D,1
S2,374,D,1233,3398,D,3398 _ D,1
S2,374,W,1233,3401,D,3401 _ D,1
S2,375,D,1234,3404,D,3404 _ D,1
S2,375,W,1234,3407,D,3407 _ D,1
S2,375,D,1235,3410,D,3410 _ D,1
S2,375,W,1235,3413,D,3413 _ D,1
S2,375,D,1236,3416,D,3416 _ D,1
S2,375,W,1236,3419,D,3419 _ D,1
S2,375,D,1237,3422,D,3422 _ D,1
S2,375,W,1237,3425,D,3425 _ D,1
S2,375,D,1238,3428,D,3428 _ D,1
S2,375,W,1238,3431,D,3431 _ D,1
S2,375,D,1239,3434,D,3434 _ D,1
S2,375,W,1239,3437,D,3437 _ D,1
S2,1,D,1000,2001,W,2001 _ W,2
S2,1,W,1000,2004,W,2004 _ W,2
S2,1,D,1001,2007,W,2007 _ W,2
S2,1,W,1001,2010,W,2010 _ W,2
S2,1,D,1002,2013,W,2013 _ W,2
S2,1,W,1002,2016,W,2016 _ W,2
S2,1,D,1003,2019,W,2019 _ W,2
S2,1,W,1003,2022,W,2022 _ W,2
S2,1,D,1004,2025,W,2025 _ W,2
S2,1,W,1004,2028,W,2028 _ W,2
S2,1,D,1005,2031,W,2031 _ W,2
S2,1,W,1005,2034,W,2034 _ W,2
S2,3,D,1006,2037,W,2037 _ W,2
S2,3,W,1006,2040,W,2040 _ W,2
S2,3,D,1007,2043,W,2043 _ W,2
S2,3,W,1007,2046,W,2046 _ W,2
S2,3,D,1008,2049,W,2049 _ W,2
S2,3,W,1008,2052,W,2052 _ W,2
S2,3,D,1009,2055,W,2055 _ W,2
S2,3,W,1009,2058,W,2058 _ W,2
S2,3,D,1010,2061,W,2061 _ W,2
S2,3,W,1010,2064,W,2064 _ W,2
S2,3,D,1011,2067,W,2067 _ W,2
S2,3,W,1011,2070,W,2070 _ W,2
S2,4,D,1012,2073,W,2073 _ W,2
S2,4,W,1012,2076,W,2076 _ W,2
S2,4,D,1013,2079,W,2079 _ W,2
S2,4,W,1013,2082,W,2082 _ W,2
S2,4,D,1014,2085,W,2085 _ W,2
S2,4,W,1014,2088,W,2088 _ W,2
S2,4,D,1015,2091,W,2091 _ W,2
S2,4,W,1015,2094,W,2094 _ W,2
S2,4,D,1016,2097,W,2097 _ W,2
S2,4,W,1016,2100,W,2100 _ W,2
S2,4,D,1017,2103,W,2103 _ W,2
S2,4,W,1017,2106,W,2106 _ W,2
S2,6,D,1018,2109,W,2109 _ W,2
S2,6,W,1018,2112,W,2112 _ W,2
S2,6,D,1019,2115,W,2115 _ W,2
S2,6,W,1019,2118,W,2118 _ W,2
S2,6,D,1020,2121,W,2121 _ W,2
S2,6,W,1020,2124,W,2124 _ W,2
S2,6,D,1021,2127,W,2127 _ W,2
S2,6,W,1021,2130,W,2130 _ W,2
S2,6,D,1022,2133,W,2133 _ W,2
S2,6,W,1022,2136,W,2136 _ W,2
S2,6,D,1023,2139,W,2139 _ W,2
S2,6,W,1023,2142,W,2142 _ W,2
S2,7,D,1024,2145,W,2145 _ W,2
S2,7,W,1024,2148,W,2148 _ W,2
S2,7,D,1025,2151,W,2151 _ W,2
S2,7,W,1025,2154,W,2154 _ W,2
S2,7,D,1026,2157,W,2157 _ W,2
S2,7,W,1026,2160,W,2160 _ W,2
S2,7,D,1027,2163,W,2163 _ W,2
S2,7,W,1027,2166,W,2166 _ W,2
S2,7,D,1028,2169,W,2169 _ W,2
S2,7,W,1028,2172,W,2172 _ W,2
S2,7,D,1029,2175,W,2175 _ W,2
S2,7,W,1029,2178,W,2178 _ W,2
S2,28,D,1030,2181,W,2181 _ W,2
S2,28,W,1030,2184,W,2184 _ W,2
S2,28,D,1031,2187,W,2187 _ W,2
S2,28,W,1031,2190,W,2190 _ W,2
S2,28,D,1032,2193,W,2193 _ W,2
S2,28,W,1032,2196,W,2196 _ W,2
S2,28,D,1033,2199,W,2199 _ W,2
S2,28,W,1033,2202,W,2202 _ W,2
S2,28,D,1034,2205,W,2205 _ W,2
S2,28,W,1034,2208,W,2208 _ W,2
S2,28,D,1035,2211,W,2211 _ W,2
S2,28,W,1035,2214,W,2214 _ W,2
S2,29,D,1036,2217,W,2217 _ W,2
S2,29,W,1036,2220,W,2220 _ W,2
S2,29,D,1037,2223,W,2223 _ W,2
S2,29,W,1037,2226,W,2226 _ W,2
S2,29,D,1038,2229,W,2229 _ W,2
S2,29,W,1038,2232,W,2232 _ W,2
S2,29,D,1039,2235,W,2235 _ W,2
S2,29,W,1039,2238,W,2238 _ W,2
S2,29,D,1040,2241,W,2241 _ W,2
S2,29,W,1040,2244,W,2244 _ W,2
S2,29,D,1041,2247,W,2247 _ W,2
S2,29,W,1041,2250,W,2250 _ W,2
S2,32,D,1042,2253,W,2253 _ W,2
S2,32,W,1042,2256,W,2256 _ W,2
S2,32,D,1043,2259,W,2259 _ W,2
S2,32,W,1043,2262,W,2262 _ W,2
S2,32,D,1044,2265,W,2265 _ W,2
S2,32,W,1044,2268,W,2268 _ W,2
S2,32,D,1045,2271,W,2271 _ W,2
S2,32,W,1045,2274,W,2274 _ W,2
S2,32,D,1046,2277,W,2277 _ W,2
S2,32,W,1046,2280,W,2280 _ W,2
S2,32,D,1047,2283,W,2283 _ W,2
S2,32,W,1047,2286,W,2286 _ W,2
S2,35,D,1048,2289,W,2289 _ W,2
S2,35,W,1048,2292,W,2292 _ W,2
S2,35,D,1049,2295,W,2295 _ W,2
S2,35,W,1049,2298,W,2298 _ W,2
S2,35,D,1050,2301,W,2301 _ W,2
S2,35,W,1050,2304,W,2304 _ W,2
S2,35,D,1051,2307,W,2307 _ W,2
S2,35,W,1051,2310,W,2310 _ W,2
S2,35,D,1052,2313,W,2313 _ W,2
S2,35,W,1052,2316,W,2316 _ W,2
S2,35,D,1053,2319,W,2319 _ W,2
S2,35,W,1053,2322,W,2322 _ W,2
S2,37,D,1054,2325,W,2325 _ W,2
S2,37,W,1054,2328,W,2328 _ W,2
S2,37,D,1055,2331,W,2331 _ W,2
S2,37,W,1055,2334,W,2334 _ W,2
S2,37,D,1056,2337,W,2337 _ W,2
S2,37,W,1056,2340,W,2340 _ W,2
S2,37,D,1057,2343,W,2343 _ W,2
S2,37,W,1057,2346,W,2346 _ W,2
S2,37,D,1058,2349,W,2349 _ W,2
S2,37,W,1058,2352,W,2352 _ W,2
S2,37,D,1059,2355,W,2355 _ W,2
S2,37,W,1059,2358,W,2358 _ W,2
S2,38,D,1060,2361,W,2361 _ W,2
S2,38,W,1060,2364,W,2364 _ W,2
S2,38,D,1061,2367,W,2367 _ W,2
S2,38,W,1061,2370,W,2370 _ W,2
S2,38,D,1062,2373,W,2373 _ W,2
S2,38,W,1062,2376,W,2376 _ W,2
S2,38,D,1063,2379,W,2379 _ W,2
S2,38,W,1063,2382,W,2382 _ W,2
S2,38,D,1064,2385,W,2385 _ W,2
S2,38,W,1064,2388,W,2388 _ W,2
S2,38,D,1065,2391,W,2391 _ W,2
S2,38,W,1065,2394,W,2394 _ W,2
S2,39A,D,1066,2397,W,2397 _ W,2
S2,39A,W,1066,2400,W,2400 _ W,2
S2,39A,D,1067,2403,W,2403 _ W,2
S2,39A,W,1067,2406,W,2406 _ W,2
S2,39A,D,1068,2409,W,2409 _ W,2
S2,39A,W,1068,2412,W,2412 _ W,2
S2,39A,D,1069,2415,W,2415 _ W,2
S2,39A,W,1069,2418,W,2418 _ W,2
S2,39A,D,1070,2421,W,2421 _ W,2
S2,39A,W,1070,2424,W,2424 _ W,2
S2,39A,D,1071,2427,W,2427 _ W,2
S2,39A,W,1071,2430,W,2430 _ W,2
S2,39B,D,1072,2433,W,2433 _ W,2
S2,39B,W,1072,2436,W,2436 _ W,2
S2,39B,D,1073,2439,W,2439 _ W,2
S2,39B,W,1073,2442,W,2442 _ W,2
S2,39B,D,1074,2445,W,2445 _ W,2
S2,39B,W,1074,2448,W,2448 _ W,2
S2,39B,D,1075,2451,W,2451 _ W,2
S2,39B,W,1075,2454,W,2454 _ W,2
S2,39B,D,1076,2457,W,2457 _ W,2
S2,39B,W,1076,2460,W,2460 _ W,2
S2,39B,D,1077,2463,W,2463 _ W,2
S2,39B,W,1077,2466,W,2466 _ W,2
S2,40,D,1078,2469,W,2469 _ W,2
S2,40,W,1078,2472,W,2472 _ W,2
S2,40,D,1079,2475,W,2475 _ W,2
S2,40,W,1079,2478,W,2478 _ W,2
S2,40,D,1080,2481,W,2481 _ W,2
S2,40,W,1080,2484,W,2484 _ W,2
S2,40,D,1081,2487,W,2487 _ W,2
S2,40,W,1081,2490,W,2490 _ W,2
S2,40,D,1082,2493,W,2493 _ W,2
S2,40,W,1082,2496,W,2496 _ W,2
S2,40,D,1083,2499,W,2499 _ W,2
S2,40,W,1083,2502,W,2502 _ W,2
S2,41,D,1084,2505,W,2505 _ W,2
S2,41,W,1084,2508,W,2508 _ W,2
S2,41,D,1085,2511,W,2511 _ W,2
S2,41,W,1085,2514,W,2514 _ W,2
S2,41,D,1086,2517,W,2517 _ W,2
S2,41,W,1086,2520,W,2520 _ W,2
S2,41,D,1087,2523,W,2523 _ W,2
S2,41,W,1087,2526,W,2526 _ W,2
S2,41,D,1088,2529,W,2529 _ W,2
S2,41,W,1088,2532,W,2532 _ W,2
S2,41,D,1089,2535,W,2535 _ W,2
S2,41,W,1089,2538,W,2538 _ W,2
S2,49,D,1090,2541,W,2541 _ W,2
S2,49,W,1090,2544,W,2544 _ W,2
S2,49,D,1091,2547,W,2547 _ W,2
S2,49,W,1091,2550,W,2550 _ W,2
S2,49,D,1092,2553,W,2553 _ W,2
S2,49,W,1092,2556,W,2556 _ W,2
S2,49,D,1093,2559,W,2559 _ W,2
S2,49,W,1093,2562,W,2562 _ W,2
S2,49,D,1094,2565,W,2565 _ W,2
S2,49,W,1094,2568,W,2568 _ W,2
S2,49,D,1095,2571,W,2571 _ W,2
S2,49,W,1095,2574,W,2574 _ W,2
S2,51,D,1096,2577,W,2577 _ W,2
S2,51,W,1096,2580,W,2580 _ W,2
S2,51,D,1097,2583,W,2583 _ W,2
S2,51,W,1097,2586,W,2586 _ W,2
S2,51,D,1098,2589,W,2589 _ W,2
S2,51,W,1098,2592,W,2592 _ W,2
