Treatment,ID,Tray,Placement,Flowering_date,avg_germ,FT,Sow_date,FD,days_to_germ
Dry,3339,5,4,18-Jan,07-Nov,72,29-Oct,81,9
Dry,2385,5,5,21-Jan,04-Nov,78,29-Oct,84,6
Dry,2136,5,6,20-Jan,04-Nov,77,29-Oct,83,6
Dry,2292,5,7,14-Jan,03-Nov,72,29-Oct,77,5.333333333
Dry,2151,5,8,16-Jan,03-Nov,74,29-Oct,79,5.333333333
Dry,2223,5,9,26-Jan,04-Nov,83,29-Oct,89,6.333333333
Dry,2769,5,10,11-Jan,04-Nov,68,29-Oct,74,6.333333333
Dry,2580,5,11,13-Jan,03-Nov,71,29-Oct,76,5
Dry,3015,5,12,12-Jan,04-Nov,69,29-Oct,75,6.666666667
Dry,2982,5,13,13-Jan,09-Nov,65,29-Oct,76,11.33333333
Dry,2298,5,14,20-Jan,03-Nov,78,29-Oct,83,5.666666667
Dry,2271,5,15,11-Jan,02-Nov,70,29-Oct,74,4
Dry,3312,5,16,20-Jan,05-Nov,76,29-Oct,83,7.666666667
Dry,2013,5,17,10-Jan,04-Nov,67,29-Oct,73,6.333333333
Dry,2004,5,18,12-Jan,04-Nov,69,29-Oct,75,6.666666667
Dry,3027,6,1,07-Jan,06-Nov,62,29-Oct,70,8
Dry,3195,6,2,16-Jan,08-Nov,69,29-Oct,79,10
Dry,3093,6,3,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2178,6,4,09-Feb,02-Nov,99,29-Oct,103,4
Dry,2016,6,5,07-Jan,04-Nov,64,29-Oct,70,6.333333333
Dry,2379,6,6,18-Jan,03-Nov,76,29-Oct,81,5.666666667
Dry,3102,6,7,19-Jan,06-Nov,74,29-Oct,82,8
Dry,2718,6,8,15-Jan,07-Nov,69,29-Oct,78,9.666666667
Dry,2946,6,9,13-Jan,07-Nov,67,29-Oct,76,9
Dry,3183,6,10,02-Jan,04-Nov,59,29-Oct,65,6.666666667
Dry,2658,6,11,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2226,6,12,21-Jan,04-Nov,78,29-Oct,84,6.666666667
Dry,2922,6,13,11-Jan,07-Nov,65,29-Oct,74,9
Dry,2973,6,14,15-Jan,10-Nov,66,29-Oct,78,12
Dry,2877,6,15,18-Jan,02-Nov,77,29-Oct,81,4.666666667
Dry,3006,6,16,18-Jan,09-Nov,70,29-Oct,81,11
Dry,2754,6,17,17-Jan,10-Nov,68,29-Oct,80,12.66666667
Dry,2331,6,18,20-Jan,04-Nov,77,29-Oct,83,6.5
Dry,2124,7,1,11-Jan,02-Nov,70,29-Oct,74,4.666666667
Dry,2937,7,2,08-Jan,05-Nov,64,29-Oct,71,7.333333333
Dry,2556,7,3,19-Jan,03-Nov,77,29-Oct,82,5.333333333
Dry,3309,7,4,14-Jan,04-Nov,71,29-Oct,77,6.333333333
Dry,2772,7,5,NA,03-Nov,#VALUE!,29-Oct,#VALUE!,5
Dry,2412,7,6,20-Jan,04-Nov,77,29-Oct,83,6.666666667
Dry,2133,7,7,10-Jan,04-Nov,67,29-Oct,73,6.666666667
Dry,2661,7,8,19-Jan,02-Nov,78,29-Oct,82,4.333333333
Dry,3204,7,9,15-Jan,03-Nov,73,29-Oct,78,5.333333333
Dry,3366,7,10,19-Jan,08-Nov,72,29-Oct,82,10.5
Dry,2448,7,11,14-Jan,04-Nov,71,29-Oct,77,6.666666667
Dry,2751,7,12,19-Jan,11-Nov,69,29-Oct,82,13
Dry,2961,7,13,05-Jan,04-Nov,62,29-Oct,68,6.666666667
Dry,2793,7,14,29-Dec,05-Nov,54,29-Oct,61,7.666666667
Dry,3099,7,15,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2187,7,16,22-Jan,04-Nov,79,29-Oct,85,6
Dry,2010,7,17,18-Jan,04-Nov,75,29-Oct,81,6.5
Dry,2766,7,18,20-Jan,14-Nov,67,29-Oct,83,16
Dry,3168,8,1,04-Jan,03-Nov,62,29-Oct,67,5.666666667
Dry,2127,8,2,06-Jan,03-Nov,64,29-Oct,69,5
Dry,3237,8,3,07-Jan,05-Nov,63,29-Oct,70,7
Dry,2181,8,4,22-Jan,04-Nov,79,29-Oct,85,6
Dry,2649,8,5,03-Jan,03-Nov,61,29-Oct,66,5.333333333
Dry,2418,8,6,09-Jan,03-Nov,67,29-Oct,72,5.666666667
Dry,3219,8,7,10-Jan,04-Nov,67,29-Oct,73,6.666666667
Dry,2559,8,8,07-Jan,04-Nov,64,29-Oct,70,6
Dry,3267,8,9,01-Jan,06-Nov,56,29-Oct,64,8
Dry,2541,8,10,07-Jan,05-Nov,63,29-Oct,70,7.5
Dry,2085,8,11,NA,07-Nov,#VALUE!,29-Oct,#VALUE!,9.333333333
Dry,2466,8,12,06-Jan,08-Nov,59,29-Oct,69,10.66666667
Dry,3258,8,13,06-Jan,07-Nov,60,29-Oct,69,9.333333333
Dry,2235,8,14,20-Jan,04-Nov,77,29-Oct,83,6.333333333
Dry,3180,8,15,23-Jan,07-Nov,77,29-Oct,86,9.666666667
Dry,3024,8,16,11-Jan,05-Nov,67,29-Oct,74,7.666666667
Dry,3096,8,17,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2007,8,18,13-Jan,03-Nov,71,29-Oct,76,5.666666667
Dry,2316,9,1,14-Jan,04-Nov,71,29-Oct,77,6.333333333
Dry,2046,9,2,29-Jan,03-Nov,87,29-Oct,92,5.666666667
Dry,3276,9,3,05-Jan,05-Nov,61,29-Oct,68,7
Dry,2829,9,4,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2217,9,5,NA,05-Nov,#VALUE!,29-Oct,#VALUE!,7.333333333
Dry,2460,9,6,07-Jan,06-Nov,62,29-Oct,70,8.666666667
Dry,2313,9,7,20-Jan,05-Nov,76,29-Oct,83,7
Dry,2364,9,8,12-Jan,06-Nov,67,29-Oct,75,8
Dry,2028,9,9,11-Jan,05-Nov,67,29-Oct,74,7.333333333
Dry,2898,9,10,24-Jan,04-Nov,81,29-Oct,87,6
Dry,2901,9,11,06-Jan,05-Nov,62,29-Oct,69,7.5
Dry,3372,9,12,05-Jan,05-Nov,61,29-Oct,68,7.666666667
Dry,2775,9,13,30-Jan,08-Nov,83,29-Oct,93,10
Dry,2598,9,14,13-Jan,04-Nov,70,29-Oct,76,6
Dry,2256,9,15,21-Jan,04-Nov,78,29-Oct,84,6
Dry,3348,9,16,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,3255,9,17,06-Jan,04-Nov,63,29-Oct,69,6.333333333
Dry,2691,9,18,05-Jan,03-Nov,63,29-Oct,68,5.333333333
Dry,2487,10,1,16-Jan,05-Nov,72,29-Oct,79,7
Dry,2034,10,2,13-Jan,04-Nov,70,29-Oct,76,6.666666667
Dry,2202,10,3,30-Jan,02-Nov,89,29-Oct,93,4
Dry,2469,10,4,17-Jan,03-Nov,75,29-Oct,80,5.666666667
Dry,2277,10,5,12-Jan,03-Nov,70,29-Oct,75,5.333333333
Dry,3051,10,6,04-Jan,04-Nov,61,29-Oct,67,6.666666667
Dry,2055,10,7,21-Jan,06-Nov,76,29-Oct,84,8.666666667
Dry,2568,10,8,06-Jan,04-Nov,63,29-Oct,69,6.333333333
Dry,2925,10,9,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2676,10,10,22-Jan,03-Nov,80,29-Oct,85,5
Dry,2439,10,11,08-Jan,03-Nov,66,29-Oct,71,5.666666667
Dry,2733,10,12,NA,18-Nov,#VALUE!,29-Oct,#VALUE!,20.66666667
Dry,2871,10,13,12-Jan,03-Nov,70,29-Oct,75,5
Dry,3210,10,14,14-Jan,07-Nov,68,29-Oct,77,9
Dry,2823,10,15,21-Jan,07-Nov,75,29-Oct,84,9.333333333
Dry,3279,10,16,23-Jan,04-Nov,80,29-Oct,86,6
Dry,2799,10,17,04-Jan,04-Nov,61,29-Oct,67,6
Dry,2748,10,18,NA,15-Nov,#VALUE!,29-Oct,#VALUE!,17
Dry,3225,11,1,14-Jan,07-Nov,68,29-Oct,77,9.333333333
Dry,2031,11,2,NA,04-Nov,#VALUE!,29-Oct,#VALUE!,6.333333333
Dry,2139,11,3,22-Jan,04-Nov,79,29-Oct,85,6
Dry,2679,11,4,24-Jan,03-Nov,82,29-Oct,87,5.666666667
Dry,2160,11,5,21-Jan,02-Nov,80,29-Oct,84,4.333333333
Dry,2934,11,6,02-Jan,10-Nov,53,29-Oct,65,12.5
Dry,2844,11,7,02-Jan,03-Nov,60,29-Oct,65,5
Dry,3393,11,8,10-Jan,06-Nov,65,29-Oct,73,8.333333333
Dry,2700,11,9,13-Jan,03-Nov,71,29-Oct,76,5.333333333
Dry,2280,11,10,12-Jan,01-Nov,72,29-Oct,75,3.666666667
Dry,3147,11,11,07-Jan,04-Nov,64,29-Oct,70,6
Dry,2916,11,12,04-Jan,09-Nov,56,29-Oct,67,11.66666667
Dry,2088,11,13,17-Jan,03-Nov,75,29-Oct,80,5
Dry,2832,11,14,05-Jan,04-Nov,62,29-Oct,68,6.666666667
Dry,2817,11,15,03-Jan,05-Nov,59,29-Oct,66,7.333333333
Dry,2583,11,16,20-Jan,02-Nov,79,29-Oct,83,4
Dry,2478,11,17,25-Jan,04-Nov,81,29-Oct,88,6.666666667
Dry,2703,11,18,15-Jan,07-Nov,69,29-Oct,78,9
Dry,2244,12,1,NA,03-Nov,#VALUE!,29-Oct,#VALUE!,5.666666667
Dry,2025,12,2,NA,05-Nov,#VALUE!,29-Oct,#VALUE!,7
Dry,2121,12,3,09-Jan,04-Nov,66,29-Oct,72,6.333333333
Dry,3057,12,4,24-Jan,08-Nov,77,29-Oct,87,10
Dry,2940,12,5,14-Jan,10-Nov,65,29-Oct,77,12
Dry,2667,12,6,21-Jan,03-Nov,79,29-Oct,84,5
Dry,2790,12,7,15-Jan,08-Nov,68,29-Oct,78,10.33333333
Dry,2424,12,8,16-Jan,04-Nov,73,29-Oct,79,6
Dry,3423,12,9,10-Jan,02-Nov,69,29-Oct,73,4.666666667
Dry,3081,12,10,18-Jan,07-Nov,72,29-Oct,81,9.666666667
Dry,2409,12,11,17-Jan,04-Nov,74,29-Oct,80,6.333333333
Dry,2058,12,12,19-Jan,05-Nov,75,29-Oct,82,7
Dry,2100,12,13,22-Jan,11-Nov,72,29-Oct,85,13.33333333
Dry,3318,12,14,12-Jan,06-Nov,67,29-Oct,75,8
Dry,3369,12,15,03-Jan,04-Nov,60,29-Oct,66,6
Dry,2664,12,16,07-Feb,02-Nov,97,29-Oct,101,4.333333333
Dry,2040,12,17,14-Jan,04-Nov,71,29-Oct,77,6
Dry,3399,12,18,09-Jan,03-Nov,67,29-Oct,72,5.333333333
Dry,3354,13,1,17-Jan,08-Nov,70,29-Oct,80,10
Dry,2904,13,2,10-Jan,11-Nov,60,29-Oct,73,13
Dry,2523,13,3,10-Jan,04-Nov,67,29-Oct,73,6
Dry,2301,13,4,15-Jan,03-Nov,73,29-Oct,78,5
Dry,2019,13,5,NA,03-Nov,#VALUE!,29-Oct,#VALUE!,5.666666667
Dry,2079,13,6,14-Jan,04-Nov,71,29-Oct,77,6.333333333
Dry,3420,13,7,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2550,13,8,12-Jan,04-Nov,69,29-Oct,75,6.333333333
Dry,2538,13,9,18-Jan,10-Nov,69,29-Oct,81,12.33333333
Dry,3129,13,10,06-Feb,06-Nov,92,29-Oct,100,8.666666667
Dry,2826,13,11,08-Jan,09-Nov,60,29-Oct,71,11.66666667
Dry,3033,13,12,30-Dec,04-Nov,56,29-Oct,62,6.666666667
Dry,3087,13,13,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2610,13,14,09-Jan,03-Nov,67,29-Oct,72,5
Dry,3351,13,15,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,3384,13,16,09-Jan,07-Nov,63,29-Oct,72,9
Dry,2589,13,17,10-Jan,02-Nov,69,29-Oct,73,4.333333333
Dry,2838,13,18,16-Jan,04-Nov,73,29-Oct,79,6
Dry,2148,14,1,16-Jan,04-Nov,73,29-Oct,79,6.666666667
Dry,2745,14,2,19-Feb,12-Nov,99,29-Oct,113,14.33333333
Dry,2037,14,3,10-Jan,07-Nov,64,29-Oct,73,9.333333333
Dry,2997,14,4,15-Jan,08-Nov,68,29-Oct,78,10.33333333
Dry,2511,14,5,23-Jan,06-Nov,78,29-Oct,86,8.5
Dry,2889,14,6,19-Jan,03-Nov,77,29-Oct,82,5
Dry,2130,14,7,20-Jan,02-Nov,79,29-Oct,83,4.333333333
Dry,2616,14,8,14-Jan,03-Nov,72,29-Oct,77,5.666666667
Dry,3012,14,9,09-Jan,06-Nov,64,29-Oct,72,8.333333333
Dry,2175,14,10,15-Jan,02-Nov,74,29-Oct,78,4.333333333
Dry,2358,14,11,24-Jan,08-Nov,77,29-Oct,87,10.33333333
Dry,2820,14,12,06-Jan,05-Nov,62,29-Oct,69,7.666666667
Dry,2985,14,13,10-Jan,06-Nov,65,29-Oct,73,8.666666667
Dry,2895,14,14,17-Jan,02-Nov,76,29-Oct,80,4
Dry,2436,14,15,10-Jan,06-Nov,65,29-Oct,73,8
Dry,2304,14,16,17-Jan,04-Nov,74,29-Oct,80,6
Dry,3381,14,17,07-Jan,09-Nov,59,29-Oct,70,11.33333333
Dry,2856,14,18,06-Jan,08-Nov,59,29-Oct,69,10.66666667
Dry,2943,15,1,11-Jan,07-Nov,65,29-Oct,74,9.333333333
Dry,2505,15,2,09-Jan,08-Nov,62,29-Oct,72,10
Dry,2865,15,3,10-Jan,04-Nov,67,29-Oct,73,6
Dry,3108,15,4,24-Jan,06-Nov,79,29-Oct,87,8.666666667
Dry,2391,15,5,12-Jan,05-Nov,68,29-Oct,75,7
Dry,2913,15,6,30-Dec,03-Nov,57,29-Oct,62,5.666666667
Dry,2112,15,7,09-Jan,05-Nov,65,29-Oct,72,7
Dry,2052,15,8,07-Jan,04-Nov,64,29-Oct,70,6.666666667
Dry,2517,15,9,15-Jan,03-Nov,73,29-Oct,78,5.333333333
Dry,2673,15,10,14-Jan,03-Nov,72,29-Oct,77,5.666666667
Dry,2685,15,11,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,3360,15,12,13-Jan,08-Nov,66,29-Oct,76,10.33333333
Dry,2796,15,13,02-Jan,09-Nov,54,29-Oct,65,11.5
Dry,3396,15,14,05-Jan,04-Nov,62,29-Oct,68,6.333333333
Dry,2868,15,15,20-Jan,04-Nov,77,29-Oct,83,6.333333333
Dry,2949,15,16,09-Jan,09-Nov,61,29-Oct,72,11.33333333
Dry,3132,15,17,18-Jan,05-Nov,74,29-Oct,81,7
Dry,2319,15,18,13-Jan,04-Nov,70,29-Oct,76,6
Dry,3009,16,1,27-Dec,06-Nov,51,29-Oct,59,8.333333333
Dry,2427,16,2,02-Jan,02-Nov,61,29-Oct,65,4.666666667
Dry,3321,16,3,07-Jan,04-Nov,64,29-Oct,70,6
Dry,2172,16,4,22-Jan,01-Nov,82,29-Oct,85,3
Dry,3177,16,5,NA,03-Nov,#VALUE!,29-Oct,#VALUE!,5.5
Dry,3327,16,6,14-Jan,06-Nov,69,29-Oct,77,8.333333333
Dry,2910,16,7,30-Jan,06-Nov,85,29-Oct,93,8
Dry,2988,16,8,19-Jan,10-Nov,70,29-Oct,82,12
Dry,2850,16,9,18-Jan,05-Nov,74,29-Oct,81,7.666666667
Dry,2241,16,10,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2595,16,11,14-Jan,03-Nov,72,29-Oct,77,5.333333333
Dry,3432,16,12,13-Jan,02-Nov,72,29-Oct,76,4.666666667
Dry,3408,16,13,12-Jan,03-Nov,70,29-Oct,75,5.666666667
Dry,2382,16,14,20-Jan,04-Nov,77,29-Oct,83,6
Dry,3411,16,15,10-Jan,04-Nov,67,29-Oct,73,6
Dry,2565,16,16,10-Jan,04-Nov,67,29-Oct,73,6.333333333
Dry,3189,16,17,15-Jan,03-Nov,73,29-Oct,78,5.666666667
Dry,3135,16,18,13-Jan,05-Nov,69,29-Oct,76,7.666666667
Dry,3429,17,1,06-Jan,02-Nov,65,29-Oct,69,4.666666667
Dry,2763,17,2,11-Jan,04-Nov,68,29-Oct,74,6.666666667
Dry,2475,17,3,19-Jan,03-Nov,77,29-Oct,82,5.666666667
Dry,2721,17,4,NA,18-Nov,#VALUE!,29-Oct,#VALUE!,20.33333333
Dry,2811,17,5,02-Jan,04-Nov,59,29-Oct,65,6.666666667
Dry,2814,17,6,04-Jan,06-Nov,59,29-Oct,67,8.333333333
Dry,2979,17,7,06-Jan,07-Nov,60,29-Oct,69,9.333333333
Dry,2562,17,8,24-Jan,03-Nov,82,29-Oct,87,5.666666667
Dry,2529,17,9,13-Jan,08-Nov,66,29-Oct,76,10.66666667
Dry,3039,17,10,13-Jan,06-Nov,68,29-Oct,76,8.333333333
Dry,2874,17,11,09-Jan,04-Nov,66,29-Oct,72,6.333333333
Dry,3303,17,12,22-Jan,10-Nov,73,29-Oct,85,12
Dry,3357,17,13,06-Jan,05-Nov,62,29-Oct,69,7.666666667
Dry,2457,17,14,05-Jan,04-Nov,62,29-Oct,68,6.333333333
Dry,2253,17,15,08-Jan,03-Nov,66,29-Oct,71,5.666666667
Dry,2670,17,16,07-Jan,04-Nov,64,29-Oct,70,6
Dry,2094,17,17,20-Jan,04-Nov,77,29-Oct,83,6.333333333
Dry,2274,17,18,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2307,18,1,20-Jan,05-Nov,76,29-Oct,83,7
Dry,3159,18,2,15-Jan,12-Nov,64,29-Oct,78,14.33333333
Dry,2400,18,3,07-Jan,04-Nov,64,29-Oct,70,6
Dry,2739,18,4,11-Jan,04-Nov,68,29-Oct,74,6.666666667
Dry,3402,18,5,17-Jan,12-Nov,66,29-Oct,80,14.33333333
Dry,2211,18,6,NA,03-Nov,#VALUE!,29-Oct,#VALUE!,5
Dry,2544,18,7,10-Jan,05-Nov,66,29-Oct,73,7.333333333
Dry,2787,18,8,05-Feb,04-Nov,93,29-Oct,99,6
Dry,3186,18,9,NA,04-Nov,#VALUE!,29-Oct,#VALUE!,6.333333333
Dry,3084,18,10,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,3306,18,11,18-Jan,04-Nov,75,29-Oct,81,6.333333333
Dry,2163,18,12,21-Jan,02-Nov,80,29-Oct,84,4.666666667
Dry,2862,18,13,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,3297,18,14,18-Jan,04-Nov,75,29-Oct,81,6.333333333
Dry,3414,18,15,14-Jan,03-Nov,72,29-Oct,77,5.333333333
Dry,3375,18,16,15-Jan,04-Nov,72,29-Oct,78,6.666666667
Dry,2421,18,17,06-Jan,02-Nov,65,29-Oct,69,4.333333333
Dry,3435,18,18,01-Jan,03-Nov,59,29-Oct,64,5
Dry,3264,19,1,NA,06-Nov,#VALUE!,29-Oct,#VALUE!,8
Dry,3117,19,2,NA,03-Nov,#VALUE!,29-Oct,#VALUE!,5.666666667
Dry,2499,19,3,25-Jan,07-Nov,79,29-Oct,88,9
Dry,2493,19,4,12-Jan,04-Nov,69,29-Oct,75,6
Dry,2760,19,5,18-Jan,09-Nov,70,29-Oct,81,11.33333333
Dry,3048,19,6,18-Jan,08-Nov,71,29-Oct,81,10.66666667
Dry,3207,19,7,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2853,19,8,02-Jan,03-Nov,60,29-Oct,65,5
Dry,2571,19,9,12-Jan,03-Nov,70,29-Oct,75,5
Dry,2964,19,10,12-Jan,06-Nov,67,29-Oct,75,8.666666667
Dry,2043,19,11,10-Jan,05-Nov,66,29-Oct,73,7
Dry,2355,19,12,23-Jan,04-Nov,80,29-Oct,86,6
Dry,3192,19,13,13-Jan,06-Nov,68,29-Oct,76,8.666666667
Dry,2697,19,14,15-Jan,03-Nov,73,29-Oct,78,5.333333333
Dry,2118,19,15,08-Jan,03-Nov,66,29-Oct,71,5.333333333
Dry,2415,19,16,05-Jan,02-Nov,64,29-Oct,68,4.666666667
Dry,2907,19,17,30-Dec,05-Nov,55,29-Oct,62,7.333333333
Dry,3315,19,18,18-Jan,04-Nov,75,29-Oct,81,6.333333333
Dry,3378,20,1,13-Jan,04-Nov,70,29-Oct,76,6
Dry,2406,20,2,13-Jan,09-Nov,65,29-Oct,76,11
Dry,2388,20,3,12-Jan,05-Nov,68,29-Oct,75,7.333333333
Dry,2682,20,4,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2283,20,5,15-Jan,03-Nov,73,29-Oct,78,5.333333333
Dry,2619,20,6,26-Jan,03-Nov,84,29-Oct,89,5.666666667
Dry,3324,20,7,12-Jan,04-Nov,69,29-Oct,75,6.333333333
Dry,3171,20,8,NA,03-Nov,#VALUE!,29-Oct,#VALUE!,5.666666667
Dry,2352,20,9,NA,04-Nov,#VALUE!,29-Oct,#VALUE!,6.666666667
Dry,2490,20,10,18-Jan,04-Nov,75,29-Oct,81,6
Dry,2472,20,11,16-Jan,04-Nov,73,29-Oct,79,6.666666667
Dry,3285,20,12,02-Jan,06-Nov,57,29-Oct,65,8.333333333
Dry,3054,20,13,10-Jan,07-Nov,64,29-Oct,73,9
Dry,2076,20,14,20-Jan,18-Nov,63,29-Oct,83,20
Dry,2022,20,15,13-Jan,04-Nov,70,29-Oct,76,6.666666667
Dry,2496,20,16,05-Jan,06-Nov,60,29-Oct,68,8.333333333
