Treatment,ID,Tray,Placement,Flowering_date,avg_germ,FT,Sow_date,FD,days_to_germ
Dry,3363,20,17,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2805,20,18,02-Jan,03-Nov,60,29-Oct,65,5
Dry,2955,21,1,10-Jan,06-Nov,65,29-Oct,73,8
Dry,3105,21,2,25-Jan,05-Nov,81,29-Oct,88,7
Dry,2730,21,3,24-Jan,44514,11-Mar,29-Oct,87,16
Dry,2778,21,4,26-Jan,12-Nov,75,29-Oct,89,14.66666667
Dry,3270,21,5,02-Jan,04-Nov,59,29-Oct,65,6.666666667
Dry,2229,21,6,05-Feb,04-Nov,93,29-Oct,99,6
Dry,3153,21,7,16-Jan,05-Nov,72,29-Oct,79,7
Dry,3198,21,8,07-Jan,04-Nov,64,29-Oct,70,6
Dry,3342,21,9,27-Jan,10-Nov,78,29-Oct,90,12.66666667
Dry,3138,21,10,06-Jan,08-Nov,59,29-Oct,69,10.33333333
Dry,2340,21,11,21-Jan,03-Nov,79,29-Oct,84,5.666666667
Dry,2442,21,12,08-Jan,05-Nov,64,29-Oct,71,7
Dry,2847,21,13,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,3228,21,14,23-Jan,06-Nov,78,29-Oct,86,8.333333333
Dry,2067,21,15,02-Feb,08-Nov,86,29-Oct,96,10.33333333
Dry,2238,21,16,03-Feb,03-Nov,92,29-Oct,97,5.666666667
Dry,3165,21,17,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2784,21,18,20-Jan,07-Nov,74,29-Oct,83,9.5
Dry,2586,22,1,09-Jan,02-Nov,68,29-Oct,72,4.333333333
Dry,2892,22,2,18-Jan,03-Nov,76,29-Oct,81,5.333333333
Dry,2262,22,3,09-Jan,03-Nov,67,29-Oct,72,5.666666667
Dry,2220,22,4,22-Jan,07-Nov,76,29-Oct,85,9
Dry,3078,22,5,05-Jan,05-Nov,61,29-Oct,68,7
Dry,3156,22,6,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2715,22,7,08-Jan,04-Nov,65,29-Oct,71,6
Dry,2655,22,8,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2445,22,9,11-Jan,03-Nov,69,29-Oct,74,5
Dry,2646,22,10,24-Jan,04-Nov,81,29-Oct,87,6.666666667
Dry,2430,22,11,07-Jan,04-Nov,64,29-Oct,70,6.666666667
Dry,3216,22,12,06-Jan,05-Nov,62,29-Oct,69,7
Dry,2334,22,13,11-Jan,05-Nov,67,29-Oct,74,7
Dry,2154,22,14,NA,04-Nov,#VALUE!,29-Oct,#VALUE!,6.333333333
Dry,2394,22,15,16-Jan,15-Nov,62,29-Oct,79,17
Dry,2433,22,16,06-Jan,03-Nov,64,29-Oct,69,5.333333333
Dry,2142,22,17,10-Jan,04-Nov,67,29-Oct,73,6
Dry,2196,22,18,NA,05-Nov,#VALUE!,29-Oct,#VALUE!,7.333333333
Dry,2835,23,1,01-Jan,03-Nov,59,29-Oct,64,5
Dry,3126,23,2,21-Jan,05-Nov,77,29-Oct,84,7
Dry,3000,23,3,13-Jan,09-Nov,65,29-Oct,76,11
Dry,2397,23,4,08-Jan,03-Nov,66,29-Oct,71,5.666666667
Dry,2268,23,5,10-Jan,02-Nov,69,29-Oct,73,4
Dry,2652,23,6,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,3174,23,7,28-Jan,05-Nov,84,29-Oct,91,7.333333333
Dry,2532,23,8,22-Jan,06-Nov,77,29-Oct,85,8.666666667
Dry,2742,23,9,20-Jan,12-Nov,69,29-Oct,83,14
Dry,3252,23,10,12-Jan,06-Nov,67,29-Oct,75,8.333333333
Dry,2574,23,11,11-Jan,04-Nov,68,29-Oct,74,6
Dry,3282,23,12,11-Jan,07-Nov,65,29-Oct,74,9
Dry,2631,23,13,23-Jan,03-Nov,81,29-Oct,86,5.666666667
Dry,2325,23,14,24-Jan,04-Nov,81,29-Oct,87,6.333333333
Dry,2232,23,15,27-Jan,06-Nov,82,29-Oct,90,8
Dry,2931,23,16,09-Jan,08-Nov,62,29-Oct,72,10
Dry,2310,23,17,15-Jan,05-Nov,71,29-Oct,78,7.666666667
Dry,3042,23,18,01-Jan,08-Nov,54,29-Oct,64,10.5
Dry,2622,24,1,17-Jan,05-Nov,73,29-Oct,80,7.666666667
Dry,3387,24,2,12-Jan,04-Nov,69,29-Oct,75,6
Dry,2952,24,3,09-Jan,07-Nov,63,29-Oct,72,9
Dry,2604,24,4,12-Jan,04-Nov,69,29-Oct,75,6
Dry,2361,24,5,02-Jan,06-Nov,57,29-Oct,65,8.333333333
Dry,2736,24,6,NA,10-Nov,#VALUE!,29-Oct,#VALUE!,12.33333333
Dry,2547,24,7,06-Jan,02-Nov,65,29-Oct,69,4.666666667
Dry,2502,24,8,22-Jan,06-Nov,77,29-Oct,85,8.333333333
Dry,2454,24,9,07-Jan,04-Nov,64,29-Oct,70,6.666666667
Dry,2625,24,10,18-Jan,04-Nov,75,29-Oct,81,6.333333333
Dry,2214,24,11,18-Jan,04-Nov,75,29-Oct,81,6.333333333
Dry,2634,24,12,23-Jan,02-Nov,82,29-Oct,86,4.666666667
Dry,2145,24,13,NA,03-Nov,#VALUE!,29-Oct,#VALUE!,5.5
Dry,2757,24,14,20-Jan,05-Nov,76,29-Oct,83,7
Dry,2607,24,15,13-Jan,03-Nov,71,29-Oct,76,5.333333333
Dry,2190,24,16,06-Feb,05-Nov,93,29-Oct,100,7
Dry,2109,24,17,NA,02-Nov,#VALUE!,29-Oct,#VALUE!,4.666666667
Dry,2250,24,18,18-Feb,04-Nov,106,29-Oct,112,6.333333333
Dry,2841,25,1,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,3045,25,2,18-Jan,04-Nov,75,29-Oct,81,6.666666667
Dry,2199,25,3,31-Jan,02-Nov,90,29-Oct,94,4.333333333
Dry,2724,25,4,01-Feb,11-Nov,82,29-Oct,95,13
Dry,2991,25,5,10-Jan,05-Nov,66,29-Oct,73,7.333333333
Dry,2484,25,6,30-Jan,04-Nov,87,29-Oct,93,6.666666667
Dry,3288,25,7,12-Jan,04-Nov,69,29-Oct,75,6
Dry,3417,25,8,03-Jan,03-Nov,61,29-Oct,66,5.666666667
Dry,3120,25,9,17-Jan,06-Nov,72,29-Oct,80,8
Dry,3021,25,10,05-Jan,05-Nov,61,29-Oct,68,7.333333333
Dry,2367,25,11,06-Jan,05-Nov,62,29-Oct,69,7
Dry,2193,25,12,NA,04-Nov,#VALUE!,29-Oct,#VALUE!,6
Dry,2265,25,13,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2976,25,14,12-Jan,11-Nov,62,29-Oct,75,13
Dry,2259,25,15,08-Jan,03-Nov,66,29-Oct,71,5
Dry,3273,25,16,07-Jan,05-Nov,63,29-Oct,70,7
Dry,2463,25,17,07-Jan,04-Nov,64,29-Oct,70,6.666666667
Dry,2643,25,18,21-Jan,03-Nov,79,29-Oct,84,5
Dry,2481,26,1,10-Jan,03-Nov,68,29-Oct,73,5.666666667
Dry,2880,26,2,10-Jan,04-Nov,67,29-Oct,73,6
Dry,2091,26,3,12-Jan,04-Nov,69,29-Oct,75,6
Dry,2073,26,4,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2637,26,5,11-Feb,05-Nov,98,29-Oct,105,7.666666667
Dry,2628,26,6,19-Jan,03-Nov,77,29-Oct,82,5
Dry,2802,26,7,16-Jan,07-Nov,70,29-Oct,79,9
Dry,2064,26,8,17-Jan,05-Nov,73,29-Oct,80,7
Dry,2694,26,9,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Dry,2184,26,10,NA,04-Nov,#VALUE!,29-Oct,#VALUE!,6
Dry,2709,26,11,15-Jan,04-Nov,72,29-Oct,78,6
Dry,2169,26,12,15-Feb,03-Nov,104,29-Oct,109,5
Dry,2097,26,13,10-Jan,04-Nov,67,29-Oct,73,6
Dry,3018,26,14,03-Feb,07-Nov,88,29-Oct,97,9.666666667
Dry,2640,26,15,19-Jan,02-Nov,78,29-Oct,82,4.333333333
Dry,2286,26,16,10-Jan,02-Nov,69,29-Oct,73,4.666666667
Dry,2103,26,17,17-Jan,04-Nov,74,29-Oct,80,6.333333333
Dry,3246,26,18,09-Jan,05-Nov,65,29-Oct,72,7.333333333
Dry,3300,27,1,18-Jan,06-Nov,73,29-Oct,81,8
Dry,3330,27,2,09-Jan,05-Nov,65,29-Oct,72,7
Dry,3249,27,3,11-Jan,11-Nov,61,29-Oct,74,13.66666667
Dry,2349,27,4,19-Jan,04-Nov,76,29-Oct,82,6.333333333
Dry,2535,27,5,03-Mar,05-Nov,118,29-Oct,125,7
Dry,3162,27,6,NA,06-Nov,#VALUE!,29-Oct,#VALUE!,8
Dry,2001,27,7,12-Jan,06-Nov,67,29-Oct,75,8.666666667
Dry,3111,27,8,18-Jan,05-Nov,74,29-Oct,81,7
Dry,2106,27,9,11-Jan,03-Nov,69,29-Oct,74,5.666666667
Dry,2553,27,10,09-Jan,04-Nov,66,29-Oct,72,6
Dry,3336,27,11,14-Jan,09-Nov,66,29-Oct,77,11
Dry,2712,27,12,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3144,1,1,17-Jan,05-Nov,73,29-Oct,80,7.666666667
Wet,2370,1,2,22-Jan,05-Nov,78,29-Oct,85,7.333333333
Wet,3066,1,3,17-Jan,05-Nov,73,29-Oct,80,7.666666667
Wet,3141,1,4,11-Jan,08-Nov,64,29-Oct,74,10.33333333
Wet,2928,1,5,03-Jan,05-Nov,59,29-Oct,66,7.666666667
Wet,2157,1,6,26-Jan,03-Nov,84,29-Oct,89,5
Wet,2520,1,7,23-Jan,07-Nov,77,29-Oct,86,9
Wet,3243,1,8,24-Jan,04-Nov,81,29-Oct,87,6.666666667
Wet,3003,1,9,12-Jan,09-Nov,64,29-Oct,75,11.33333333
Wet,2994,1,10,18-Jan,09-Nov,70,29-Oct,81,11
Wet,3426,1,11,22-Jan,04-Nov,79,29-Oct,85,6
Wet,2859,1,12,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2919,1,13,12-Jan,06-Nov,67,29-Oct,75,8
Wet,2601,1,14,12-Jan,03-Nov,70,29-Oct,75,5
Wet,2208,1,15,NA,04-Nov,#VALUE!,29-Oct,#VALUE!,6
Wet,3114,1,16,18-Jan,06-Nov,73,29-Oct,81,8
Wet,2061,1,17,NA,12-Nov,#VALUE!,29-Oct,#VALUE!,14.33333333
Wet,2727,1,18,10-Jan,10-Nov,61,29-Oct,73,12.33333333
Wet,2289,2,1,29-Jan,03-Nov,87,29-Oct,92,5
Wet,2808,2,2,02-Jan,07-Nov,56,29-Oct,65,9
Wet,3030,2,3,15-Jan,05-Nov,71,29-Oct,78,7
Wet,2688,2,4,18-Jan,04-Nov,75,29-Oct,81,6.666666667
Wet,2115,2,5,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2328,2,6,04-Feb,05-Nov,91,29-Oct,98,7.333333333
Wet,2343,2,7,13-Feb,04-Nov,101,29-Oct,107,6.333333333
Wet,3345,2,8,NA,07-Nov,#VALUE!,29-Oct,#VALUE!,9
Wet,3438,2,9,26-Jan,03-Nov,84,29-Oct,89,5.666666667
Wet,2526,2,10,30-Jan,04-Nov,87,29-Oct,93,6.666666667
Wet,3069,2,11,01-Jan,05-Nov,57,29-Oct,64,7.666666667
Wet,2613,2,12,26-Jan,05-Nov,82,29-Oct,89,7
Wet,2346,2,13,22-Jan,04-Nov,79,29-Oct,85,6
Wet,3072,2,14,18-Jan,10-Nov,69,29-Oct,81,12.33333333
Wet,2514,2,15,21-Jan,05-Nov,77,29-Oct,84,7.333333333
Wet,3150,2,16,NA,15-Nov,#VALUE!,29-Oct,#VALUE!,17
Wet,2166,2,17,19-Jan,01-Nov,79,29-Oct,82,3.666666667
Wet,2592,2,18,26-Jan,03-Nov,84,29-Oct,89,5.666666667
Wet,3222,3,1,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3234,3,2,14-Jan,09-Nov,66,29-Oct,77,11.33333333
Wet,2049,3,3,16-Jan,08-Nov,69,29-Oct,79,10.33333333
Wet,3036,3,4,18-Jan,08-Nov,71,29-Oct,81,10.66666667
Wet,2781,3,5,19-Jan,03-Nov,77,29-Oct,82,5.333333333
Wet,3213,3,6,16-Jan,09-Nov,68,29-Oct,79,11.33333333
Wet,2070,3,7,08-Jan,07-Nov,62,29-Oct,71,9.666666667
Wet,2295,3,8,29-Jan,03-Nov,87,29-Oct,92,5.333333333
Wet,2706,3,9,15-Jan,07-Nov,69,29-Oct,78,9
Wet,3261,3,10,03-Jan,04-Nov,60,29-Oct,66,6
Wet,3405,3,11,15-Jan,02-Nov,74,29-Oct,78,4.333333333
Wet,3201,3,12,22-Jan,06-Nov,77,29-Oct,85,8
Wet,3063,3,13,09-Jan,04-Nov,66,29-Oct,72,6.666666667
Wet,2508,3,14,25-Jan,05-Nov,81,29-Oct,88,7
Wet,3090,3,15,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3291,3,16,06-Jan,05-Nov,62,29-Oct,69,7.666666667
Wet,3240,3,17,23-Jan,06-Nov,78,29-Oct,86,8.666666667
Wet,2376,3,18,01-Feb,09-Nov,84,29-Oct,95,11.33333333
Wet,2337,4,1,10-Feb,05-Nov,97,29-Oct,104,7
Wet,2958,4,2,11-Jan,07-Nov,65,29-Oct,74,9.666666667
Wet,3231,4,3,15-Jan,04-Nov,72,29-Oct,78,6.666666667
Wet,2883,4,4,15-Jan,02-Nov,74,29-Oct,78,4.666666667
Wet,3075,4,5,08-Jan,05-Nov,64,29-Oct,71,7.333333333
Wet,3294,4,6,04-Jan,04-Nov,61,29-Oct,67,6
Wet,3123,4,7,22-Jan,04-Nov,79,29-Oct,85,6.666666667
Wet,3390,4,8,17-Jan,09-Nov,69,29-Oct,80,11.66666667
Wet,2886,4,9,06-Feb,02-Nov,96,29-Oct,100,4.666666667
Wet,2247,4,10,24-Feb,03-Nov,113,29-Oct,118,5
Wet,3060,4,11,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2205,4,12,24-Feb,03-Nov,113,29-Oct,118,5.333333333
Wet,2403,4,13,09-Jan,03-Nov,67,29-Oct,72,5.666666667
Wet,2322,4,14,19-Jan,05-Nov,75,29-Oct,82,7
Wet,2373,4,15,17-Jan,04-Nov,74,29-Oct,80,6
Wet,2082,4,16,20-Feb,03-Nov,109,29-Oct,114,5
Wet,2451,4,17,08-Jan,03-Nov,66,29-Oct,71,5
Wet,2967,4,18,02-Jan,06-Nov,57,29-Oct,65,8
Wet,2577,5,1,21-Jan,03-Nov,79,29-Oct,84,5.333333333
Wet,2970,5,2,15-Jan,06-Nov,70,29-Oct,78,8
Wet,3333,5,3,19-Jan,09-Nov,71,29-Oct,82,11
Wet,3339,5,4,04-Feb,07-Nov,89,29-Oct,98,9
Wet,2385,5,5,23-Jan,04-Nov,80,29-Oct,86,6
Wet,2136,5,6,25-Jan,04-Nov,82,29-Oct,88,6
Wet,2292,5,7,20-Jan,03-Nov,78,29-Oct,83,5.333333333
Wet,2151,5,8,23-Jan,03-Nov,81,29-Oct,86,5.333333333
Wet,2223,5,9,29-Jan,04-Nov,86,29-Oct,92,6.333333333
Wet,2769,5,10,12-Jan,04-Nov,69,29-Oct,75,6.333333333
Wet,2580,5,11,18-Jan,03-Nov,76,29-Oct,81,5
Wet,3015,5,12,10-Jan,04-Nov,67,29-Oct,73,6.666666667
Wet,2982,5,13,15-Jan,09-Nov,67,29-Oct,78,11.33333333
Wet,2298,5,14,25-Jan,03-Nov,83,29-Oct,88,5.666666667
Wet,2271,5,15,19-Jan,02-Nov,78,29-Oct,82,4
Wet,3312,5,16,28-Jan,05-Nov,84,29-Oct,91,7.666666667
Wet,2013,5,17,17-Jan,04-Nov,74,29-Oct,80,6.333333333
Wet,2004,5,18,20-Jan,04-Nov,77,29-Oct,83,6.666666667
Wet,3027,6,1,12-Jan,06-Nov,67,29-Oct,75,8
Wet,3195,6,2,27-Jan,08-Nov,80,29-Oct,90,10
Wet,3093,6,3,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2178,6,4,08-Feb,02-Nov,98,29-Oct,102,4
Wet,2016,6,5,16-Jan,04-Nov,73,29-Oct,79,6.333333333
Wet,2379,6,6,27-Jan,03-Nov,85,29-Oct,90,5.666666667
Wet,3102,6,7,06-Feb,06-Nov,92,29-Oct,100,8
Wet,2718,6,8,18-Jan,07-Nov,72,29-Oct,81,9.666666667
Wet,2946,6,9,11-Jan,07-Nov,65,29-Oct,74,9
Wet,3183,6,10,07-Jan,04-Nov,64,29-Oct,70,6.666666667
Wet,2658,6,11,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2226,6,12,27-Jan,04-Nov,84,29-Oct,90,6.666666667
Wet,2922,6,13,12-Jan,07-Nov,66,29-Oct,75,9
Wet,2973,6,14,24-Jan,10-Nov,75,29-Oct,87,12
Wet,2877,6,15,21-Jan,02-Nov,80,29-Oct,84,4.666666667
Wet,3006,6,16,26-Jan,09-Nov,78,29-Oct,89,11
Wet,2754,6,17,10-Feb,10-Nov,92,29-Oct,104,12.66666667
Wet,2331,6,18,27-Jan,04-Nov,84,29-Oct,90,6.5
Wet,2124,7,1,21-Jan,02-Nov,80,29-Oct,84,4.666666667
Wet,2937,7,2,04-Jan,05-Nov,60,29-Oct,67,7.333333333
Wet,2556,7,3,31-Jan,03-Nov,89,29-Oct,94,5.333333333
Wet,3309,7,4,20-Jan,04-Nov,77,29-Oct,83,6.333333333
Wet,2772,7,5,NA,03-Nov,#VALUE!,29-Oct,#VALUE!,5
Wet,2412,7,6,16-Jan,04-Nov,73,29-Oct,79,6.666666667
Wet,2133,7,7,26-Jan,04-Nov,83,29-Oct,89,6.666666667
Wet,2661,7,8,18-Mar,02-Nov,135.6666667,29-Oct,140,4.333333333
Wet,3204,7,9,21-Jan,03-Nov,79,29-Oct,84,5.333333333
Wet,3366,7,10,20-Jan,08-Nov,73,29-Oct,83,10.5
Wet,2448,7,11,17-Jan,04-Nov,74,29-Oct,80,6.666666667
Wet,2751,7,12,21-Jan,11-Nov,71,29-Oct,84,13
Wet,2961,7,13,17-Jan,04-Nov,74,29-Oct,80,6.666666667
Wet,2793,7,14,NA,05-Nov,#VALUE!,29-Oct,#VALUE!,7.666666667
Wet,3099,7,15,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2187,7,16,31-Jan,04-Nov,88,29-Oct,94,6
Wet,2010,7,17,18-Jan,04-Nov,75,29-Oct,81,6.5
Wet,2766,7,18,08-Feb,14-Nov,86,29-Oct,102,16
Wet,3168,8,1,15-Jan,03-Nov,73,29-Oct,78,5.666666667
Wet,2127,8,2,24-Jan,03-Nov,82,29-Oct,87,5
Wet,3237,8,3,19-Jan,05-Nov,75,29-Oct,82,7
Wet,2181,8,4,02-Feb,04-Nov,90,29-Oct,96,6
Wet,2649,8,5,10-Jan,03-Nov,68,29-Oct,73,5.333333333
Wet,2418,8,6,19-Jan,03-Nov,77,29-Oct,82,5.666666667
Wet,3219,8,7,16-Jan,04-Nov,73,29-Oct,79,6.666666667
Wet,2559,8,8,14-Jan,04-Nov,71,29-Oct,77,6
Wet,3267,8,9,07-Jan,06-Nov,62,29-Oct,70,8
Wet,2541,8,10,14-Jan,05-Nov,70,29-Oct,77,7.5
Wet,2085,8,11,03-Feb,07-Nov,88,29-Oct,97,9.333333333
Wet,2466,8,12,11-Jan,08-Nov,64,29-Oct,74,10.66666667
Wet,3258,8,13,09-Jan,07-Nov,63,29-Oct,72,9.333333333
Wet,2235,8,14,01-Feb,04-Nov,89,29-Oct,95,6.333333333
Wet,3180,8,15,26-Jan,07-Nov,80,29-Oct,89,9.666666667
Wet,3024,8,16,11-Jan,05-Nov,67,29-Oct,74,7.666666667
Wet,3096,8,17,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2007,8,18,21-Jan,03-Nov,79,29-Oct,84,5.666666667
Wet,2316,9,1,26-Jan,04-Nov,83,29-Oct,89,6.333333333
Wet,2046,9,2,18-Jan,03-Nov,76,29-Oct,81,5.666666667
Wet,3276,9,3,11-Jan,05-Nov,67,29-Oct,74,7
Wet,2829,9,4,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2217,9,5,07-Mar,05-Nov,121.6666667,29-Oct,129,7.333333333
Wet,2460,9,6,12-Jan,06-Nov,67,29-Oct,75,8.666666667
Wet,2313,9,7,23-Jan,05-Nov,79,29-Oct,86,7
Wet,2364,9,8,15-Jan,06-Nov,70,29-Oct,78,8
Wet,2028,9,9,10-Jan,05-Nov,66,29-Oct,73,7.333333333
Wet,2898,9,10,23-Jan,04-Nov,80,29-Oct,86,6
Wet,2901,9,11,NA,05-Nov,#VALUE!,29-Oct,#VALUE!,7.5
Wet,3372,9,12,10-Jan,05-Nov,66,29-Oct,73,7.666666667
Wet,2775,9,13,09-Feb,08-Nov,93,29-Oct,103,10
Wet,2598,9,14,15-Jan,04-Nov,72,29-Oct,78,6
Wet,2256,9,15,22-Jan,04-Nov,79,29-Oct,85,6
Wet,3348,9,16,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3255,9,17,11-Jan,04-Nov,68,29-Oct,74,6.333333333
Wet,2691,9,18,09-Jan,03-Nov,67,29-Oct,72,5.333333333
Wet,2487,10,1,27-Jan,05-Nov,83,29-Oct,90,7
Wet,2034,10,2,14-Jan,04-Nov,71,29-Oct,77,6.666666667
Wet,2202,10,3,12-Feb,02-Nov,102,29-Oct,106,4
Wet,2469,10,4,31-Jan,03-Nov,89,29-Oct,94,5.666666667
Wet,2277,10,5,22-Jan,03-Nov,80,29-Oct,85,5.333333333
Wet,3051,10,6,10-Jan,04-Nov,67,29-Oct,73,6.666666667
Wet,2055,10,7,24-Jan,06-Nov,79,29-Oct,87,8.666666667
Wet,2568,10,8,16-Jan,04-Nov,73,29-Oct,79,6.333333333
Wet,2925,10,9,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2676,10,10,12-Feb,03-Nov,101,29-Oct,106,5
Wet,2439,10,11,14-Jan,03-Nov,72,29-Oct,77,5.666666667
Wet,2733,10,12,22-Jan,18-Nov,65,29-Oct,85,20.66666667
Wet,2871,10,13,14-Jan,03-Nov,72,29-Oct,77,5
Wet,3210,10,14,23-Jan,07-Nov,77,29-Oct,86,9
Wet,2823,10,15,15-Jan,07-Nov,69,29-Oct,78,9.333333333
Wet,3279,10,16,10-Jan,04-Nov,67,29-Oct,73,6
Wet,2799,10,17,06-Jan,04-Nov,63,29-Oct,69,6
Wet,2748,10,18,23-Feb,15-Nov,100,29-Oct,117,17
Wet,3225,11,1,13-Jan,07-Nov,67,29-Oct,76,9.333333333
Wet,2031,11,2,18-Jan,04-Nov,75,29-Oct,81,6.333333333
Wet,2139,11,3,20-Jan,04-Nov,77,29-Oct,83,6
Wet,2679,11,4,06-Feb,03-Nov,95,29-Oct,100,5.666666667
Wet,2160,11,5,29-Jan,02-Nov,88,29-Oct,92,4.333333333
Wet,2934,11,6,15-Jan,10-Nov,66,29-Oct,78,12.5
Wet,2844,11,7,19-Jan,03-Nov,77,29-Oct,82,5
Wet,3393,11,8,16-Jan,06-Nov,71,29-Oct,79,8.333333333
Wet,2700,11,9,17-Jan,03-Nov,75,29-Oct,80,5.333333333
Wet,2280,11,10,23-Jan,01-Nov,83,29-Oct,86,3.666666667
Wet,3147,11,11,17-Jan,04-Nov,74,29-Oct,80,6
Wet,2916,11,12,03-Jan,09-Nov,55,29-Oct,66,11.66666667
Wet,2088,11,13,23-Jan,03-Nov,81,29-Oct,86,5
Wet,2832,11,14,17-Jan,04-Nov,74,29-Oct,80,6.666666667
Wet,2817,11,15,02-Jan,05-Nov,58,29-Oct,65,7.333333333
Wet,2583,11,16,24-Jan,02-Nov,83,29-Oct,87,4
Wet,2478,11,17,03-Feb,04-Nov,91,29-Oct,97,6.666666667
Wet,2703,11,18,26-Jan,07-Nov,80,29-Oct,89,9
Wet,2244,12,1,12-Feb,03-Nov,101,29-Oct,106,5.666666667
Wet,2025,12,2,15-Jan,05-Nov,71,29-Oct,78,7
Wet,2121,12,3,NA,04-Nov,#VALUE!,29-Oct,#VALUE!,6.333333333
Wet,3057,12,4,26-Jan,08-Nov,79,29-Oct,89,10
Wet,2940,12,5,13-Jan,10-Nov,64,29-Oct,76,12
Wet,2667,12,6,30-Jan,03-Nov,88,29-Oct,93,5
Wet,2790,12,7,30-Jan,08-Nov,83,29-Oct,93,10.33333333
Wet,2424,12,8,19-Jan,04-Nov,76,29-Oct,82,6
Wet,3423,12,9,12-Jan,02-Nov,71,29-Oct,75,4.666666667
Wet,3081,12,10,22-Jan,07-Nov,76,29-Oct,85,9.666666667
Wet,2409,12,11,17-Jan,04-Nov,74,29-Oct,80,6.333333333
Wet,2058,12,12,27-Jan,05-Nov,83,29-Oct,90,7
Wet,2100,12,13,26-Jan,11-Nov,76,29-Oct,89,13.33333333
Wet,3318,12,14,19-Jan,06-Nov,74,29-Oct,82,8
Wet,3369,12,15,09-Jan,04-Nov,66,29-Oct,72,6
Wet,2664,12,16,09-Feb,02-Nov,99,29-Oct,103,4.333333333
Wet,2040,12,17,23-Jan,04-Nov,80,29-Oct,86,6
Wet,3399,12,18,14-Jan,03-Nov,72,29-Oct,77,5.333333333
Wet,3354,13,1,27-Jan,08-Nov,80,29-Oct,90,10
Wet,2904,13,2,19-Jan,11-Nov,69,29-Oct,82,13
Wet,2523,13,3,25-Jan,04-Nov,82,29-Oct,88,6
Wet,2301,13,4,27-Jan,03-Nov,85,29-Oct,90,5
Wet,2019,13,5,16-Jan,03-Nov,74,29-Oct,79,5.666666667
Wet,2079,13,6,27-Jan,04-Nov,84,29-Oct,90,6.333333333
Wet,3420,13,7,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2550,13,8,14-Jan,04-Nov,71,29-Oct,77,6.333333333
Wet,2538,13,9,10-Feb,10-Nov,92,29-Oct,104,12.33333333
Wet,3129,13,10,14-Jan,06-Nov,69,29-Oct,77,8.666666667
Wet,2826,13,11,12-Jan,09-Nov,64,29-Oct,75,11.66666667
Wet,3033,13,12,09-Jan,04-Nov,66,29-Oct,72,6.666666667
Wet,3087,13,13,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,2610,13,14,19-Jan,03-Nov,77,29-Oct,82,5
Wet,3351,13,15,NA,#DIV/0!,#DIV/0!,29-Oct,#VALUE!,#DIV/0!
Wet,3384,13,16,19-Jan,07-Nov,73,29-Oct,82,9
Wet,2589,13,17,15-Jan,02-Nov,74,29-Oct,78,4.333333333
Wet,2838,13,18,13-Jan,04-Nov,70,29-Oct,76,6
Wet,2148,14,1,27-Jan,04-Nov,84,29-Oct,90,6.666666667
Wet,2745,14,2,09-Jan,12-Nov,58,29-Oct,72,14.33333333
Wet,2037,14,3,17-Jan,07-Nov,71,29-Oct,80,9.333333333
Wet,2997,14,4,25-Jan,08-Nov,78,29-Oct,88,10.33333333
Wet,2511,14,5,26-Jan,06-Nov,81,29-Oct,89,8.5
