Generation,Timeline,S0_ID,S1_ID,ID
S2,172,W,1177,3067
S2,172,D,1178,3068
S2,172,D,1178,3069
S2,172,D,1178,3070
S2,172,W,1178,3071
S2,172,W,1178,3072
S2,172,W,1178,3073
S2,172,D,1179,3074
S2,172,D,1179,3075
S2,172,D,1179,3076
S2,172,W,1179,3077
S2,172,W,1179,3078
S2,172,W,1179,3079
S2,342,D,1180,3080
S2,342,D,1180,3081
S2,342,D,1180,3082
S2,342,W,1180,3083
S2,342,W,1180,3084
S2,342,W,1180,3085
S2,342,D,1181,3086
S2,342,D,1181,3087
S2,342,D,1181,3088
S2,342,W,1181,3089
S2,342,W,1181,3090
S2,342,W,1181,3091
S2,342,D,1182,3092
S2,342,D,1182,3093
S2,342,D,1182,3094
S2,342,W,1182,3095
S2,342,W,1182,3096
S2,342,W,1182,3097
S2,342,D,1183,3098
S2,342,D,1183,3099
S2,342,D,1183,3100
S2,342,W,1183,3101
S2,342,W,1183,3102
S2,342,W,1183,3103
S2,342,D,1184,3104
S2,342,D,1184,3105
S2,342,D,1184,3106
S2,342,W,1184,3107
S2,342,W,1184,3108
S2,342,W,1184,3109
S2,342,D,1185,3110
S2,342,D,1185,3111
S2,342,D,1185,3112
S2,342,W,1185,3113
S2,342,W,1185,3114
S2,342,W,1185,3115
S2,343,D,1186,3116
S2,343,D,1186,3117
S2,343,D,1186,3118
S2,343,W,1186,3119
S2,343,W,1186,3120
S2,343,W,1186,3121
S2,343,D,1187,3122
S2,343,D,1187,3123
S2,343,D,1187,3124
S2,343,W,1187,3125
S2,343,W,1187,3126
S2,343,W,1187,3127
S2,343,D,1188,3128
S2,343,D,1188,3129
S2,343,D,1188,3130
S2,343,W,1188,3131
S2,343,W,1188,3132
S2,343,W,1188,3133
S2,343,D,1189,3134
S2,343,D,1189,3135
S2,343,D,1189,3136
S2,343,W,1189,3137
S2,343,W,1189,3138
S2,343,W,1189,3139
S2,343,D,1190,3140
S2,343,D,1190,3141
S2,343,D,1190,3142
S2,343,W,1190,3143
S2,343,W,1190,3144
S2,343,W,1190,3145
S2,343,D,1191,3146
S2,343,D,1191,3147
S2,343,D,1191,3148
S2,343,W,1191,3149
S2,343,W,1191,3150
S2,343,W,1191,3151
S2,344,D,1192,3152
S2,344,D,1192,3153
S2,344,D,1192,3154
S2,344,W,1192,3155
S2,344,W,1192,3156
S2,344,W,1192,3157
S2,344,D,1193,3158
S2,344,D,1193,3159
S2,344,D,1193,3160
S2,344,W,1193,3161
S2,344,W,1193,3162
S2,344,W,1193,3163
S2,344,D,1194,3164
S2,344,D,1194,3165
S2,344,D,1194,3166
S2,344,W,1194,3167
S2,344,W,1194,3168
S2,344,W,1194,3169
S2,344,D,1195,3170
S2,344,D,1195,3171
S2,344,D,1195,3172
S2,344,W,1195,3173
S2,344,W,1195,3174
S2,344,W,1195,3175
S2,344,D,1196,3176
S2,344,D,1196,3177
S2,344,D,1196,3178
S2,344,W,1196,3179
S2,344,W,1196,3180
S2,344,W,1196,3181
S2,344,D,1197,3182
S2,344,D,1197,3183
S2,344,D,1197,3184
S2,344,W,1197,3185
S2,344,W,1197,3186
S2,344,W,1197,3187
S2,345,D,1198,3188
S2,345,D,1198,3189
S2,345,D,1198,3190
S2,345,W,1198,3191
S2,345,W,1198,3192
S2,345,W,1198,3193
S2,345,D,1199,3194
S2,345,D,1199,3195
S2,345,D,1199,3196
S2,345,W,1199,3197
S2,345,W,1199,3198
S2,345,W,1199,3199
S2,345,D,1200,3200
S2,345,D,1200,3201
S2,345,D,1200,3202
S2,345,W,1200,3203
S2,345,W,1200,3204
S2,345,W,1200,3205
S2,345,D,1201,3206
S2,345,D,1201,3207
S2,345,D,1201,3208
S2,345,W,1201,3209
S2,345,W,1201,3210
S2,345,W,1201,3211
S2,345,D,1202,3212
S2,345,D,1202,3213
S2,345,D,1202,3214
S2,345,W,1202,3215
S2,345,W,1202,3216
S2,345,W,1202,3217
S2,345,D,1203,3218
S2,345,D,1203,3219
S2,345,D,1203,3220
S2,345,W,1203,3221
S2,345,W,1203,3222
S2,345,W,1203,3223
S2,349,D,1204,3224
S2,349,D,1204,3225
S2,349,D,1204,3226
S2,349,W,1204,3227
S2,349,W,1204,3228
S2,349,W,1204,3229
S2,349,D,1205,3230
S2,349,D,1205,3231
S2,349,D,1205,3232
S2,349,W,1205,3233
S2,349,W,1205,3234
S2,349,W,1205,3235
S2,349,D,1206,3236
S2,349,D,1206,3237
S2,349,D,1206,3238
S2,349,W,1206,3239
S2,349,W,1206,3240
S2,349,W,1206,3241
S2,349,D,1207,3242
S2,349,D,1207,3243
S2,349,D,1207,3244
S2,349,W,1207,3245
S2,349,W,1207,3246
S2,349,W,1207,3247
S2,349,D,1208,3248
S2,349,D,1208,3249
S2,349,D,1208,3250
S2,349,W,1208,3251
S2,349,W,1208,3252
S2,349,W,1208,3253
S2,349,D,1209,3254
S2,349,D,1209,3255
S2,349,D,1209,3256
S2,349,W,1209,3257
S2,349,W,1209,3258
S2,349,W,1209,3259
S2,371,D,1210,3260
S2,371,D,1210,3261
S2,371,D,1210,3262
S2,371,W,1210,3263
S2,371,W,1210,3264
S2,371,W,1210,3265
S2,371,D,1211,3266
S2,371,D,1211,3267
S2,371,D,1211,3268
S2,371,W,1211,3269
S2,371,W,1211,3270
S2,371,W,1211,3271
S2,371,D,1212,3272
S2,371,D,1212,3273
S2,371,D,1212,3274
S2,371,W,1212,3275
S2,371,W,1212,3276
S2,371,W,1212,3277
S2,371,D,1213,3278
S2,371,D,1213,3279
S2,371,D,1213,3280
S2,371,W,1213,3281
S2,371,W,1213,3282
S2,371,W,1213,3283
S2,371,D,1214,3284
S2,371,D,1214,3285
S2,371,D,1214,3286
S2,371,W,1214,3287
S2,371,W,1214,3288
S2,371,W,1214,3289
S2,371,D,1215,3290
S2,371,D,1215,3291
S2,371,D,1215,3292
S2,371,W,1215,3293
S2,371,W,1215,3294
S2,371,W,1215,3295
S2,372,D,1216,3296
S2,372,D,1216,3297
S2,372,D,1216,3298
S2,372,W,1216,3299
S2,372,W,1216,3300
S2,372,W,1216,3301
S2,372,D,1217,3302
S2,372,D,1217,3303
S2,372,D,1217,3304
S2,372,W,1217,3305
S2,372,W,1217,3306
S2,372,W,1217,3307
S2,372,D,1218,3308
S2,372,D,1218,3309
S2,372,D,1218,3310
S2,372,W,1218,3311
S2,372,W,1218,3312
S2,372,W,1218,3313
S2,372,D,1219,3314
S2,372,D,1219,3315
S2,372,D,1219,3316
S2,372,W,1219,3317
S2,372,W,1219,3318
S2,372,W,1219,3319
S2,372,D,1220,3320
S2,372,D,1220,3321
S2,372,D,1220,3322
S2,372,W,1220,3323
S2,372,W,1220,3324
S2,372,W,1220,3325
S2,372,D,1221,3326
S2,372,D,1221,3327
S2,372,D,1221,3328
S2,372,W,1221,3329
S2,372,W,1221,3330
S2,372,W,1221,3331
S2,373,D,1222,3332
S2,373,D,1222,3333
S2,373,D,1222,3334
S2,373,W,1222,3335
S2,373,W,1222,3336
S2,373,W,1222,3337
S2,373,D,1223,3338
S2,373,D,1223,3339
S2,373,D,1223,3340
S2,373,W,1223,3341
S2,373,W,1223,3342
S2,373,W,1223,3343
S2,373,D,1224,3344
S2,373,D,1224,3345
S2,373,D,1224,3346
S2,373,W,1224,3347
S2,373,W,1224,3348
S2,373,W,1224,3349
S2,373,D,1225,3350
S2,373,D,1225,3351
S2,373,D,1225,3352
S2,373,W,1225,3353
S2,373,W,1225,3354
S2,373,W,1225,3355
S2,373,D,1226,3356
S2,373,D,1226,3357
S2,373,D,1226,3358
S2,373,W,1226,3359
S2,373,W,1226,3360
S2,373,W,1226,3361
S2,373,D,1227,3362
S2,373,D,1227,3363
S2,373,D,1227,3364
S2,373,W,1227,3365
S2,373,W,1227,3366
S2,373,W,1227,3367
S2,374,D,1228,3368
S2,374,D,1228,3369
S2,374,D,1228,3370
S2,374,W,1228,3371
S2,374,W,1228,3372
S2,374,W,1228,3373
S2,374,D,1229,3374
S2,374,D,1229,3375
S2,374,D,1229,3376
S2,374,W,1229,3377
S2,374,W,1229,3378
S2,374,W,1229,3379
S2,374,D,1230,3380
S2,374,D,1230,3381
S2,374,D,1230,3382
S2,374,W,1230,3383
S2,374,W,1230,3384
S2,374,W,1230,3385
S2,374,D,1231,3386
S2,374,D,1231,3387
S2,374,D,1231,3388
S2,374,W,1231,3389
S2,374,W,1231,3390
S2,374,W,1231,3391
S2,374,D,1232,3392
S2,374,D,1232,3393
S2,374,D,1232,3394
S2,374,W,1232,3395
S2,374,W,1232,3396
S2,374,W,1232,3397
S2,374,D,1233,3398
S2,374,D,1233,3399
S2,374,D,1233,3400
S2,374,W,1233,3401
S2,374,W,1233,3402
S2,374,W,1233,3403
S2,375,D,1234,3404
S2,375,D,1234,3405
S2,375,D,1234,3406
S2,375,W,1234,3407
S2,375,W,1234,3408
S2,375,W,1234,3409
S2,375,D,1235,3410
S2,375,D,1235,3411
S2,375,D,1235,3412
S2,375,W,1235,3413
S2,375,W,1235,3414
S2,375,W,1235,3415
S2,375,D,1236,3416
S2,375,D,1236,3417
S2,375,D,1236,3418
S2,375,W,1236,3419
S2,375,W,1236,3420
S2,375,W,1236,3421
S2,375,D,1237,3422
S2,375,D,1237,3423
S2,375,D,1237,3424
S2,375,W,1237,3425
S2,375,W,1237,3426
S2,375,W,1237,3427
S2,375,D,1238,3428
S2,375,D,1238,3429
S2,375,D,1238,3430
S2,375,W,1238,3431
S2,375,W,1238,3432
S2,375,W,1238,3433
S2,375,D,1239,3434
S2,375,D,1239,3435
S2,375,D,1239,3436
S2,375,W,1239,3437
S2,375,W,1239,3438
S2,375,W,1239,3439
