"","ID","Treatment","Tray","Placement","Flowering_date","avg_germ","FT","Sow_date","FD","days_to_germ","Rep","S0_ID","Name","Site","Year","Generation","Region","PrePeak","S1_ID","S0_trt","S1_trt","TRTHIS"
"111",2262,"Wet",22,3,"17-Jan","03-Nov","75","29-Oct","80","5.666666667","2","32","Sweetwater","S02",2014,"S0","South","Peak",1043,"W","W","WW"
"112",2262,"Dry",22,3,"09-Jan","03-Nov","67","29-Oct","72","5.666666667","2","32","Sweetwater","S02",2014,"S0","South","Peak",1043,"W","W","WW"
"113",2264,"Dry",11,11,"","#DIV/0!","#DIV/0!","Aug-15","May-15","#DIV/0!","1","32","Sweetwater","S02",2014,"S0","South","Peak",1044,"W","D","WD"
"114",2264,"Wet",11,11,"","#DIV/0!","#DIV/0!","Aug-15","May-15","#DIV/0!","1","32","Sweetwater","S02",2014,"S0","South","Peak",1044,"W","D","WD"
"115",2265,"Dry",25,13,NA,"#DIV/0!","#DIV/0!","29-Oct","#VALUE!","#DIV/0!","2","32","Sweetwater","S02",2014,"S0","South","Peak",1044,"W","D","WD"
"116",2265,"Wet",25,13,NA,"#DIV/0!","#DIV/0!","29-Oct","#VALUE!","#DIV/0!","2","32","Sweetwater","S02",2014,"S0","South","Peak",1044,"W","D","WD"
"117",2267,"Dry",9,8,"Oct-29","Aug-23","67","Aug-15","75","8.333333333","1","32","Sweetwater","S02",2014,"S0","South","Peak",1044,"W","W","WW"
"118",2267,"Wet",9,8,"Nov-4","Aug-23","73","Aug-15","81","8.333333333","1","32","Sweetwater","S02",2014,"S0","South","Peak",1044,"W","W","WW"
"119",2268,"Wet",23,5,"20-Jan","02-Nov","79","29-Oct","83","4","2","32","Sweetwater","S02",2014,"S0","South","Peak",1044,"W","W","WW"
"120",2268,"Dry",23,5,"10-Jan","02-Nov","69","29-Oct","73","4","2","32","Sweetwater","S02",2014,"S0","South","Peak",1044,"W","W","WW"
"121",2270,"Wet",5,11,"Nov-8","Aug-24","76","Aug-15","85","9","1","32","Sweetwater","S02",2014,"S0","South","Peak",1045,"D","D","DD"
"122",2270,"Dry",5,11,"Nov-2","Aug-24","70","Aug-15","79","9","1","32","Sweetwater","S02",2014,"S0","South","Peak",1045,"D","D","DD"
"123",2271,"Wet",5,15,"19-Jan","02-Nov","78","29-Oct","82","4","2","32","Sweetwater","S02",2014,"S0","South","Peak",1045,"D","D","DD"
"124",2271,"Dry",5,15,"11-Jan","02-Nov","70","29-Oct","74","4","2","32","Sweetwater","S02",2014,"S0","South","Peak",1045,"D","D","DD"
"125",2273,"Wet",21,15,"","#DIV/0!","#DIV/0!","Aug-15","May-15","#DIV/0!","1","32","Sweetwater","S02",2014,"S0","South","Peak",1045,"D","W","DW"
"126",2273,"Dry",21,15,"","#DIV/0!","#DIV/0!","Aug-15","May-15","#DIV/0!","1","32","Sweetwater","S02",2014,"S0","South","Peak",1045,"D","W","DW"
"127",2274,"Wet",17,18,NA,"#DIV/0!","#DIV/0!","29-Oct","#VALUE!","#DIV/0!","2","32","Sweetwater","S02",2014,"S0","South","Peak",1045,"D","W","DW"
"128",2274,"Dry",17,18,NA,"#DIV/0!","#DIV/0!","29-Oct","#VALUE!","#DIV/0!","2","32","Sweetwater","S02",2014,"S0","South","Peak",1045,"D","W","DW"
"129",2276,"Wet",5,13,"Oct-30","Aug-22","69","Aug-15","76","7.666666667","1","32","Sweetwater","S02",2014,"S0","South","Peak",1046,"D","D","DD"
"130",2276,"Dry",5,13,"Oct-27","Aug-22","66","Aug-15","73","7.666666667","1","32","Sweetwater","S02",2014,"S0","South","Peak",1046,"D","D","DD"
"131",2277,"Dry",10,5,"12-Jan","03-Nov","70","29-Oct","75","5.333333333","2","32","Sweetwater","S02",2014,"S0","South","Peak",1046,"D","D","DD"
"132",2277,"Wet",10,5,"22-Jan","03-Nov","80","29-Oct","85","5.333333333","2","32","Sweetwater","S02",2014,"S0","South","Peak",1046,"D","D","DD"
"133",2279,"Dry",10,14,"Oct-28","Aug-22","67","Aug-15","74","7","1","32","Sweetwater","S02",2014,"S0","South","Peak",1046,"D","W","DW"
"134",2279,"Wet",10,14,"","Aug-22","May-8","Aug-15","May-15","7","1","32","Sweetwater","S02",2014,"S0","South","Peak",1046,"D","W","DW"
"135",2280,"Wet",11,10,"23-Jan","01-Nov","83","29-Oct","86","3.666666667","2","32","Sweetwater","S02",2014,"S0","South","Peak",1046,"D","W","DW"
"136",2280,"Dry",11,10,"12-Jan","01-Nov","72","29-Oct","75","3.666666667","2","32","Sweetwater","S02",2014,"S0","South","Peak",1046,"D","W","DW"
"137",2282,"Dry",4,5,"Oct-30","Aug-26","65","Aug-15","76","11","1","32","Sweetwater","S02",2014,"S0","South","Peak",1047,"D","D","DD"
"138",2282,"Wet",4,5,"Nov-4","Aug-26","70","Aug-15","81","11","1","32","Sweetwater","S02",2014,"S0","South","Peak",1047,"D","D","DD"
"139",2283,"Wet",20,5,"18-Jan","03-Nov","76","29-Oct","81","5.333333333","2","32","Sweetwater","S02",2014,"S0","South","Peak",1047,"D","D","DD"
"140",2283,"Dry",20,5,"15-Jan","03-Nov","73","29-Oct","78","5.333333333","2","32","Sweetwater","S02",2014,"S0","South","Peak",1047,"D","D","DD"
"141",2285,"Wet",25,5,"Nov-2","Aug-26","68","Aug-15","79","11","1","32","Sweetwater","S02",2014,"S0","South","Peak",1047,"D","W","DW"
"142",2285,"Dry",25,5,"Oct-25","Aug-26","60","Aug-15","71","11","1","32","Sweetwater","S02",2014,"S0","South","Peak",1047,"D","W","DW"
"143",2286,"Dry",26,16,"10-Jan","02-Nov","69","29-Oct","73","4.666666667","2","32","Sweetwater","S02",2014,"S0","South","Peak",1047,"D","W","DW"
"144",2286,"Wet",26,16,"11-Jan","02-Nov","70","29-Oct","74","4.666666667","2","32","Sweetwater","S02",2014,"S0","South","Peak",1047,"D","W","DW"
"145",2288,"Wet",14,4,"Nov-6","Aug-23","75","Aug-15","83","8","1","35","Sweetwater","S02",2014,"S0","South","Peak",1048,"W","D","WD"
"146",2288,"Dry",14,4,"Oct-29","Aug-23","67","Aug-15","75","8","1","35","Sweetwater","S02",2014,"S0","South","Peak",1048,"W","D","WD"
"147",2289,"Dry",2,1,"11-Jan","03-Nov","69","29-Oct","74","5","2","35","Sweetwater","S02",2014,"S0","South","Peak",1048,"W","D","WD"
"148",2289,"Wet",2,1,"29-Jan","03-Nov","87","29-Oct","92","5","2","35","Sweetwater","S02",2014,"S0","South","Peak",1048,"W","D","WD"
"149",2291,"Dry",10,12,"Oct-29","Aug-22","68","Aug-15","75","7","1","35","Sweetwater","S02",2014,"S0","South","Peak",1048,"W","W","WW"
"150",2291,"Wet",10,12,"Nov-1","Aug-22","71","Aug-15","78","7","1","35","Sweetwater","S02",2014,"S0","South","Peak",1048,"W","W","WW"
"151",2292,"Wet",5,7,"20-Jan","03-Nov","78","29-Oct","83","5.333333333","2","35","Sweetwater","S02",2014,"S0","South","Peak",1048,"W","W","WW"
"152",2292,"Dry",5,7,"14-Jan","03-Nov","72","29-Oct","77","5.333333333","2","35","Sweetwater","S02",2014,"S0","South","Peak",1048,"W","W","WW"
"153",2294,"Dry",1,7,"Nov-8","Aug-22","78","Aug-15","85","7.333333333","1","35","Sweetwater","S02",2014,"S0","South","Peak",1049,"W","D","WD"
"154",2294,"Wet",1,7,"Nov-5","Aug-22","75","Aug-15","82","7.333333333","1","35","Sweetwater","S02",2014,"S0","South","Peak",1049,"W","D","WD"
"155",2295,"Wet",3,8,"29-Jan","03-Nov","87","29-Oct","92","5.333333333","2","35","Sweetwater","S02",2014,"S0","South","Peak",1049,"W","D","WD"
"156",2295,"Dry",3,8,"19-Jan","03-Nov","77","29-Oct","82","5.333333333","2","35","Sweetwater","S02",2014,"S0","South","Peak",1049,"W","D","WD"
"157",2297,"Wet",12,14,"Nov-5","Aug-22","75","Aug-15","82","7","1","35","Sweetwater","S02",2014,"S0","South","Peak",1049,"W","W","WW"
"158",2297,"Dry",12,14,"Nov-3","Aug-22","73","Aug-15","80","7","1","35","Sweetwater","S02",2014,"S0","South","Peak",1049,"W","W","WW"
"159",2298,"Dry",5,14,"20-Jan","03-Nov","78","29-Oct","83","5.666666667","2","35","Sweetwater","S02",2014,"S0","South","Peak",1049,"W","W","WW"
"160",2298,"Wet",5,14,"25-Jan","03-Nov","83","29-Oct","88","5.666666667","2","35","Sweetwater","S02",2014,"S0","South","Peak",1049,"W","W","WW"
"161",2300,"Wet",1,6,"Nov-7","Aug-23","76","Aug-15","84","8","1","35","Sweetwater","S02",2014,"S0","South","Peak",1050,"W","D","WD"
"162",2300,"Dry",1,6,"Oct-27","Aug-23","65","Aug-15","73","8","1","35","Sweetwater","S02",2014,"S0","South","Peak",1050,"W","D","WD"
"163",2301,"Dry",13,4,"15-Jan","03-Nov","73","29-Oct","78","5","2","35","Sweetwater","S02",2014,"S0","South","Peak",1050,"W","D","WD"
