REP,S0_ID,S1_ID,S0_Treatment,S1_treatment,Treatment,ID,Germination_date,Flowering_date,FT,Sow_date,Days_to_Flower
1,28,1031,W,D,D,2186,23-Aug,30-Oct,68,15-Aug,76
1,29,1037,W,W,D,2225,23-Aug,30-Oct,68,15-Aug,76
1,29,1037,W,W,W,2225,23-Aug,30-Oct,68,15-Aug,76
1,32,1043,W,D,W,2258,23-Aug,30-Oct,68,15-Aug,76
1,32,1046,D,D,W,2276,22-Aug,30-Oct,69,15-Aug,76
1,32,1047,D,D,D,2282,26-Aug,30-Oct,65,15-Aug,76
1,35,1051,D,W,D,2309,24-Aug,30-Oct,67,15-Aug,76
1,35,1052,D,W,D,2315,23-Aug,30-Oct,68,15-Aug,76
1,35,1053,D,W,D,2321,24-Aug,30-Oct,67,15-Aug,76
1,37,1055,W,W,W,2333,23-Aug,30-Oct,68,15-Aug,76
1,37,1058,D,W,D,2351,29-Aug,30-Oct,62,15-Aug,76
1,37,1059,D,D,D,2354,22-Aug,30-Oct,69,15-Aug,76
1,39A,1068,W,W,W,2411,23-Aug,30-Oct,68,15-Aug,76
1,39B,1073,W,D,D,2438,22-Aug,30-Oct,69,15-Aug,76
1,41,1084,W,D,W,2504,24-Aug,30-Oct,67,15-Aug,76
1,41,1084,W,W,W,2507,28-Aug,30-Oct,63,15-Aug,76
1,41,1086,W,D,D,2516,22-Aug,30-Oct,69,15-Aug,76
1,49,1091,W,D,D,2546,24-Aug,30-Oct,67,15-Aug,76
1,49,1091,W,W,D,2549,23-Aug,30-Oct,68,15-Aug,76
1,51,1099,D,D,W,2594,21-Aug,30-Oct,70,15-Aug,76
1,52,1107,D,D,D,2642,22-Aug,30-Oct,69,15-Aug,76
1,54,1111,D,D,W,2666,22-Aug,30-Oct,69,15-Aug,76
1,54,1111,D,W,D,2669,22-Aug,30-Oct,69,15-Aug,76
1,54,1113,D,D,D,2678,22-Aug,30-Oct,69,15-Aug,76
1,54,1113,D,D,W,2678,22-Aug,30-Oct,69,15-Aug,76
1,57,1114,W,D,D,2684,,30-Oct,44499,15-Aug,76
1,148,1122,W,D,W,2732,30-Aug,30-Oct,61,15-Aug,76
1,152,1129,D,W,D,2777,26-Aug,30-Oct,65,15-Aug,76
1,152,1131,D,W,W,2789,23-Aug,30-Oct,68,15-Aug,76
1,153,1137,D,D,D,2822,30-Aug,30-Oct,61,15-Aug,76
1,153,1137,D,D,W,2822,30-Aug,30-Oct,61,15-Aug,76
1,167,1163,W,D,W,2978,25-Aug,30-Oct,66,15-Aug,76
1,343,1190,D,W,W,3143,25-Aug,30-Oct,66,15-Aug,76
1,349,1205,W,W,D,3233,28-Aug,30-Oct,63,15-Aug,76
1,349,1209,D,D,W,3254,29-Aug,30-Oct,62,15-Aug,76
1,371,1212,W,W,D,3275,28-Aug,30-Oct,63,15-Aug,76
1,371,1214,D,D,D,3284,28-Aug,30-Oct,63,15-Aug,76
1,372,1219,D,W,W,3317,26-Aug,30-Oct,65,15-Aug,76
1,373,1227,D,D,D,3362,44440,30-Oct,59,15-Aug,76
1,374,1230,W,D,D,3380,28-Aug,30-Oct,63,15-Aug,76
1,1,1000,W,W,D,2003,22-Aug,31-Oct,70,15-Aug,77
1,1,1003,D,W,W,2021,22-Aug,31-Oct,70,15-Aug,77
1,1,1004,D,W,W,2027,23-Aug,31-Oct,69,15-Aug,77
1,1,1005,D,W,W,2033,23-Aug,31-Oct,69,15-Aug,77
1,3,1006,W,D,W,2036,24-Aug,31-Oct,68,15-Aug,77
1,3,1008,W,W,W,2051,22-Aug,31-Oct,70,15-Aug,77
1,4,1012,W,W,W,2075,24-Aug,31-Oct,68,15-Aug,77
1,6,1018,W,W,W,2111,22-Aug,31-Oct,70,15-Aug,77
1,6,1023,D,D,W,2138,23-Aug,31-Oct,69,15-Aug,77
1,7,1025,W,D,D,2150,23-Aug,31-Oct,69,15-Aug,77
1,28,1030,W,D,D,2180,23-Aug,31-Oct,69,15-Aug,77
1,28,1033,D,W,D,2201,22-Aug,31-Oct,70,15-Aug,77
1,29,1039,D,D,D,2234,23-Aug,31-Oct,69,15-Aug,77
1,32,1042,W,D,D,2252,22-Aug,31-Oct,70,15-Aug,77
1,37,1054,W,W,D,2327,24-Aug,31-Oct,68,15-Aug,77
1,38,1060,W,D,W,2360,25-Aug,31-Oct,67,15-Aug,77
1,38,1061,W,W,W,2369,23-Aug,31-Oct,69,15-Aug,77
1,38,1065,D,W,D,2393,26-Aug,31-Oct,66,15-Aug,77
1,40,1082,D,D,D,2492,24-Aug,31-Oct,68,15-Aug,77
1,49,1090,W,D,D,2540,26-Aug,31-Oct,66,15-Aug,77
1,49,1090,W,D,W,2540,26-Aug,31-Oct,66,15-Aug,77
1,49,1090,W,W,W,2543,24-Aug,31-Oct,68,15-Aug,77
1,52,1103,W,W,D,2621,22-Aug,31-Oct,70,15-Aug,77
1,52,1107,D,W,D,2645,22-Aug,31-Oct,70,15-Aug,77
1,54,1111,D,D,D,2666,22-Aug,31-Oct,70,15-Aug,77
1,54,1112,D,W,D,2675,22-Aug,31-Oct,70,15-Aug,77
1,57,1115,W,D,W,2690,22-Aug,31-Oct,70,15-Aug,77
1,148,1121,W,W,W,2729,30-Aug,31-Oct,62,15-Aug,77
1,153,1136,D,D,D,2816,28-Aug,31-Oct,64,15-Aug,77
1,155,1149,D,W,D,2897,23-Aug,31-Oct,69,15-Aug,77
1,172,1177,D,D,W,3062,30-Aug,31-Oct,62,15-Aug,77
1,172,1179,D,D,D,3074,05-Sep,31-Oct,56,15-Aug,77
1,345,1199,W,D,D,3194,05-Sep,31-Oct,56,15-Aug,77
1,345,1201,D,W,D,3209,30-Aug,31-Oct,62,15-Aug,77
1,349,1206,W,W,W,3239,27-Aug,31-Oct,65,15-Aug,77
1,371,1211,W,W,W,3269,26-Aug,31-Oct,66,15-Aug,77
1,371,1214,D,W,W,3287,29-Aug,31-Oct,63,15-Aug,77
1,372,1216,W,D,D,3296,25-Aug,31-Oct,67,15-Aug,77
1,373,1223,W,W,D,3341,31-Aug,31-Oct,61,15-Aug,77
1,373,1223,W,W,W,3341,31-Aug,31-Oct,61,15-Aug,77
1,374,1228,W,D,D,3368,27-Aug,31-Oct,65,15-Aug,77
1,374,1230,W,W,D,3383,28-Aug,31-Oct,64,15-Aug,77
1,7,1024,W,D,W,2144,23-Aug,01-Nov,70,15-Aug,78
1,7,1026,W,D,W,2156,22-Aug,01-Nov,71,15-Aug,78
1,7,1027,D,W,W,2165,22-Aug,01-Nov,71,15-Aug,78
1,28,1030,W,D,W,2180,23-Aug,01-Nov,70,15-Aug,78
1,29,1037,W,D,D,2222,23-Aug,01-Nov,70,15-Aug,78
1,29,1038,W,D,D,2228,24-Aug,01-Nov,69,15-Aug,78
1,35,1048,W,W,W,2291,22-Aug,01-Nov,71,15-Aug,78
1,35,1050,W,W,D,2303,22-Aug,01-Nov,71,15-Aug,78
1,35,1050,W,W,W,2303,22-Aug,01-Nov,71,15-Aug,78
1,35,1051,D,D,W,2306,23-Aug,01-Nov,70,15-Aug,78
1,37,1054,W,D,W,2324,24-Aug,01-Nov,69,15-Aug,78
1,37,1055,W,D,D,2330,22-Aug,01-Nov,71,15-Aug,78
1,37,1056,W,D,W,2336,23-Aug,01-Nov,70,15-Aug,78
1,38,1063,D,D,D,2378,28-Aug,01-Nov,65,15-Aug,78
1,38,1063,D,D,W,2378,28-Aug,01-Nov,65,15-Aug,78
1,38,1064,D,D,D,2384,28-Aug,01-Nov,65,15-Aug,78
1,39B,1077,D,D,W,2462,27-Aug,01-Nov,66,15-Aug,78
1,40,1080,W,D,W,2480,23-Aug,01-Nov,70,15-Aug,78
1,40,1082,D,D,W,2492,24-Aug,01-Nov,69,15-Aug,78
1,41,1087,D,W,D,2525,24-Aug,01-Nov,69,15-Aug,78
1,41,1089,D,D,W,2534,27-Aug,01-Nov,66,15-Aug,78
1,49,1092,W,W,D,2555,24-Aug,01-Nov,69,15-Aug,78
1,51,1099,D,W,W,2597,22-Aug,01-Nov,71,15-Aug,78
1,52,1106,D,W,D,2639,22-Aug,01-Nov,71,15-Aug,78
1,52,1107,D,W,W,2645,22-Aug,01-Nov,71,15-Aug,78
1,54,1108,W,D,W,2648,21-Aug,01-Nov,72,15-Aug,78
1,148,1125,D,D,D,2750,27-Aug,01-Nov,66,15-Aug,78
1,153,1136,D,W,W,2819,30-Aug,01-Nov,63,15-Aug,78
1,155,1148,D,D,W,2888,23-Aug,01-Nov,70,15-Aug,78
1,167,1163,W,W,D,2981,26-Aug,01-Nov,67,15-Aug,78
1,170,1168,W,D,W,3008,25-Aug,01-Nov,68,15-Aug,78
1,170,1169,W,W,W,3017,25-Aug,01-Nov,68,15-Aug,78
1,172,1175,W,W,D,3053,27-Aug,01-Nov,66,15-Aug,78
1,172,1177,D,W,D,3065,30-Aug,01-Nov,63,15-Aug,78
1,342,1183,D,W,D,3101,28-Aug,01-Nov,65,15-Aug,78
1,343,1190,D,D,D,3140,01-Sep,01-Nov,61,15-Aug,78
1,343,1191,D,D,W,3146,06-Sep,01-Nov,56,15-Aug,78
1,345,1198,W,W,D,3191,06-Sep,01-Nov,56,15-Aug,78
1,345,1200,W,W,W,3203,30-Aug,01-Nov,63,15-Aug,78
1,345,1201,D,W,W,3209,30-Aug,01-Nov,63,15-Aug,78
1,371,1215,D,D,D,3290,04-Sep,01-Nov,58,15-Aug,78
1,372,1220,D,D,W,3320,26-Aug,01-Nov,67,15-Aug,78
1,374,1228,W,D,W,3368,27-Aug,01-Nov,66,15-Aug,78
1,374,1232,D,D,D,3392,29-Aug,01-Nov,64,15-Aug,78
1,374,1232,D,W,D,3395,27-Aug,01-Nov,66,15-Aug,78
1,375,1234,W,W,W,3407,26-Aug,01-Nov,67,15-Aug,78
1,1,1002,W,W,W,2015,22-Aug,02-Nov,72,15-Aug,79
1,3,1007,W,W,W,2045,23-Aug,02-Nov,71,15-Aug,79
1,3,1008,W,D,W,2048,24-Aug,02-Nov,70,15-Aug,79
1,4,1013,W,D,W,2078,24-Aug,02-Nov,70,15-Aug,79
1,4,1015,D,W,D,2093,23-Aug,02-Nov,71,15-Aug,79
1,29,1036,W,D,W,2216,23-Aug,02-Nov,71,15-Aug,79
1,29,1041,D,W,D,2249,24-Aug,02-Nov,70,15-Aug,79
1,32,1042,W,W,D,2255,22-Aug,02-Nov,72,15-Aug,79
1,32,1045,D,D,D,2270,44432,02-Nov,70,15-Aug,79
1,32,1047,D,W,W,2285,26-Aug,02-Nov,68,15-Aug,79
1,35,1051,D,D,D,2306,23-Aug,02-Nov,71,15-Aug,79
1,37,1058,D,D,W,2348,24-Aug,02-Nov,70,15-Aug,79
1,37,1059,D,D,W,2354,22-Aug,02-Nov,72,15-Aug,79
1,38,1062,W,D,W,2372,29-Aug,02-Nov,65,15-Aug,79
1,39A,1068,W,W,D,2411,23-Aug,02-Nov,71,15-Aug,79
1,39A,1070,D,D,W,2420,28-Aug,02-Nov,66,15-Aug,79
1,39B,1073,W,D,W,2438,22-Aug,02-Nov,72,15-Aug,79
1,39B,1076,D,D,W,2456,25-Aug,02-Nov,69,15-Aug,79
1,39B,1077,D,W,W,2465,24-Aug,02-Nov,70,15-Aug,79
1,40,1079,W,D,D,2474,24-Aug,02-Nov,70,15-Aug,79
1,40,1083,D,D,D,2498,25-Aug,02-Nov,69,15-Aug,79
1,41,1084,W,W,D,2507,28-Aug,02-Nov,66,15-Aug,79
1,41,1087,D,D,W,2522,24-Aug,02-Nov,70,15-Aug,79
1,49,1092,W,D,D,2552,24-Aug,02-Nov,70,15-Aug,79
1,49,1095,D,D,D,2570,22-Aug,02-Nov,72,15-Aug,79
1,51,1096,W,D,W,2576,22-Aug,02-Nov,72,15-Aug,79
1,51,1100,D,W,D,2603,23-Aug,02-Nov,71,15-Aug,79
1,57,1117,D,W,D,2705,23-Aug,02-Nov,71,15-Aug,79
1,57,1117,D,W,W,2705,23-Aug,02-Nov,71,15-Aug,79
1,57,1118,D,D,D,2708,23-Aug,02-Nov,71,15-Aug,79
1,148,1120,W,W,D,2723,29-Aug,02-Nov,65,15-Aug,79
1,148,1124,D,W,W,2747,27-Aug,02-Nov,67,15-Aug,79
1,152,1128,W,D,W,2768,23-Aug,02-Nov,71,15-Aug,79
1,152,1128,W,W,W,2771,23-Aug,02-Nov,71,15-Aug,79
1,152,1130,D,W,W,2783,23-Aug,02-Nov,71,15-Aug,79
1,153,1135,D,W,W,2813,30-Aug,02-Nov,64,15-Aug,79
1,155,1147,D,W,D,2885,22-Aug,02-Nov,72,15-Aug,79
1,155,1147,D,W,W,2885,22-Aug,02-Nov,72,15-Aug,79
1,342,1180,W,D,D,3080,26-Aug,02-Nov,68,15-Aug,79
1,342,1184,D,W,D,3107,30-Aug,02-Nov,64,15-Aug,79
1,343,1187,W,D,W,3122,26-Aug,02-Nov,68,15-Aug,79
1,344,1193,W,W,W,3161,30-Aug,02-Nov,64,15-Aug,79
1,345,1198,W,W,W,3191,06-Sep,02-Nov,57,15-Aug,79
1,349,1204,W,W,D,3227,28-Aug,02-Nov,66,15-Aug,79
1,349,1205,W,W,W,3233,28-Aug,02-Nov,66,15-Aug,79
1,372,1217,W,D,D,3302,25-Aug,02-Nov,69,15-Aug,79
1,372,1219,D,D,W,3314,26-Aug,02-Nov,68,15-Aug,79
1,372,1220,D,W,D,3323,29-Aug,02-Nov,65,15-Aug,79
1,373,1222,W,W,D,3335,03-Sep,02-Nov,60,15-Aug,79
1,373,1224,W,D,D,3344,30-Aug,02-Nov,64,15-Aug,79
1,373,1226,D,D,W,3356,30-Aug,02-Nov,64,15-Aug,79
1,374,1229,W,D,D,3374,25-Aug,02-Nov,69,15-Aug,79
1,1,1001,W,W,W,2009,23-Aug,03-Nov,72,15-Aug,80
1,3,1006,W,W,W,2039,22-Aug,03-Nov,73,15-Aug,80
1,3,1009,D,W,W,2057,23-Aug,03-Nov,72,15-Aug,80
1,28,1033,D,W,W,2201,22-Aug,03-Nov,73,15-Aug,80
1,29,1039,D,W,D,2237,23-Aug,03-Nov,72,15-Aug,80
1,35,1049,W,W,D,2297,22-Aug,03-Nov,73,15-Aug,80
1,35,1052,D,D,D,2312,24-Aug,03-Nov,71,15-Aug,80
1,35,1052,D,W,W,2315,23-Aug,03-Nov,72,15-Aug,80
1,37,1054,W,W,W,2327,24-Aug,03-Nov,71,15-Aug,80
1,37,1057,D,D,W,2342,23-Aug,03-Nov,72,15-Aug,80
1,38,1064,D,D,W,2384,28-Aug,03-Nov,67,15-Aug,80
1,40,1081,D,D,D,2486,23-Aug,03-Nov,72,15-Aug,80
1,40,1081,D,W,D,2489,23-Aug,03-Nov,72,15-Aug,80
1,41,1085,W,W,D,2513,28-Aug,03-Nov,67,15-Aug,80
1,41,1088,D,D,D,2528,25-Aug,03-Nov,70,15-Aug,80
1,41,1088,D,W,D,2531,25-Aug,03-Nov,70,15-Aug,80
1,52,1105,D,D,W,2630,22-Aug,03-Nov,73,15-Aug,80
1,57,1116,W,D,D,2696,22-Aug,03-Nov,73,15-Aug,80
1,57,1117,D,D,D,2702,23-Aug,03-Nov,72,15-Aug,80
1,57,1119,D,W,D,2717,25-Aug,03-Nov,70,15-Aug,80
1,152,1127,W,W,D,2765,24-Aug,03-Nov,71,15-Aug,80
1,155,1149,D,D,D,2894,23-Aug,03-Nov,72,15-Aug,80
1,155,1149,D,D,W,2894,23-Aug,03-Nov,72,15-Aug,80
1,343,1188,W,D,D,3128,30-Aug,03-Nov,65,15-Aug,80
1,344,1192,W,D,W,3152,29-Aug,03-Nov,66,15-Aug,80
1,372,1216,W,D,W,3296,25-Aug,03-Nov,70,15-Aug,80
1,374,1228,W,W,W,3371,27-Aug,03-Nov,68,15-Aug,80
1,375,1237,D,W,D,3425,31-Aug,03-Nov,64,15-Aug,80
1,1,1002,W,D,W,2012,22-Aug,04-Nov,74,15-Aug,81
1,4,1015,D,W,W,2093,23-Aug,04-Nov,73,15-Aug,81
1,6,1018,W,D,W,2108,22-Aug,04-Nov,74,15-Aug,81
1,7,1026,W,W,W,2159,22-Aug,04-Nov,74,15-Aug,81
1,7,1028,D,W,W,2171,22-Aug,04-Nov,74,15-Aug,81
1,29,1036,W,D,D,2216,23-Aug,04-Nov,73,15-Aug,81
1,29,1038,W,D,W,2228,24-Aug,04-Nov,72,15-Aug,81
1,32,1042,W,W,W,2255,22-Aug,04-Nov,74,15-Aug,81
1,32,1044,W,W,W,2267,23-Aug,04-Nov,73,15-Aug,81
1,32,1047,D,D,W,2282,26-Aug,04-Nov,70,15-Aug,81
1,35,1051,D,W,W,2309,24-Aug,04-Nov,72,15-Aug,81
1,37,1059,D,W,W,2357,26-Aug,04-Nov,70,15-Aug,81
1,38,1065,D,W,W,2393,26-Aug,04-Nov,70,15-Aug,81
1,40,1081,D,D,W,2486,23-Aug,04-Nov,73,15-Aug,81
1,41,1085,W,D,W,2510,26-Aug,04-Nov,70,15-Aug,81
1,41,1086,W,W,W,2519,23-Aug,04-Nov,73,15-Aug,81
1,41,1089,D,D,D,2534,27-Aug,04-Nov,69,15-Aug,81
1,49,1091,W,W,W,2549,23-Aug,04-Nov,73,15-Aug,81
1,49,1092,W,W,W,2555,24-Aug,04-Nov,72,15-Aug,81
1,49,1093,D,W,D,2561,23-Aug,04-Nov,73,15-Aug,81
1,54,1111,D,W,W,2669,22-Aug,04-Nov,74,15-Aug,81
1,152,1127,W,W,W,2765,24-Aug,04-Nov,72,15-Aug,81
1,152,1129,D,W,W,2777,26-Aug,04-Nov,70,15-Aug,81
1,155,1148,D,W,W,2891,22-Aug,04-Nov,74,15-Aug,81
1,172,1179,D,W,W,3077,04-Sep,04-Nov,61,15-Aug,81
1,342,1184,D,W,W,3107,30-Aug,04-Nov,66,15-Aug,81
1,372,1219,D,W,D,3317,26-Aug,04-Nov,70,15-Aug,81
1,373,1225,D,D,D,3350,02-Sep,04-Nov,63,15-Aug,81
1,3,1009,D,D,W,2054,23-Aug,05-Nov,74,15-Aug,82
1,4,1014,W,W,D,2087,23-Aug,05-Nov,74,15-Aug,82
1,4,1017,D,W,W,2105,23-Aug,05-Nov,74,15-Aug,82
1,29,1036,W,W,W,2219,23-Aug,05-Nov,74,15-Aug,82
1,29,1038,W,W,W,2231,23-Aug,05-Nov,74,15-Aug,82
1,35,1049,W,D,W,2294,22-Aug,05-Nov,75,15-Aug,82
1,35,1049,W,W,W,2297,22-Aug,05-Nov,75,15-Aug,82
1,35,1053,D,W,W,2321,24-Aug,05-Nov,73,15-Aug,82
1,38,1065,D,D,D,2390,02-Sep,05-Nov,64,15-Aug,82
1,41,1089,D,W,D,2537,02-Sep,05-Nov,64,15-Aug,82
1,54,1110,W,W,D,2663,22-Aug,05-Nov,75,15-Aug,82
1,148,1120,W,D,D,2720,28-Aug,05-Nov,69,15-Aug,82
1,148,1120,W,D,W,2720,28-Aug,05-Nov,69,15-Aug,82
1,148,1120,W,W,W,2723,29-Aug,05-Nov,68,15-Aug,82
1,152,1127,W,D,D,2762,24-Aug,05-Nov,73,15-Aug,82
1,155,1149,D,W,W,2897,23-Aug,05-Nov,74,15-Aug,82
1,167,1164,W,D,D,2984,24-Aug,05-Nov,73,15-Aug,82
1,170,1173,D,D,D,3038,29-Aug,05-Nov,68,15-Aug,82
1,172,1175,W,W,W,3053,27-Aug,05-Nov,70,15-Aug,82
1,343,1187,W,D,D,3122,26-Aug,05-Nov,71,15-Aug,82
1,343,1189,D,W,D,3137,05-Sep,05-Nov,61,15-Aug,82
1,343,1190,D,D,W,3140,01-Sep,05-Nov,65,15-Aug,82
1,345,1199,W,W,D,3197,31-Aug,05-Nov,66,15-Aug,82
1,372,1218,W,D,D,3308,25-Aug,05-Nov,72,15-Aug,82
1,372,1221,D,W,D,3329,27-Aug,05-Nov,70,15-Aug,82
1,375,1239,D,W,W,3437,02-Sep,05-Nov,64,15-Aug,82
1,29,1037,W,D,W,2222,23-Aug,06-Nov,75,15-Aug,83
1,29,1041,D,W,W,2249,24-Aug,06-Nov,74,15-Aug,83
1,35,1048,W,D,W,2288,23-Aug,06-Nov,75,15-Aug,83
1,37,1058,D,W,W,2351,29-Aug,06-Nov,69,15-Aug,83
1,37,1059,D,W,D,2357,26-Aug,06-Nov,72,15-Aug,83
1,38,1065,D,D,W,2390,02-Sep,06-Nov,65,15-Aug,83
1,39A,1068,W,D,W,2408,23-Aug,06-Nov,75,15-Aug,83
1,40,1079,W,D,W,2474,24-Aug,06-Nov,74,15-Aug,83
1,41,1087,D,D,D,2522,24-Aug,06-Nov,74,15-Aug,83
1,49,1090,W,W,D,2543,24-Aug,06-Nov,74,15-Aug,83
1,54,1112,D,D,W,2672,24-Aug,06-Nov,74,15-Aug,83
1,152,1126,W,W,D,2759,24-Aug,06-Nov,74,15-Aug,83
1,343,1186,W,W,D,3119,28-Aug,06-Nov,70,15-Aug,83
1,343,1186,W,W,W,3119,28-Aug,06-Nov,70,15-Aug,83
1,344,1196,D,D,W,3176,27-Aug,06-Nov,71,15-Aug,83
1,345,1203,D,W,W,3221,05-Sep,06-Nov,62,15-Aug,83
1,372,1219,D,D,D,3314,26-Aug,06-Nov,72,15-Aug,83
1,375,1235,W,D,W,3410,27-Aug,06-Nov,71,15-Aug,83
1,7,1024,W,W,W,2147,22-Aug,07-Nov,77,15-Aug,84
1,7,1029,D,D,W,2174,22-Aug,07-Nov,77,15-Aug,84
1,29,1041,D,D,W,2246,23-Aug,07-Nov,76,15-Aug,84
1,35,1050,W,D,W,2300,23-Aug,07-Nov,76,15-Aug,84
1,35,1052,D,D,W,2312,24-Aug,07-Nov,75,15-Aug,84
1,35,1053,D,D,W,2318,23-Aug,07-Nov,76,15-Aug,84
1,37,1055,W,W,D,2333,23-Aug,07-Nov,76,15-Aug,84
1,40,1078,W,D,W,2468,26-Aug,07-Nov,73,15-Aug,84
1,40,1082,D,W,D,2495,22-Aug,07-Nov,77,15-Aug,84
1,40,1083,D,W,D,2501,26-Aug,07-Nov,73,15-Aug,84
1,51,1098,W,W,W,2591,24-Aug,07-Nov,75,15-Aug,84
1,52,1105,D,W,W,2633,22-Aug,07-Nov,77,15-Aug,84
1,152,1126,W,D,D,2756,23-Aug,07-Nov,76,15-Aug,84
1,344,1197,D,D,W,3182,27-Aug,07-Nov,72,15-Aug,84
1,345,1203,D,W,D,3221,05-Sep,07-Nov,63,15-Aug,84
1,349,1206,W,D,D,3236,30-Aug,07-Nov,69,15-Aug,84
1,349,1206,W,W,D,3239,27-Aug,07-Nov,72,15-Aug,84
1,373,1224,W,D,W,3344,30-Aug,07-Nov,69,15-Aug,84
1,1,1005,D,D,W,2030,22-Aug,08-Nov,78,15-Aug,85
1,28,1031,W,W,W,2189,23-Aug,08-Nov,77,15-Aug,85
1,28,1034,D,W,D,2207,23-Aug,08-Nov,77,15-Aug,85
1,32,1045,D,D,W,2270,44432,08-Nov,76,15-Aug,85
1,35,1049,W,D,D,2294,22-Aug,08-Nov,78,15-Aug,85
1,40,1079,W,W,D,2477,25-Aug,08-Nov,75,15-Aug,85
1,41,1088,D,D,W,2528,25-Aug,08-Nov,75,15-Aug,85
1,51,1098,W,W,D,2591,24-Aug,08-Nov,76,15-Aug,85
1,148,1121,W,W,D,2729,30-Aug,08-Nov,70,15-Aug,85
1,170,1173,D,W,D,3041,31-Aug,08-Nov,69,15-Aug,85
1,342,1180,W,D,W,3080,26-Aug,08-Nov,74,15-Aug,85
1,343,1186,W,D,D,3116,27-Aug,08-Nov,73,15-Aug,85
1,343,1188,W,W,D,3131,26-Aug,08-Nov,74,15-Aug,85
1,344,1194,W,W,D,3167,31-Aug,08-Nov,69,15-Aug,85
1,349,1207,D,D,D,3242,30-Aug,08-Nov,70,15-Aug,85
1,371,1213,D,W,D,3281,28-Aug,08-Nov,72,15-Aug,85
1,374,1229,W,W,D,3377,27-Aug,08-Nov,73,15-Aug,85
1,7,1027,D,D,W,2162,22-Aug,09-Nov,79,15-Aug,86
1,29,1040,D,W,W,2243,24-Aug,09-Nov,77,15-Aug,86
1,40,1078,W,W,D,2471,27-Aug,09-Nov,74,15-Aug,86
1,41,1087,D,W,W,2525,24-Aug,09-Nov,77,15-Aug,86
1,51,1100,D,W,W,2603,23-Aug,09-Nov,78,15-Aug,86
1,52,1106,D,W,W,2639,22-Aug,09-Nov,79,15-Aug,86
1,52,1107,D,D,W,2642,22-Aug,09-Nov,79,15-Aug,86
1,54,1110,W,D,W,2660,22-Aug,09-Nov,79,15-Aug,86
1,152,1129,D,D,D,2774,28-Aug,09-Nov,73,15-Aug,86
1,349,1209,D,W,W,3257,29-Aug,09-Nov,72,15-Aug,86
1,375,1234,W,W,D,3407,26-Aug,09-Nov,75,15-Aug,86
1,7,1025,W,W,W,2153,22-Aug,10-Nov,80,15-Aug,87
1,40,1078,W,D,D,2468,26-Aug,10-Nov,76,15-Aug,87
1,40,1080,W,W,D,2483,26-Aug,10-Nov,76,15-Aug,87
1,41,1085,W,W,W,2513,28-Aug,10-Nov,74,15-Aug,87
1,148,1125,D,W,D,2753,02-Sep,10-Nov,69,15-Aug,87
1,343,1188,W,D,W,3128,30-Aug,10-Nov,72,15-Aug,87
1,375,1239,D,W,D,3437,02-Sep,10-Nov,69,15-Aug,87
1,4,1014,W,W,W,2087,23-Aug,11-Nov,80,15-Aug,88
1,28,1034,D,W,W,2207,23-Aug,11-Nov,80,15-Aug,88
1,52,1103,W,D,W,2618,22-Aug,11-Nov,81,15-Aug,88
1,344,1195,D,D,D,3170,27-Aug,11-Nov,76,15-Aug,88
1,3,1011,D,D,W,2066,26-Aug,12-Nov,78,15-Aug,89
1,28,1033,D,D,W,2198,22-Aug,12-Nov,82,15-Aug,89
1,40,1080,W,W,W,2483,26-Aug,12-Nov,78,15-Aug,89
1,57,1116,W,W,W,2699,22-Aug,12-Nov,82,15-Aug,89
1,172,1176,W,D,D,3056,28-Aug,12-Nov,76,15-Aug,89
1,172,1179,D,D,W,3074,05-Sep,12-Nov,68,15-Aug,89
1,342,1183,D,W,W,3101,28-Aug,12-Nov,76,15-Aug,89
1,343,1189,D,W,W,3137,05-Sep,12-Nov,68,15-Aug,89
1,372,1218,W,W,D,3311,31-Aug,12-Nov,73,15-Aug,89
1,374,1230,W,D,W,3380,28-Aug,12-Nov,76,15-Aug,89
1,375,1237,D,W,W,3425,31-Aug,12-Nov,73,15-Aug,89
1,375,1238,D,W,D,3431,07-Sep,12-Nov,66,15-Aug,89
1,3,1010,D,D,W,2060,26-Aug,13-Nov,79,15-Aug,90
1,40,1078,W,W,W,2471,27-Aug,13-Nov,78,15-Aug,90
1,148,1123,D,D,W,2738,24-Aug,13-Nov,81,15-Aug,90
1,343,1191,D,D,D,3146,06-Sep,13-Nov,68,15-Aug,90
1,373,1227,D,D,W,3362,44440,13-Nov,73,15-Aug,90
1,375,1235,W,W,D,3413,28-Aug,13-Nov,77,15-Aug,90
1,3,1010,D,W,W,2063,23-Aug,14-Nov,83,15-Aug,91
1,29,1039,D,W,W,2237,23-Aug,14-Nov,83,15-Aug,91
1,41,1085,W,D,D,2510,26-Aug,14-Nov,80,15-Aug,91
1,57,1117,D,D,W,2702,23-Aug,14-Nov,83,15-Aug,91
1,172,1177,D,W,W,3065,30-Aug,14-Nov,76,15-Aug,91
1,343,1190,D,W,D,3143,25-Aug,14-Nov,81,15-Aug,91
1,345,1200,W,D,W,3200,01-Sep,14-Nov,74,15-Aug,91
1,349,1205,W,D,W,3230,28-Aug,14-Nov,78,15-Aug,91
1,372,1221,D,D,W,3326,26-Aug,14-Nov,80,15-Aug,91
1,343,1187,W,W,D,3125,30-Aug,15-Nov,77,15-Aug,92
1,344,1193,W,D,D,3158,04-Sep,15-Nov,72,15-Aug,92
