REP,S0_ID,S1_ID,S0_Treatment,S1_treatment,Treatment,ID,Germination_date,Flowering_date,FT,Sow_date,Days_to_Flower
1,345,1198,W,D,W,3188,31-Aug,15-Nov,76,15-Aug,92
1,371,1215,D,D,W,3290,04-Sep,15-Nov,72,15-Aug,92
1,374,1232,D,W,W,3395,27-Aug,15-Nov,80,15-Aug,92
1,4,1016,D,W,W,2099,23-Aug,16-Nov,85,15-Aug,93
1,172,1175,W,D,D,3050,26-Aug,16-Nov,82,15-Aug,93
1,344,1195,D,W,W,3173,31-Aug,16-Nov,77,15-Aug,93
1,345,1199,W,D,W,3194,05-Sep,16-Nov,72,15-Aug,93
1,345,1199,W,W,W,3197,31-Aug,16-Nov,77,15-Aug,93
1,349,1208,D,D,D,3248,31-Aug,16-Nov,77,15-Aug,93
1,371,1215,D,W,D,3293,29-Aug,16-Nov,79,15-Aug,93
1,372,1217,W,W,D,3305,25-Aug,16-Nov,83,15-Aug,93
1,374,1230,W,W,W,3383,28-Aug,16-Nov,80,15-Aug,93
1,41,1088,D,W,W,2531,25-Aug,17-Nov,84,15-Aug,94
1,41,1089,D,W,W,2537,02-Sep,17-Nov,76,15-Aug,94
1,148,1125,D,W,W,2753,02-Sep,17-Nov,76,15-Aug,94
1,152,1127,W,D,W,2762,24-Aug,17-Nov,85,15-Aug,94
1,342,1185,D,W,W,3113,28-Aug,17-Nov,81,15-Aug,94
1,371,1213,D,W,W,3281,28-Aug,17-Nov,81,15-Aug,94
1,372,1218,W,W,W,3311,31-Aug,17-Nov,78,15-Aug,94
1,7,1028,D,D,W,2168,22-Aug,18-Nov,88,15-Aug,95
1,57,1116,W,D,W,2696,22-Aug,18-Nov,88,15-Aug,95
1,344,1193,W,D,W,3158,04-Sep,18-Nov,75,15-Aug,95
1,375,1238,D,D,W,3428,28-Aug,18-Nov,82,15-Aug,95
1,29,1039,D,D,W,2234,23-Aug,19-Nov,88,15-Aug,96
1,57,1119,D,W,W,2717,25-Aug,19-Nov,86,15-Aug,96
1,170,1173,D,D,W,3038,29-Aug,19-Nov,82,15-Aug,96
1,343,1187,W,W,W,3125,30-Aug,19-Nov,81,15-Aug,96
1,344,1195,D,W,D,3173,31-Aug,19-Nov,80,15-Aug,96
1,349,1208,D,D,W,3248,31-Aug,19-Nov,80,15-Aug,96
1,40,1083,D,D,W,2498,25-Aug,20-Nov,87,15-Aug,97
1,40,1083,D,W,W,2501,26-Aug,20-Nov,86,15-Aug,97
1,54,1112,D,W,W,2675,22-Aug,20-Nov,90,15-Aug,97
1,148,1124,D,D,W,2744,27-Aug,20-Nov,85,15-Aug,97
1,342,1185,D,W,D,3113,28-Aug,20-Nov,84,15-Aug,97
1,4,1017,D,D,W,2102,22-Aug,23-Nov,93,15-Aug,100
1,54,1110,W,W,W,2663,22-Aug,23-Nov,93,15-Aug,100
1,373,1222,W,W,W,3335,03-Sep,23-Nov,81,15-Aug,100
1,374,1229,W,W,W,3377,27-Aug,23-Nov,88,15-Aug,100
1,374,1233,D,W,D,3401,16-Sep,23-Nov,68,15-Aug,100
1,375,1238,D,W,W,3431,07-Sep,23-Nov,77,15-Aug,100
1,345,1200,W,W,D,3203,30-Aug,24-Nov,86,15-Aug,101
1,372,1216,W,W,W,3299,28-Aug,26-Nov,90,15-Aug,103
1,374,1232,D,D,W,3392,29-Aug,26-Nov,89,15-Aug,103
1,374,1233,D,D,W,3398,24-Aug,26-Nov,94,15-Aug,103
1,375,1234,W,D,W,3404,26-Aug,26-Nov,92,15-Aug,103
1,40,1081,D,W,W,2489,23-Aug,27-Nov,96,15-Aug,104
1,152,1129,D,D,W,2774,28-Aug,27-Nov,91,15-Aug,104
1,170,1170,W,D,W,3020,25-Aug,27-Nov,94,15-Aug,104
1,372,1220,D,W,W,3323,29-Aug,27-Nov,90,15-Aug,104
1,4,1016,D,D,W,2096,22-Aug,28-Nov,98,15-Aug,105
1,344,1192,W,D,D,3152,29-Aug,28-Nov,91,15-Aug,105
1,345,1198,W,D,D,3188,31-Aug,28-Nov,89,15-Aug,105
1,372,1218,W,D,W,3308,25-Aug,28-Nov,95,15-Aug,105
1,373,1223,W,D,D,3338,,28-Nov,44528,15-Aug,105
1,153,1135,D,D,W,2810,27-Aug,03-Dec,98,15-Aug,110
1,152,1126,W,W,W,2759,24-Aug,07-Dec,105,15-Aug,114
1,152,1126,W,D,W,2756,23-Aug,10-Dec,109,15-Aug,117
1,374,1231,D,D,W,3386,27-Aug,10-Dec,105,15-Aug,117
1,374,1233,D,W,W,3401,16-Sep,12-Dec,87,15-Aug,119
2,170,1168,W,D,D,3009,06-Nov,27-Dec,51,29-Oct,424
2,153,1132,W,D,D,2793,05-Nov,29-Dec,54,29-Oct,426
2,172,1179,D,D,D,3075,06-Nov,29-Dec,53,29-Oct,426
2,164,1151,W,D,D,2907,05-Nov,30-Dec,55,29-Oct,427
2,164,1152,W,D,D,2913,#DIV/0!,30-Dec,#DIV/0!,29-Oct,427
2,164,1154,D,W,D,2928,05-Nov,30-Dec,55,29-Oct,427
2,170,1172,D,D,D,3033,05-Nov,30-Dec,55,29-Oct,427
2,152,1130,D,D,D,2781,#DIV/0!,31-Dec,#DIV/0!,29-Oct,428
2,1,1003,D,D,D,2019,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,1,1004,D,D,D,2025,05-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,1,1005,D,D,D,2031,05-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,3,1010,D,D,D,2061,12-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,3,1011,D,D,W,2067,08-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,4,1012,W,D,D,2073,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,4,1012,W,D,W,2073,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,6,1018,W,D,D,2109,02-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,6,1019,W,D,D,2115,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,6,1019,W,D,W,2115,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,6,1020,W,D,W,2121,05-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,7,1024,W,D,D,2145,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,7,1025,W,W,D,2154,06-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,28,1030,W,W,D,2184,05-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,28,1032,W,D,D,2193,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,28,1032,W,W,D,2196,06-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,28,1034,D,D,D,2205,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,28,1034,D,W,D,2208,04-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,28,1035,D,D,D,2211,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,29,1036,W,D,D,2217,06-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,29,1040,D,D,D,2241,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,29,1040,D,D,W,2241,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,29,1040,D,W,D,2244,05-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,29,1041,D,D,D,2247,03-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,32,1044,W,D,D,2265,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,32,1044,W,D,W,2265,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,32,1045,D,W,D,2274,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,32,1045,D,W,W,2274,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,37,1058,D,W,D,2352,05-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,39B,1075,D,D,D,2451,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,52,1107,D,W,W,2646,05-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,54,1108,W,W,D,2652,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,54,1108,W,W,W,2652,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,54,1109,W,D,D,2655,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,54,1109,W,D,W,2655,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,54,1109,W,W,D,2658,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,54,1109,W,W,W,2658,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,54,1113,D,W,D,2682,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,54,1113,D,W,W,2682,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,57,1114,W,D,D,2685,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,57,1114,W,D,W,2685,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,57,1115,W,W,D,2694,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,57,1115,W,W,W,2694,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,57,1118,D,W,D,2712,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,57,1118,D,W,W,2712,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,148,1120,W,D,D,2721,18-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,148,1120,W,D,W,2721,18-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,148,1121,W,W,W,2730,14-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,152,1128,W,W,D,2772,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,152,1128,W,W,W,2772,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,153,1132,W,D,W,2793,05-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,154,1138,W,D,D,2829,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,154,1138,W,D,W,2829,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,154,1140,W,D,D,2841,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,154,1140,W,D,W,2841,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,154,1141,D,D,D,2847,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,154,1141,D,D,W,2847,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,154,1143,D,D,D,2859,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,154,1143,D,D,W,2859,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,154,1143,D,W,D,2862,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,154,1143,D,W,W,2862,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,164,1150,W,D,W,2901,05-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,164,1154,D,D,D,2925,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,164,1154,D,D,W,2925,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,170,1171,D,W,D,3030,05-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,172,1176,W,W,D,3060,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,172,1176,W,W,W,3060,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1180,W,W,D,3084,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1180,W,W,W,3084,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1181,W,D,D,3087,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1181,W,D,W,3087,#DIV/0!,NA,#DIV/0!,29-Oct,NA
2,342,1181,W,W,D,3090,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1181,W,W,W,3090,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1182,W,D,D,3093,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1182,W,D,W,3093,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1182,W,W,D,3096,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1182,W,W,W,3096,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1183,D,D,D,3099,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,342,1183,D,D,W,3099,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,343,1191,D,W,W,3150,15-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,344,1192,W,W,D,3156,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,344,1192,W,W,W,3156,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,344,1194,W,D,D,3165,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,344,1194,W,D,W,3165,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,344,1195,D,D,D,3171,03-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,345,1201,D,D,D,3207,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,345,1201,D,D,W,3207,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,345,1203,D,W,D,3222,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,345,1203,D,W,W,3222,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,371,1210,W,W,D,3264,06-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,371,1210,W,W,W,3264,06-Nov,NA,#VALUE!,29-Oct,#VALUE!
2,373,1224,W,D,W,3345,07-Nov,NA,NA,29-Oct,#VALUE!
2,373,1224,W,W,D,3348,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,373,1224,W,W,W,3348,#DIV/0!,NA,NA,29-Oct,#VALUE!
2,373,1225,D,D,D,3351,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,373,1225,D,D,W,3351,#DIV/0!,NA,NA,29-Oct,#VALUE!
2,373,1227,D,D,D,3363,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,373,1227,D,D,W,3363,#DIV/0!,NA,NA,29-Oct,#VALUE!
2,375,1236,W,W,D,3420,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
2,375,1236,W,W,W,3420,#DIV/0!,NA,#DIV/0!,29-Oct,#VALUE!
1,1,1004,D,D,D,2024,23-Aug,,00-Jan,15-Aug,-44788
1,1,1004,D,D,W,2024,23-Aug,,-44431,15-Aug,-44788
1,4,1012,W,D,D,2072,,,0,15-Aug,-44788
1,4,1012,W,D,W,2072,,,0,15-Aug,-44788
1,6,1019,W,D,D,2114,,,0,15-Aug,-44788
1,6,1019,W,D,W,2114,,,0,15-Aug,-44788
1,7,1025,W,D,W,2150,23-Aug,,-44431,15-Aug,-44788
1,7,1025,W,W,D,2153,22-Aug,,-44430,15-Aug,-44788
1,28,1031,W,D,W,2186,23-Aug,,-44431,15-Aug,-44788
1,28,1032,W,W,D,2195,,,0,15-Aug,-44788
1,28,1032,W,W,W,2195,,,0,15-Aug,-44788
1,28,1034,D,D,W,2204,22-Aug,,-44430,15-Aug,-44788
1,28,1035,D,W,D,2213,,,0,15-Aug,-44788
1,28,1035,D,W,W,2213,,,0,15-Aug,-44788
1,29,1040,D,D,D,2240,,,0,15-Aug,-44788
1,29,1040,D,D,W,2240,,,0,15-Aug,-44788
1,32,1044,W,D,D,2264,,,0,15-Aug,-44788
1,32,1044,W,D,W,2264,,,0,15-Aug,-44788
1,32,1045,D,W,D,2273,,,0,15-Aug,-44788
1,32,1045,D,W,W,2273,,,0,15-Aug,-44788
1,32,1046,D,W,W,2279,22-Aug,,-44430,15-Aug,-44788
1,38,1063,D,W,D,2381,,,0,15-Aug,-44788
1,38,1063,D,W,W,2381,,,0,15-Aug,-44788
1,40,1079,W,W,W,2477,25-Aug,,-44433,15-Aug,-44788
1,54,1108,W,W,D,2651,,,0,15-Aug,-44788
1,54,1108,W,W,W,2651,,,0,15-Aug,-44788
1,54,1109,W,D,D,2654,,,0,15-Aug,-44788
1,54,1109,W,D,W,2654,,,0,15-Aug,-44788
1,54,1109,W,W,D,2657,,,0,15-Aug,-44788
1,54,1109,W,W,W,2657,,,0,15-Aug,-44788
1,54,1113,D,W,D,2681,,,0,15-Aug,-44788
1,54,1113,D,W,W,2681,,,0,15-Aug,-44788
1,57,1114,W,D,W,2684,,,0,15-Aug,-44788
1,57,1114,W,W,D,2687,,,0,15-Aug,-44788
1,57,1114,W,W,W,2687,,,0,15-Aug,-44788
1,57,1115,W,W,D,2693,,,0,15-Aug,-44788
1,57,1115,W,W,W,2693,,,0,15-Aug,-44788
1,57,1118,D,W,D,2711,,,0,15-Aug,-44788
1,57,1118,D,W,W,2711,,,0,15-Aug,-44788
1,148,1125,D,D,W,2750,27-Aug,,-44435,15-Aug,-44788
1,154,1138,W,D,D,2828,,,0,15-Aug,-44788
1,154,1138,W,D,W,2828,,,0,15-Aug,-44788
1,154,1140,W,D,D,2840,,,0,15-Aug,-44788
1,154,1140,W,D,W,2840,,,0,15-Aug,-44788
1,154,1141,D,D,D,2846,,,0,15-Aug,-44788
1,154,1141,D,D,W,2846,,,0,15-Aug,-44788
1,154,1143,D,D,D,2858,,,0,15-Aug,-44788
1,154,1143,D,D,W,2858,,,0,15-Aug,-44788
1,154,1143,D,W,D,2861,,,0,15-Aug,-44788
1,154,1143,D,W,W,2861,,,0,15-Aug,-44788
1,164,1154,D,D,D,2924,,,0,15-Aug,-44788
1,164,1154,D,D,W,2924,,,0,15-Aug,-44788
1,170,1168,W,W,W,3011,24-Aug,,-44432,15-Aug,-44788
1,172,1174,W,D,W,3044,27-Aug,,-44435,15-Aug,-44788
1,172,1175,W,D,W,3050,26-Aug,,-44434,15-Aug,-44788
1,172,1176,W,D,W,3056,28-Aug,,-44436,15-Aug,-44788
1,172,1176,W,W,D,3059,,,0,15-Aug,-44788
1,172,1176,W,W,W,3059,,,0,15-Aug,-44788
1,342,1180,W,W,D,3083,,,0,15-Aug,-44788
1,342,1180,W,W,W,3083,,,0,15-Aug,-44788
1,342,1181,W,D,D,3086,,,0,15-Aug,-44788
1,342,1181,W,D,W,3086,,,0,15-Aug,-44788
1,342,1181,W,W,D,3089,,,0,15-Aug,-44788
1,342,1181,W,W,W,3089,,,0,15-Aug,-44788
1,342,1182,W,D,D,3092,,,0,15-Aug,-44788
1,342,1182,W,D,W,3092,,,0,15-Aug,-44788
1,342,1182,W,W,D,3095,,,0,15-Aug,-44788
1,342,1182,W,W,W,3095,,,0,15-Aug,-44788
1,342,1183,D,D,D,3098,,,0,15-Aug,-44788
1,342,1183,D,D,W,3098,,,0,15-Aug,-44788
1,343,1188,W,W,W,3131,26-Aug,,-44434,15-Aug,-44788
1,343,1191,D,W,D,3149,,,0,15-Aug,-44788
1,343,1191,D,W,W,3149,,,0,15-Aug,-44788
1,344,1192,W,W,D,3155,,,0,15-Aug,-44788
1,344,1192,W,W,W,3155,,,0,15-Aug,-44788
1,344,1194,W,D,D,3164,,,0,15-Aug,-44788
1,344,1194,W,D,W,3164,,,0,15-Aug,-44788
1,344,1194,W,W,W,3167,31-Aug,,-44439,15-Aug,-44788
1,344,1196,D,D,D,3176,27-Aug,,-44435,15-Aug,-44788
1,344,1196,D,W,D,3179,,,0,15-Aug,-44788
1,344,1196,D,W,W,3179,,,0,15-Aug,-44788
1,345,1201,D,D,D,3206,,,0,15-Aug,-44788
1,345,1201,D,D,W,3206,,,0,15-Aug,-44788
1,345,1202,D,D,D,3212,,,0,15-Aug,-44788
1,345,1202,D,D,W,3212,,,0,15-Aug,-44788
1,345,1203,D,D,W,3218,10-Sep,,-44449,15-Aug,-44788
1,349,1204,W,D,W,3224,02-Sep,,-44441,15-Aug,-44788
1,349,1204,W,W,W,3227,28-Aug,,-44436,15-Aug,-44788
1,349,1206,W,D,W,3236,30-Aug,,-44438,15-Aug,-44788
1,349,1207,D,D,W,3242,30-Aug,,-44438,15-Aug,-44788
1,349,1207,D,W,W,3245,27-Aug,,-44435,15-Aug,-44788
1,349,1208,D,W,D,3251,,,0,15-Aug,-44788
1,349,1208,D,W,W,3251,,,0,15-Aug,-44788
1,371,1210,W,D,D,3260,,,0,15-Aug,-44788
1,371,1210,W,D,W,3260,,,0,15-Aug,-44788
1,372,1216,W,W,D,3299,28-Aug,,-44436,15-Aug,-44788
1,373,1222,W,D,D,3332,02-Sep,,-44441,15-Aug,-44788
1,373,1222,W,D,W,3332,02-Sep,,-44441,15-Aug,-44788
1,373,1223,W,D,W,3338,,,0,15-Aug,-44788
1,373,1224,W,W,D,3347,,,0,15-Aug,-44788
1,373,1224,W,W,W,3347,,,0,15-Aug,-44788
1,373,1225,D,D,W,3350,02-Sep,,-44441,15-Aug,-44788
1,373,1227,D,W,D,3365,,,0,15-Aug,-44788
1,373,1227,D,W,W,3365,,,0,15-Aug,-44788
1,374,1231,D,W,D,3389,,,0,15-Aug,-44788
1,374,1231,D,W,W,3389,,,0,15-Aug,-44788
1,374,1233,D,D,D,3398,24-Aug,,-44432,15-Aug,-44788
1,375,1235,W,W,W,3413,28-Aug,,-44436,15-Aug,-44788
1,375,1236,W,W,D,3419,,,0,15-Aug,-44788
1,375,1236,W,W,W,3419,,,0,15-Aug,-44788
2,3,1007,W,W,D,2046,05-Nov,,22-Feb,29-Oct,-44498
2,3,1009,D,W,W,2058,05-Nov,,22-Feb,29-Oct,-44498
2,3,1010,D,D,W,2061,12-Nov,,15-Feb,29-Oct,-44498
2,3,1011,D,D,D,2067,08-Nov,,19-Feb,29-Oct,-44498
2,3,1011,D,W,W,2070,07-Nov,,20-Feb,29-Oct,-44498
2,4,1012,W,W,W,2076,18-Nov,,09-Feb,29-Oct,-44498
2,4,1013,W,D,W,2079,05-Nov,,22-Feb,29-Oct,-44498
2,4,1013,W,W,W,2082,02-Nov,,25-Feb,29-Oct,-44498
2,4,1014,W,D,D,2085,07-Nov,,20-Feb,29-Oct,-44498
2,4,1014,W,D,W,2085,07-Nov,,20-Feb,29-Oct,-44498
2,6,1018,W,W,W,2112,06-Nov,,21-Feb,29-Oct,-44498
2,6,1021,D,W,W,2130,02-Nov,,25-Feb,29-Oct,-44498
2,7,1024,W,W,W,2148,05-Nov,,22-Feb,29-Oct,-44498
2,7,1025,W,W,W,2154,06-Nov,,21-Feb,29-Oct,-44498
2,7,1026,W,W,W,2160,02-Nov,,25-Feb,29-Oct,-44498
2,7,1027,D,D,W,2163,02-Nov,,25-Feb,29-Oct,-44498
2,7,1028,D,D,D,2169,02-Nov,,25-Feb,29-Oct,-44498
2,7,1028,D,D,W,2169,02-Nov,,25-Feb,29-Oct,-44498
2,7,1028,D,W,W,2172,01-Nov,,26-Feb,29-Oct,-44498
2,7,1029,D,D,W,2175,02-Nov,,25-Feb,29-Oct,-44498
2,7,1029,D,W,D,2178,01-Nov,,26-Feb,29-Oct,-44498
2,7,1029,D,W,W,2178,01-Nov,,26-Feb,29-Oct,-44498
2,28,1030,W,D,W,2181,04-Nov,,23-Feb,29-Oct,-44498
2,28,1030,W,W,W,2184,05-Nov,,22-Feb,29-Oct,-44498
2,28,1031,W,D,W,2187,06-Nov,,21-Feb,29-Oct,-44498
2,28,1031,W,W,D,2190,06-Nov,,21-Feb,29-Oct,-44498
2,28,1031,W,W,W,2190,06-Nov,,21-Feb,29-Oct,-44498
2,28,1032,W,D,W,2193,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,28,1032,W,W,W,2196,06-Nov,,21-Feb,29-Oct,-44498
2,28,1033,D,D,D,2199,02-Nov,,25-Feb,29-Oct,-44498
2,28,1033,D,D,W,2199,02-Nov,,25-Feb,29-Oct,-44498
2,28,1033,D,W,D,2202,02-Nov,,25-Feb,29-Oct,-44498
2,28,1033,D,W,W,2202,02-Nov,,25-Feb,29-Oct,-44498
2,28,1034,D,D,W,2205,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,28,1034,D,W,W,2208,04-Nov,,23-Feb,29-Oct,-44498
2,28,1035,D,D,W,2211,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,28,1035,D,W,W,2214,05-Nov,,22-Feb,29-Oct,-44498
2,29,1036,W,D,W,2217,06-Nov,,21-Feb,29-Oct,-44498
2,29,1037,W,D,W,2223,06-Nov,,21-Feb,29-Oct,-44498
2,29,1037,W,W,W,2226,05-Nov,,22-Feb,29-Oct,-44498
2,29,1038,W,D,D,2229,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,29,1038,W,D,W,2229,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,29,1038,W,W,D,2232,06-Nov,,21-Feb,29-Oct,-44498
2,29,1038,W,W,W,2232,06-Nov,,21-Feb,29-Oct,-44498
2,29,1039,D,D,W,2235,05-Nov,,22-Feb,29-Oct,-44498
2,29,1039,D,W,D,2238,05-Nov,,22-Feb,29-Oct,-44498
2,29,1039,D,W,W,2238,05-Nov,,22-Feb,29-Oct,-44498
2,29,1040,D,W,W,2244,05-Nov,,22-Feb,29-Oct,-44498
2,29,1041,D,D,W,2247,03-Nov,,24-Feb,29-Oct,-44498
2,29,1041,D,W,D,2250,04-Nov,,23-Feb,29-Oct,-44498
2,29,1041,D,W,W,2250,04-Nov,,23-Feb,29-Oct,-44498
2,35,1049,W,D,W,2295,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,35,1050,W,D,W,2301,02-Nov,,25-Feb,29-Oct,-44498
2,37,1054,W,W,W,2328,06-Nov,,21-Feb,29-Oct,-44498
2,37,1055,W,D,W,2331,05-Nov,,22-Feb,29-Oct,-44498
2,37,1055,W,W,W,2334,05-Nov,,22-Feb,29-Oct,-44498
2,37,1056,W,D,W,2337,05-Nov,,22-Feb,29-Oct,-44498
2,37,1057,D,D,D,2343,05-Nov,,22-Feb,29-Oct,-44498
2,37,1057,D,D,W,2343,05-Nov,,22-Feb,29-Oct,-44498
2,37,1058,D,D,W,2349,04-Nov,,23-Feb,29-Oct,-44498
2,37,1058,D,W,W,2352,05-Nov,,22-Feb,29-Oct,-44498
2,37,1059,D,D,W,2355,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,37,1059,D,W,W,2358,08-Nov,,19-Feb,29-Oct,-44498
2,38,1062,W,W,W,2376,09-Nov,,18-Feb,29-Oct,-44498
2,38,1063,D,D,W,2379,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,38,1065,D,W,W,2394,15-Nov,,12-Feb,29-Oct,-44498
2,40,1078,W,D,W,2469,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,40,1079,W,D,W,2475,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,40,1079,W,W,D,2478,06-Nov,,21-Feb,29-Oct,-44498
2,40,1079,W,W,W,2478,06-Nov,,21-Feb,29-Oct,-44498
2,40,1080,W,D,W,2481,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,40,1080,W,W,D,2484,06-Nov,,21-Feb,29-Oct,-44498
2,40,1080,W,W,W,2484,06-Nov,,21-Feb,29-Oct,-44498
2,40,1081,D,D,W,2487,07-Nov,,20-Feb,29-Oct,-44498
2,40,1081,D,W,W,2490,05-Nov,,22-Feb,29-Oct,-44498
2,40,1082,D,D,W,2493,05-Nov,,22-Feb,29-Oct,-44498
2,41,1086,W,D,W,2517,#DIV/0!,,#DIV/0!,29-Oct,-44498
2,41,1087,D,W,W,2526,06-Nov,,21-Feb,29-Oct,-44498
2,41,1089,D,D,D,2535,05-Nov,,22-Feb,29-Oct,-44498
2,41,1089,D,W,W,2538,10-Nov,,17-Feb,29-Oct,-44498
