"","ID","Treatment","Tray","Placement","Flowering_date","avg_germ","FT","Sow_date","FD","days_to_germ","Rep","S0_ID","Name","Site","Year","Generation","Region","PrePeak","S1_ID","S0_trt","S1_trt","TRTHIS"
"162",2120,"Wet",20,4,"Oct-25","Aug-22","64","Aug-15","71","7.666666667","1","6","Sweetwater","S02",2010,"S0","South","Pre",1020,"W","D","WD"
"163",2121,"Dry",12,3,"09-Jan","04-Nov","66","29-Oct","72","6.333333333","2","6","Sweetwater","S02",2010,"S0","South","Pre",1020,"W","D","WD"
"164",2121,"Wet",12,3,NA,"04-Nov","#VALUE!","29-Oct","#VALUE!","6.333333333","2","6","Sweetwater","S02",2010,"S0","South","Pre",1020,"W","D","WD"
"165",2123,"Dry",14,17,"Oct-19","Aug-22","58","Aug-15","65","7","1","6","Sweetwater","S02",2010,"S0","South","Pre",1020,"W","W","WW"
"166",2123,"Wet",14,17,"Oct-24","Aug-22","63","Aug-15","70","7","1","6","Sweetwater","S02",2010,"S0","South","Pre",1020,"W","W","WW"
"167",2124,"Wet",7,1,"21-Jan","02-Nov","80","29-Oct","84","4.666666667","2","6","Sweetwater","S02",2010,"S0","South","Pre",1020,"W","W","WW"
"168",2124,"Dry",7,1,"11-Jan","02-Nov","70","29-Oct","74","4.666666667","2","6","Sweetwater","S02",2010,"S0","South","Pre",1020,"W","W","WW"
"169",2126,"Wet",14,9,"Oct-29","Aug-22","68","Aug-15","75","7.333333333","1","6","Sweetwater","S02",2010,"S0","South","Pre",1021,"D","D","DD"
"170",2126,"Dry",14,9,"Oct-25","Aug-22","64","Aug-15","71","7.333333333","1","6","Sweetwater","S02",2010,"S0","South","Pre",1021,"D","D","DD"
"171",2127,"Wet",8,2,"24-Jan","03-Nov","82","29-Oct","87","5","2","6","Sweetwater","S02",2010,"S0","South","Pre",1021,"D","D","DD"
"172",2127,"Dry",8,2,"06-Jan","03-Nov","64","29-Oct","69","5","2","6","Sweetwater","S02",2010,"S0","South","Pre",1021,"D","D","DD"
"173",2129,"Wet",2,8,"Oct-28","Aug-22","67","Aug-15","74","7.333333333","1","6","Sweetwater","S02",2010,"S0","South","Pre",1021,"D","W","DW"
"174",2129,"Dry",2,8,"Oct-27","Aug-22","66","Aug-15","73","7.333333333","1","6","Sweetwater","S02",2010,"S0","South","Pre",1021,"D","W","DW"
"175",2130,"Dry",14,7,"20-Jan","02-Nov","79","29-Oct","83","4.333333333","2","6","Sweetwater","S02",2010,"S0","South","Pre",1021,"D","W","DW"
"176",2130,"Wet",14,7,"27-Jan","02-Nov","86","29-Oct","90","4.333333333","2","6","Sweetwater","S02",2010,"S0","South","Pre",1021,"D","W","DW"
"177",2132,"Dry",16,5,"Oct-28","Aug-23","66","Aug-15","74","8","1","6","Sweetwater","S02",2010,"S0","South","Pre",1022,"D","D","DD"
"178",2132,"Wet",16,5,"Oct-28","Aug-23","66","Aug-15","74","8","1","6","Sweetwater","S02",2010,"S0","South","Pre",1022,"D","D","DD"
"179",2133,"Dry",7,7,"10-Jan","04-Nov","67","29-Oct","73","6.666666667","2","6","Sweetwater","S02",2010,"S0","South","Pre",1022,"D","D","DD"
"180",2133,"Wet",7,7,"26-Jan","04-Nov","83","29-Oct","89","6.666666667","2","6","Sweetwater","S02",2010,"S0","South","Pre",1022,"D","D","DD"
"181",2135,"Dry",19,5,"Oct-26","Aug-22","65","Aug-15","72","7.666666667","1","6","Sweetwater","S02",2010,"S0","South","Pre",1022,"D","W","DW"
"182",2135,"Wet",19,5,"Oct-29","Aug-22","68","Aug-15","75","7.666666667","1","6","Sweetwater","S02",2010,"S0","South","Pre",1022,"D","W","DW"
"183",2136,"Wet",5,6,"25-Jan","04-Nov","82","29-Oct","88","6","2","6","Sweetwater","S02",2010,"S0","South","Pre",1022,"D","W","DW"
"184",2136,"Dry",5,6,"20-Jan","04-Nov","77","29-Oct","83","6","2","6","Sweetwater","S02",2010,"S0","South","Pre",1022,"D","W","DW"
"185",2138,"Wet",3,9,"Oct-31","Aug-23","69","Aug-15","77","8","1","6","Sweetwater","S02",2010,"S0","South","Pre",1023,"D","D","DD"
"186",2138,"Dry",3,9,"Oct-26","Aug-23","64","Aug-15","72","8","1","6","Sweetwater","S02",2010,"S0","South","Pre",1023,"D","D","DD"
"187",2139,"Wet",11,3,"20-Jan","04-Nov","77","29-Oct","83","6","2","6","Sweetwater","S02",2010,"S0","South","Pre",1023,"D","D","DD"
"188",2139,"Dry",11,3,"22-Jan","04-Nov","79","29-Oct","85","6","2","6","Sweetwater","S02",2010,"S0","South","Pre",1023,"D","D","DD"
"189",2141,"Wet",20,1,"Oct-20","Aug-22","59","Aug-15","66","7.333333333","1","6","Sweetwater","S02",2010,"S0","South","Pre",1023,"D","W","DW"
"190",2141,"Dry",20,1,"Oct-22","Aug-22","61","Aug-15","68","7.333333333","1","6","Sweetwater","S02",2010,"S0","South","Pre",1023,"D","W","DW"
"191",2142,"Dry",22,17,"10-Jan","04-Nov","67","29-Oct","73","6","2","6","Sweetwater","S02",2010,"S0","South","Pre",1023,"D","W","DW"
"192",2142,"Wet",22,17,"16-Jan","04-Nov","73","29-Oct","79","6","2","6","Sweetwater","S02",2010,"S0","South","Pre",1023,"D","W","DW"
"193",2144,"Dry",22,10,"Oct-30","Aug-23","68","Aug-15","76","8","1","7","Sweetwater","S02",2010,"S0","South","Pre",1024,"W","D","WD"
"194",2144,"Wet",22,10,"Nov-1","Aug-23","70","Aug-15","78","8","1","7","Sweetwater","S02",2010,"S0","South","Pre",1024,"W","D","WD"
"195",2145,"Dry",24,13,NA,"03-Nov","#VALUE!","29-Oct","#VALUE!","5.5","2","7","Sweetwater","S02",2010,"S0","South","Pre",1024,"W","D","WD"
"196",2145,"Wet",24,13,"21-Jan","03-Nov","79","29-Oct","84","5.5","2","7","Sweetwater","S02",2010,"S0","South","Pre",1024,"W","D","WD"
"197",2147,"Dry",14,14,"Oct-30","Aug-22","69","Aug-15","76","7","1","7","Sweetwater","S02",2010,"S0","South","Pre",1024,"W","W","WW"
"198",2147,"Wet",14,14,"Nov-7","Aug-22","77","Aug-15","84","7","1","7","Sweetwater","S02",2010,"S0","South","Pre",1024,"W","W","WW"
"199",2148,"Wet",14,1,"27-Jan","04-Nov","84","29-Oct","90","6.666666667","2","7","Sweetwater","S02",2010,"S0","South","Pre",1024,"W","W","WW"
"200",2148,"Dry",14,1,"16-Jan","04-Nov","73","29-Oct","79","6.666666667","2","7","Sweetwater","S02",2010,"S0","South","Pre",1024,"W","W","WW"
"201",2150,"Wet",1,5,"","Aug-23","May-7","Aug-15","May-15","8","1","7","Sweetwater","S02",2010,"S0","South","Pre",1025,"W","D","WD"
"202",2150,"Dry",1,5,"Oct-31","Aug-23","69","Aug-15","77","8","1","7","Sweetwater","S02",2010,"S0","South","Pre",1025,"W","D","WD"
"203",2151,"Wet",5,8,"23-Jan","03-Nov","81","29-Oct","86","5.333333333","2","7","Sweetwater","S02",2010,"S0","South","Pre",1025,"W","D","WD"
"204",2151,"Dry",5,8,"16-Jan","03-Nov","74","29-Oct","79","5.333333333","2","7","Sweetwater","S02",2010,"S0","South","Pre",1025,"W","D","WD"
"205",2153,"Wet",16,17,"Nov-10","Aug-22","80","Aug-15","87","7.666666667","1","7","Sweetwater","S02",2010,"S0","South","Pre",1025,"W","W","WW"
"206",2153,"Dry",16,17,"","Aug-22","May-8","Aug-15","May-15","7.666666667","1","7","Sweetwater","S02",2010,"S0","South","Pre",1025,"W","W","WW"
"207",2154,"Dry",22,14,NA,"04-Nov","#VALUE!","29-Oct","#VALUE!","6.333333333","2","7","Sweetwater","S02",2010,"S0","South","Pre",1025,"W","W","WW"
"208",2154,"Wet",22,14,"04-Feb","04-Nov","92","29-Oct","98","6.333333333","2","7","Sweetwater","S02",2010,"S0","South","Pre",1025,"W","W","WW"
"209",2156,"Wet",6,14,"Nov-1","Aug-22","71","Aug-15","78","7.333333333","1","7","Sweetwater","S02",2010,"S0","South","Pre",1026,"W","D","WD"
"210",2156,"Dry",6,14,"Oct-27","Aug-22","66","Aug-15","73","7.333333333","1","7","Sweetwater","S02",2010,"S0","South","Pre",1026,"W","D","WD"
"211",2157,"Dry",1,6,"16-Jan","03-Nov","74","29-Oct","79","5","2","7","Sweetwater","S02",2010,"S0","South","Pre",1026,"W","D","WD"
"212",2157,"Wet",1,6,"26-Jan","03-Nov","84","29-Oct","89","5","2","7","Sweetwater","S02",2010,"S0","South","Pre",1026,"W","D","WD"
"213",2159,"Dry",9,10,"Oct-28","Aug-22","67","Aug-15","74","7.333333333","1","7","Sweetwater","S02",2010,"S0","South","Pre",1026,"W","W","WW"
"214",2159,"Wet",9,10,"Nov-4","Aug-22","74","Aug-15","81","7.333333333","1","7","Sweetwater","S02",2010,"S0","South","Pre",1026,"W","W","WW"
"215",2160,"Wet",11,5,"29-Jan","02-Nov","88","29-Oct","92","4.333333333","2","7","Sweetwater","S02",2010,"S0","South","Pre",1026,"W","W","WW"
"216",2160,"Dry",11,5,"21-Jan","02-Nov","80","29-Oct","84","4.333333333","2","7","Sweetwater","S02",2010,"S0","South","Pre",1026,"W","W","WW"
"217",2162,"Dry",22,17,"Oct-29","Aug-22","68","Aug-15","75","7.666666667","1","7","Sweetwater","S02",2010,"S0","South","Pre",1027,"D","D","DD"
"218",2162,"Wet",22,17,"Nov-9","Aug-22","79","Aug-15","86","7.666666667","1","7","Sweetwater","S02",2010,"S0","South","Pre",1027,"D","D","DD"
"219",2163,"Dry",18,12,"21-Jan","02-Nov","80","29-Oct","84","4.666666667","2","7","Sweetwater","S02",2010,"S0","South","Pre",1027,"D","D","DD"
"220",2163,"Wet",18,12,"29-Jan","02-Nov","88","29-Oct","92","4.666666667","2","7","Sweetwater","S02",2010,"S0","South","Pre",1027,"D","D","DD"
"221",2165,"Wet",13,8,"Nov-1","Aug-22","71","Aug-15","78","7","1","7","Sweetwater","S02",2010,"S0","South","Pre",1027,"D","W","DW"
"222",2165,"Dry",13,8,"Oct-25","Aug-22","64","Aug-15","71","7","1","7","Sweetwater","S02",2010,"S0","South","Pre",1027,"D","W","DW"
"223",2166,"Dry",2,17,"25-Jan","01-Nov","85","29-Oct","88","3.666666667","2","7","Sweetwater","S02",2010,"S0","South","Pre",1027,"D","W","DW"
"224",2166,"Wet",2,17,"19-Jan","01-Nov","79","29-Oct","82","3.666666667","2","7","Sweetwater","S02",2010,"S0","South","Pre",1027,"D","W","DW"
"225",2168,"Wet",10,2,"Nov-18","Aug-22","88","Aug-15","95","7.333333333","1","7","Sweetwater","S02",2010,"S0","South","Pre",1028,"D","D","DD"
"226",2168,"Dry",10,2,"Oct-29","Aug-22","68","Aug-15","75","7.333333333","1","7","Sweetwater","S02",2010,"S0","South","Pre",1028,"D","D","DD"
"227",2169,"Dry",26,12,"15-Feb","03-Nov","104","29-Oct","109","5","2","7","Sweetwater","S02",2010,"S0","South","Pre",1028,"D","D","DD"
"228",2169,"Wet",26,12,"23-Feb","03-Nov","112","29-Oct","117","5","2","7","Sweetwater","S02",2010,"S0","South","Pre",1028,"D","D","DD"
"229",2171,"Dry",4,9,"Oct-25","Aug-22","64","Aug-15","71","7","1","7","Sweetwater","S02",2010,"S0","South","Pre",1028,"D","W","DW"
"230",2171,"Wet",4,9,"Nov-4","Aug-22","74","Aug-15","81","7","1","7","Sweetwater","S02",2010,"S0","South","Pre",1028,"D","W","DW"
"231",2172,"Dry",16,4,"22-Jan","01-Nov","82","29-Oct","85","3","2","7","Sweetwater","S02",2010,"S0","South","Pre",1028,"D","W","DW"
"232",2172,"Wet",16,4,"02-Feb","01-Nov","93","29-Oct","96","3","2","7","Sweetwater","S02",2010,"S0","South","Pre",1028,"D","W","DW"
"233",2174,"Dry",25,10,"Oct-26","Aug-22","65","Aug-15","72","7.333333333","1","7","Sweetwater","S02",2010,"S0","South","Pre",1029,"D","D","DD"
"234",2174,"Wet",25,10,"Nov-7","Aug-22","77","Aug-15","84","7.333333333","1","7","Sweetwater","S02",2010,"S0","South","Pre",1029,"D","D","DD"
"235",2175,"Dry",14,10,"15-Jan","02-Nov","74","29-Oct","78","4.333333333","2","7","Sweetwater","S02",2010,"S0","South","Pre",1029,"D","D","DD"
"236",2175,"Wet",14,10,"01-Feb","02-Nov","91","29-Oct","95","4.333333333","2","7","Sweetwater","S02",2010,"S0","South","Pre",1029,"D","D","DD"
"237",2177,"Wet",2,15,"Oct-29","Aug-22","68","Aug-15","75","7.333333333","1","7","Sweetwater","S02",2010,"S0","South","Pre",1029,"D","W","DW"
"238",2177,"Dry",2,15,"Oct-27","Aug-22","66","Aug-15","73","7.333333333","1","7","Sweetwater","S02",2010,"S0","South","Pre",1029,"D","W","DW"
"239",2178,"Dry",6,4,"09-Feb","02-Nov","99","29-Oct","103","4","2","7","Sweetwater","S02",2010,"S0","South","Pre",1029,"D","W","DW"
"240",2178,"Wet",6,4,"08-Feb","02-Nov","98","29-Oct","102","4","2","7","Sweetwater","S02",2010,"S0","South","Pre",1029,"D","W","DW"
"241",2360,"Wet",21,9,"Oct-31","Aug-25","67","Aug-15","77","10.33333333","1","38","West Fork","S07",2010,"S0","South","Pre",1060,"W","D","WD"
"242",2360,"Dry",21,9,"Oct-22","Aug-25","58","Aug-15","68","10.33333333","1","38","West Fork","S07",2010,"S0","South","Pre",1060,"W","D","WD"
"243",2361,"Dry",24,5,"02-Jan","06-Nov","57","29-Oct","65","8.333333333","2","38","West Fork","S07",2010,"S0","South","Pre",1060,"W","D","WD"
"244",2361,"Wet",24,5,"09-Jan","06-Nov","64","29-Oct","72","8.333333333","2","38","West Fork","S07",2010,"S0","South","Pre",1060,"W","D","WD"
"245",2363,"Wet",2,17,"Oct-20","Aug-21","60","Aug-15","66","6.666666667","1","38","West Fork","S07",2010,"S0","South","Pre",1060,"W","W","WW"
"246",2363,"Dry",2,17,"Oct-17","Aug-21","57","Aug-15","63","6.666666667","1","38","West Fork","S07",2010,"S0","South","Pre",1060,"W","W","WW"
"247",2364,"Wet",9,8,"15-Jan","06-Nov","70","29-Oct","78","8","2","38","West Fork","S07",2010,"S0","South","Pre",1060,"W","W","WW"
"248",2364,"Dry",9,8,"12-Jan","06-Nov","67","29-Oct","75","8","2","38","West Fork","S07",2010,"S0","South","Pre",1060,"W","W","WW"
"249",2366,"Dry",16,7,"Oct-21","Aug-27","55","Aug-15","67","12.66666667","1","38","West Fork","S07",2010,"S0","South","Pre",1061,"W","D","WD"
"250",2366,"Wet",16,7,"Oct-26","Aug-27","60","Aug-15","72","12.66666667","1","38","West Fork","S07",2010,"S0","South","Pre",1061,"W","D","WD"
"251",2367,"Wet",25,11,"11-Jan","05-Nov","67","29-Oct","74","7","2","38","West Fork","S07",2010,"S0","South","Pre",1061,"W","D","WD"
"252",2367,"Dry",25,11,"06-Jan","05-Nov","62","29-Oct","69","7","2","38","West Fork","S07",2010,"S0","South","Pre",1061,"W","D","WD"
"253",2369,"Wet",12,10,"Oct-31","Aug-23","69","Aug-15","77","8","1","38","West Fork","S07",2010,"S0","South","Pre",1061,"W","W","WW"
"254",2369,"Dry",12,10,"Oct-27","Aug-23","65","Aug-15","73","8","1","38","West Fork","S07",2010,"S0","South","Pre",1061,"W","W","WW"
"255",2370,"Dry",1,2,"17-Jan","05-Nov","73","29-Oct","80","7.333333333","2","38","West Fork","S07",2010,"S0","South","Pre",1061,"W","W","WW"
"256",2370,"Wet",1,2,"22-Jan","05-Nov","78","29-Oct","85","7.333333333","2","38","West Fork","S07",2010,"S0","South","Pre",1061,"W","W","WW"
"257",2372,"Wet",15,3,"Nov-2","Aug-29","65","Aug-15","79","14.66666667","1","38","West Fork","S07",2010,"S0","South","Pre",1062,"W","D","WD"
"258",2372,"Dry",15,3,"Oct-24","Aug-29","56","Aug-15","70","14.66666667","1","38","West Fork","S07",2010,"S0","South","Pre",1062,"W","D","WD"
"259",2373,"Wet",4,15,"17-Jan","04-Nov","74","29-Oct","80","6","2","38","West Fork","S07",2010,"S0","South","Pre",1062,"W","D","WD"
"260",2373,"Dry",4,15,"10-Jan","04-Nov","67","29-Oct","73","6","2","38","West Fork","S07",2010,"S0","South","Pre",1062,"W","D","WD"
"261",2375,"Wet",8,11,"Oct-26","Aug-25","62","Aug-15","72","10.33333333","1","38","West Fork","S07",2010,"S0","South","Pre",1062,"W","W","WW"
"262",2375,"Dry",8,11,"Oct-27","Aug-25","63","Aug-15","73","10.33333333","1","38","West Fork","S07",2010,"S0","South","Pre",1062,"W","W","WW"
"263",2376,"Dry",3,18,"26-Jan","09-Nov","78","29-Oct","89","11.33333333","2","38","West Fork","S07",2010,"S0","South","Pre",1062,"W","W","WW"
"264",2376,"Wet",3,18,"01-Feb","09-Nov","84","29-Oct","95","11.33333333","2","38","West Fork","S07",2010,"S0","South","Pre",1062,"W","W","WW"
"265",2378,"Dry",23,3,"Nov-1","Aug-28","65","Aug-15","78","13.33333333","1","38","West Fork","S07",2010,"S0","South","Pre",1063,"D","D","DD"
"266",2378,"Wet",23,3,"Nov-1","Aug-28","65","Aug-15","78","13.33333333","1","38","West Fork","S07",2010,"S0","South","Pre",1063,"D","D","DD"
"267",2379,"Wet",6,6,"27-Jan","03-Nov","85","29-Oct","90","5.666666667","2","38","West Fork","S07",2010,"S0","South","Pre",1063,"D","D","DD"
"268",2379,"Dry",6,6,"18-Jan","03-Nov","76","29-Oct","81","5.666666667","2","38","West Fork","S07",2010,"S0","South","Pre",1063,"D","D","DD"
"269",2381,"Wet",8,12,"","#DIV/0!","#DIV/0!","Aug-15","May-15","#DIV/0!","1","38","West Fork","S07",2010,"S0","South","Pre",1063,"D","W","DW"
"270",2381,"Dry",8,12,"","#DIV/0!","#DIV/0!","Aug-15","May-15","#DIV/0!","1","38","West Fork","S07",2010,"S0","South","Pre",1063,"D","W","DW"
"271",2382,"Dry",16,14,"20-Jan","04-Nov","77","29-Oct","83","6","2","38","West Fork","S07",2010,"S0","South","Pre",1063,"D","W","DW"
"272",2382,"Wet",16,14,"26-Jan","04-Nov","83","29-Oct","89","6","2","38","West Fork","S07",2010,"S0","South","Pre",1063,"D","W","DW"
"273",2384,"Wet",13,2,"Nov-3","Aug-28","67","Aug-15","80","13.33333333","1","38","West Fork","S07",2010,"S0","South","Pre",1064,"D","D","DD"
"274",2384,"Dry",13,2,"Nov-1","Aug-28","65","Aug-15","78","13.33333333","1","38","West Fork","S07",2010,"S0","South","Pre",1064,"D","D","DD"
"275",2385,"Wet",5,5,"23-Jan","04-Nov","80","29-Oct","86","6","2","38","West Fork","S07",2010,"S0","South","Pre",1064,"D","D","DD"
"276",2385,"Dry",5,5,"21-Jan","04-Nov","78","29-Oct","84","6","2","38","West Fork","S07",2010,"S0","South","Pre",1064,"D","D","DD"
"277",2387,"Wet",13,18,"Oct-25","Aug-23","63","Aug-15","71","8","1","38","West Fork","S07",2010,"S0","South","Pre",1064,"D","W","DW"
"278",2387,"Dry",13,18,"Oct-27","Aug-23","65","Aug-15","73","8","1","38","West Fork","S07",2010,"S0","South","Pre",1064,"D","W","DW"
"279",2388,"Dry",20,3,"12-Jan","05-Nov","68","29-Oct","75","7.333333333","2","38","West Fork","S07",2010,"S0","South","Pre",1064,"D","W","DW"
"280",2388,"Wet",20,3,"20-Jan","05-Nov","76","29-Oct","83","7.333333333","2","38","West Fork","S07",2010,"S0","South","Pre",1064,"D","W","DW"
"281",2390,"Dry",17,9,"Nov-5","Sep-2","64","Aug-15","82","18","1","38","West Fork","S07",2010,"S0","South","Pre",1065,"D","D","DD"
"282",2390,"Wet",17,9,"Nov-6","Sep-2","65","Aug-15","83","18","1","38","West Fork","S07",2010,"S0","South","Pre",1065,"D","D","DD"
"283",2391,"Dry",15,5,"12-Jan","05-Nov","68","29-Oct","75","7","2","38","West Fork","S07",2010,"S0","South","Pre",1065,"D","D","DD"
"284",2391,"Wet",15,5,"25-Jan","05-Nov","81","29-Oct","88","7","2","38","West Fork","S07",2010,"S0","South","Pre",1065,"D","D","DD"
"285",2393,"Wet",20,18,"Nov-4","Aug-26","70","Aug-15","81","11.5","1","38","West Fork","S07",2010,"S0","South","Pre",1065,"D","W","DW"
"286",2393,"Dry",20,18,"Oct-31","Aug-26","66","Aug-15","77","11.5","1","38","West Fork","S07",2010,"S0","South","Pre",1065,"D","W","DW"
"287",2394,"Wet",22,15,"03-Feb","15-Nov","80","29-Oct","97","17","2","38","West Fork","S07",2010,"S0","South","Pre",1065,"D","W","DW"
"288",2394,"Dry",22,15,"16-Jan","15-Nov","62","29-Oct","79","17","2","38","West Fork","S07",2010,"S0","South","Pre",1065,"D","W","DW"
"289",2396,"Wet",14,18,"Oct-24","Aug-22","63","Aug-15","70","7.666666667","1","39A","West Fork","S07",2010,"S0","South","Pre",1066,"W","D","WD"
"290",2396,"Dry",14,18,"Oct-19","Aug-22","58","Aug-15","65","7.666666667","1","39A","West Fork","S07",2010,"S0","South","Pre",1066,"W","D","WD"
"291",2397,"Dry",23,4,"08-Jan","03-Nov","66","29-Oct","71","5.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1066,"W","D","WD"
"292",2397,"Wet",23,4,"10-Jan","03-Nov","68","29-Oct","73","5.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1066,"W","D","WD"
"293",2399,"Wet",26,2,"Oct-27","Aug-22","66","Aug-15","73","7","1","39A","West Fork","S07",2010,"S0","South","Pre",1066,"W","W","WW"
"294",2399,"Dry",26,2,"Oct-26","Aug-22","65","Aug-15","72","7","1","39A","West Fork","S07",2010,"S0","South","Pre",1066,"W","W","WW"
"295",2400,"Wet",18,3,"13-Jan","04-Nov","70","29-Oct","76","6","2","39A","West Fork","S07",2010,"S0","South","Pre",1066,"W","W","WW"
"296",2400,"Dry",18,3,"07-Jan","04-Nov","64","29-Oct","70","6","2","39A","West Fork","S07",2010,"S0","South","Pre",1066,"W","W","WW"
"297",2402,"Wet",5,17,"Oct-19","Aug-23","57","Aug-15","65","8","1","39A","West Fork","S07",2010,"S0","South","Pre",1067,"W","D","WD"
"298",2402,"Dry",5,17,"Oct-25","Aug-23","63","Aug-15","71","8","1","39A","West Fork","S07",2010,"S0","South","Pre",1067,"W","D","WD"
"299",2403,"Dry",4,13,"02-Jan","03-Nov","60","29-Oct","65","5.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1067,"W","D","WD"
"300",2403,"Wet",4,13,"09-Jan","03-Nov","67","29-Oct","72","5.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1067,"W","D","WD"
"301",2405,"Dry",25,16,"Oct-22","Aug-23","60","Aug-15","68","8","1","39A","West Fork","S07",2010,"S0","South","Pre",1067,"W","W","WW"
"302",2405,"Wet",25,16,"Oct-27","Aug-23","65","Aug-15","73","8","1","39A","West Fork","S07",2010,"S0","South","Pre",1067,"W","W","WW"
"303",2406,"Wet",20,2,"11-Jan","09-Nov","63","29-Oct","74","11","2","39A","West Fork","S07",2010,"S0","South","Pre",1067,"W","W","WW"
"304",2406,"Dry",20,2,"13-Jan","09-Nov","65","29-Oct","76","11","2","39A","West Fork","S07",2010,"S0","South","Pre",1067,"W","W","WW"
"305",2408,"Wet",18,9,"Nov-6","Aug-23","75","Aug-15","83","8.333333333","1","39A","West Fork","S07",2010,"S0","South","Pre",1068,"W","D","WD"
"306",2408,"Dry",18,9,"Oct-23","Aug-23","61","Aug-15","69","8.333333333","1","39A","West Fork","S07",2010,"S0","South","Pre",1068,"W","D","WD"
"307",2409,"Wet",12,11,"17-Jan","04-Nov","74","29-Oct","80","6.333333333","2","39A","West Fork","S07",2010,"S0","South","Pre",1068,"W","D","WD"
"308",2409,"Dry",12,11,"17-Jan","04-Nov","74","29-Oct","80","6.333333333","2","39A","West Fork","S07",2010,"S0","South","Pre",1068,"W","D","WD"
"309",2411,"Wet",2,9,"Oct-30","Aug-23","68","Aug-15","76","8.666666667","1","39A","West Fork","S07",2010,"S0","South","Pre",1068,"W","W","WW"
"310",2411,"Dry",2,9,"Nov-2","Aug-23","71","Aug-15","79","8.666666667","1","39A","West Fork","S07",2010,"S0","South","Pre",1068,"W","W","WW"
"311",2412,"Wet",7,6,"16-Jan","04-Nov","73","29-Oct","79","6.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1068,"W","W","WW"
"312",2412,"Dry",7,6,"20-Jan","04-Nov","77","29-Oct","83","6.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1068,"W","W","WW"
"313",2414,"Wet",25,4,"Oct-28","Aug-22","67","Aug-15","74","7","1","39A","West Fork","S07",2010,"S0","South","Pre",1069,"D","D","DD"
"314",2414,"Dry",25,4,"Oct-25","Aug-22","64","Aug-15","71","7","1","39A","West Fork","S07",2010,"S0","South","Pre",1069,"D","D","DD"
"315",2415,"Wet",19,16,"16-Jan","02-Nov","75","29-Oct","79","4.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1069,"D","D","DD"
"316",2415,"Dry",19,16,"05-Jan","02-Nov","64","29-Oct","68","4.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1069,"D","D","DD"
"317",2417,"Dry",23,15,"Oct-25","Aug-25","61","Aug-15","71","10","1","39A","West Fork","S07",2010,"S0","South","Pre",1069,"D","W","DW"
"318",2417,"Wet",23,15,"Oct-22","Aug-25","58","Aug-15","68","10","1","39A","West Fork","S07",2010,"S0","South","Pre",1069,"D","W","DW"
"319",2418,"Wet",8,6,"19-Jan","03-Nov","77","29-Oct","82","5.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1069,"D","W","DW"
"320",2418,"Dry",8,6,"09-Jan","03-Nov","67","29-Oct","72","5.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1069,"D","W","DW"
"321",2420,"Wet",21,10,"Nov-2","Aug-28","66","Aug-15","79","13","1","39A","West Fork","S07",2010,"S0","South","Pre",1070,"D","D","DD"
"322",2420,"Dry",21,10,"Oct-22","Aug-28","55","Aug-15","68","13","1","39A","West Fork","S07",2010,"S0","South","Pre",1070,"D","D","DD"
"323",2421,"Wet",18,17,"14-Jan","02-Nov","73","29-Oct","77","4.333333333","2","39A","West Fork","S07",2010,"S0","South","Pre",1070,"D","D","DD"
"324",2421,"Dry",18,17,"06-Jan","02-Nov","65","29-Oct","69","4.333333333","2","39A","West Fork","S07",2010,"S0","South","Pre",1070,"D","D","DD"
"325",2423,"Wet",11,4,"Oct-26","Aug-25","62","Aug-15","72","10.33333333","1","39A","West Fork","S07",2010,"S0","South","Pre",1070,"D","W","DW"
"326",2423,"Dry",11,4,"Oct-27","Aug-25","63","Aug-15","73","10.33333333","1","39A","West Fork","S07",2010,"S0","South","Pre",1070,"D","W","DW"
"327",2424,"Wet",12,8,"19-Jan","04-Nov","76","29-Oct","82","6","2","39A","West Fork","S07",2010,"S0","South","Pre",1070,"D","W","DW"
"328",2424,"Dry",12,8,"16-Jan","04-Nov","73","29-Oct","79","6","2","39A","West Fork","S07",2010,"S0","South","Pre",1070,"D","W","DW"
"329",2426,"Wet",2,6,"Oct-18","Aug-27","52","Aug-15","64","12.66666667","1","39A","West Fork","S07",2010,"S0","South","Pre",1071,"D","D","DD"
"330",2426,"Dry",2,6,"Oct-24","Aug-27","58","Aug-15","70","12.66666667","1","39A","West Fork","S07",2010,"S0","South","Pre",1071,"D","D","DD"
"331",2427,"Wet",16,2,"07-Jan","02-Nov","66","29-Oct","70","4.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1071,"D","D","DD"
"332",2427,"Dry",16,2,"02-Jan","02-Nov","61","29-Oct","65","4.666666667","2","39A","West Fork","S07",2010,"S0","South","Pre",1071,"D","D","DD"
"333",2429,"Dry",16,12,"Oct-22","Aug-23","60","Aug-15","68","8.5","1","39A","West Fork","S07",2010,"S0","South","Pre",1071,"D","W","DW"
